k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator,n_iter
5,0.9172107577323914,0.8906762599945068,0.9382919073104858,50,0.8,native:cnmf,
6,0.8053621749083201,0.6240594387054443,0.9127708673477172,50,0.8,native:cnmf,
7,0.6817548785890851,0.5508630871772766,0.8994691371917725,50,0.8,native:cnmf,
8,0.5471925921738148,0.3578221797943115,0.8542640209197998,50,0.8,native:cnmf,
9,0.518609129720264,0.3420962691307068,0.8295199275016785,50,0.8,native:cnmf,
10,0.5742954254150391,0.3981330096721649,0.8218576908111572,50,0.8,native:cnmf,
11,0.6577901840209961,0.45618295669555664,0.8570215702056885,50,0.8,native:cnmf,1000
12,0.6085870787501335,0.4384194612503052,0.8850656151771545,50,0.8,native:cnmf,1000
