sample_idx,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
0,2,1,0,6,6,7,4,1,0,9,6,5,3,16,18,7,9,5,4,16,13,22,13,2,25,29
1,4,4,5,1,5,5,0,3,7,11,1,14,9,1,8,11,13,13,13,3,14,24,14,12,18,15
2,4,4,5,1,1,5,1,3,7,11,1,14,9,1,8,11,13,13,17,20,12,24,14,12,18,15
3,4,4,5,1,1,5,0,3,7,11,7,14,9,1,8,11,13,13,13,3,14,24,14,12,18,15
4,4,0,0,6,6,7,4,1,0,0,1,5,3,16,12,14,9,5,4,16,13,22,13,12,25,29
5,4,4,5,1,5,5,0,8,7,11,7,14,9,1,14,11,13,13,13,3,0,24,14,12,18,15
6,4,4,5,1,1,5,1,3,7,11,8,14,9,1,8,11,13,13,13,3,0,24,14,12,18,15
7,4,4,5,1,5,5,0,8,2,11,9,14,9,1,4,11,13,13,13,14,17,8,14,12,18,15
8,4,4,5,1,5,5,0,3,7,11,1,14,9,1,8,11,13,13,13,3,0,24,14,12,18,15
9,4,4,5,1,5,5,0,3,7,11,1,14,9,1,8,11,13,13,13,3,0,24,14,12,18,15
10,4,4,5,1,5,5,0,3,7,11,1,14,9,1,8,11,13,13,13,3,0,24,14,12,18,15
11,4,4,5,1,5,5,0,3,7,11,1,14,9,1,8,11,13,13,13,3,14,6,14,12,18,15
12,3,2,2,2,4,2,2,5,5,8,3,7,14,10,2,0,1,6,14,4,20,23,11,14,12,18
13,3,5,3,7,8,2,6,5,3,8,9,7,11,9,4,0,12,20,2,14,17,8,23,6,3,23
14,3,2,1,4,0,2,2,5,3,5,9,7,11,14,4,6,12,20,2,14,17,8,23,6,3,23
15,3,5,3,7,5,2,2,5,3,5,9,7,11,14,4,13,12,20,2,14,17,8,23,6,3,23
16,3,5,3,7,5,2,0,8,3,5,9,5,11,14,4,13,12,20,2,14,17,8,23,6,3,23
17,3,5,3,7,5,6,6,9,3,5,9,7,11,14,4,13,12,20,2,14,17,8,23,6,3,23
18,2,5,3,7,8,6,6,9,3,5,9,5,11,14,4,13,12,20,2,14,17,8,23,6,3,23
19,4,4,5,7,5,5,1,3,7,11,9,14,9,1,8,11,13,13,2,14,0,24,23,12,3,15
20,4,4,3,7,5,5,0,8,7,11,1,14,9,1,4,11,13,13,13,3,0,24,14,12,18,15
21,4,4,3,7,5,5,0,8,2,11,1,14,9,1,4,11,13,13,13,3,0,24,14,12,18,15
22,4,4,3,7,5,5,0,8,2,11,1,14,9,1,14,11,13,13,13,3,0,24,14,12,18,15
