k,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_singletons,min_size,max_size,size_cv
5,0.1317337453365326,171.07005077592112,1.9056827385559358,5,0,10,1065,1.1155871017577368
6,0.13348834216594696,155.77005389434947,1.6520389906641801,6,0,3,1065,1.300396087270018
7,0.05762099474668503,144.50269811426682,2.1455894017748456,7,0,3,568,0.8721692503657926
8,0.062343332916498184,135.82859811932622,2.0069403051367183,8,0,3,568,1.0010109154572158
9,0.05661001801490784,128.39238437149777,2.016790914485279,9,0,3,568,0.9807210892869213
10,0.05769088491797447,121.93168954162891,2.007777050673119,10,0,3,568,1.069610694011537
11,0.06128080561757088,116.78108397189015,2.058496044501616,11,0,3,568,1.1082785224427594
12,0.06365276128053665,111.52298130932333,2.048259480490056,12,0,3,568,1.1507649780170697
13,0.05882851779460907,107.11092296525406,2.0439290500350156,13,0,3,523,1.1421297165334048
14,0.057706333696842194,102.55494838006297,2.039041008145305,14,0,3,464,1.1019500954385304
15,0.05936446040868759,98.73791760710432,2.0709245693551837,15,0,3,464,1.1469654786298966
16,0.062034301459789276,95.45843325684831,2.0649257348922774,16,0,3,464,1.194731920528983
17,0.05802598595619202,92.57062431156808,2.193879344413024,17,0,3,464,1.1582809557606897
18,0.051916275173425674,90.08500107435907,2.2764510133314935,18,0,3,308,0.8969866313739038
19,0.055728983134031296,87.748667689851,2.19177774074109,19,0,3,308,0.9494449732107086
20,0.057047393172979355,85.69024696216788,2.1163990637993733,20,0,3,308,1.0005863089186515
21,0.05799831822514534,83.78426197418683,2.1424903852428834,21,0,3,308,0.9862742224020344
22,0.06184469535946846,81.89663833720448,2.108642941354429,22,0,3,308,1.0142021634254748
23,0.06063249707221985,80.01668762224817,2.1657902407439313,23,0,3,242,0.8704470497111413
24,0.06117798760533333,78.200233346806,2.0743755554465797,24,1,1,242,0.9132534507683944
25,0.06331715732812881,76.50889276503564,2.083093489162779,25,1,1,242,0.9443156338344908
26,0.061765287071466446,74.87771134470056,2.1061460523764453,26,1,1,242,0.9703062746104296
27,0.06440854072570801,73.36608970762497,2.054905038009832,27,1,1,242,1.0049626550548674
28,0.06715758889913559,71.90609489517897,2.0503289793956325,28,1,1,242,1.0322966178591158
29,0.06885040551424026,70.52540014597962,2.027549129332137,29,1,1,242,1.0567999845539524
30,0.07090079039335251,69.2217945505715,1.9979681954445887,30,1,1,242,1.0857684104099898
