k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator,n_iter
5,0.6909684419631958,0.6038108468055725,0.9405397772789,50,0.8,native:hierarchical,
6,0.7222202320893606,0.5517251491546631,1.0,50,0.8,native:hierarchical,
7,0.6755571493080684,0.4532369077205658,1.0,50,0.8,native:hierarchical,
8,0.6994570940732956,0.42554372549057,1.0,50,0.8,native:hierarchical,
9,0.6763482424947951,0.4436327219009399,1.0,50,0.8,native:hierarchical,
10,0.6893627405166626,0.3869992196559906,1.0,50,0.8,native:hierarchical,
11,0.6855708739974282,0.38547608256340027,1.0,50,0.8,native:hierarchical,
12,0.6760310952862104,0.3706495761871338,1.0,50,0.8,native:hierarchical,
