cluster_id,size,jaccard_stability,n_runs
0,153,0.25123146176338196,50
1,144,0.4294344484806061,50
2,108,0.4582490921020508,50
3,115,0.3645578622817993,50
4,205,0.31740617752075195,50
5,84,0.4401715397834778,50
6,86,0.7938483357429504,50
7,112,0.2976682484149933,50
8,145,0.36080700159072876,50
9,114,0.40165528655052185,50
