,1-4Hz,4-8Hz,8-13Hz,13-20Hz,20-30Hz,30-50Hz,50-70Hz,70-100Hz,100-130Hz,130-170Hz,170-220Hz,220-270Hz,270-320Hz,320-360Hz,360-400Hz
audio,0.004239295541697822,0.0013175774353384483,-0.0038833812184576673,-0.001792514323995489,-0.0033005254340300796,-0.003857316195556983,0.0013565145588390669,-0.0014603468739350122,0.0004657242634698988,-0.001465007410975662,-0.004049312187643205,-0.001799240330617835,0.0002807024098200676,0.009656513741875544,-0.005714221583941243
picture,0.0017137174379148424,-0.007238495543659646,0.0018395999381585137,0.0020761479810788032,0.0011564599917387912,0.0034241501770600384,-0.0014806027111110374,0.003742154628293548,-0.002155317515699071,-0.0020271623423840585,0.007410486788168513,-0.001719113474323318,-0.0016463395641883039,-0.005158614692274364,0.006884520174674547
reading,-0.005953012979612678,0.005920918108321186,0.0020437812802991686,-0.0002836336570832987,0.0021440654422913152,0.0004331660184969562,0.0001240881522719654,-0.002281807754358535,0.0016895932522291365,0.003492169753359691,-0.003361174600525308,0.0035183538049411434,0.00136563715436823,-0.004497899049601193,-0.0011702985907333123
