band_idx,band_lo,band_hi,band,time_bin,kind,impurity_importance,perm_importance,perm_importance_std,importance
0,1.0,4.0,1-4Hz,0,ersp,0.0013921659978187839,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,1,ersp,0.0024280837450237243,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,2,ersp,0.0012991056809420632,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,3,ersp,0.0010155981119008063,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,4,ersp,0.0009131119909154457,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,5,ersp,0.0010289415429172014,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,6,ersp,0.0010386179679174098,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,7,ersp,0.0014007711351859467,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,8,ersp,0.001363943792361061,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,9,ersp,0.001194550978841791,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,10,ersp,0.001107871674954778,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,11,ersp,0.0009222762176017497,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,12,ersp,0.0013331433703022372,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,13,ersp,0.0012193573672519716,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,14,ersp,0.0012212025469917987,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,15,ersp,0.0010388470556952066,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,16,ersp,0.001168843685004606,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,17,ersp,0.0012001461101838553,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,18,ersp,0.0012327367225330964,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,19,ersp,0.00098867168033102,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,20,ersp,0.0011990954114107833,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,21,ersp,0.0011614950375851908,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,22,ersp,0.0009559623224783487,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,23,ersp,0.001460232685932479,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,24,ersp,0.0009508920265432866,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,25,ersp,0.0009779772965862238,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,26,ersp,0.0012316183368686624,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,27,ersp,0.0009464685348269477,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,28,ersp,0.0009326592768806087,0.0,0.0,0.0
0,1.0,4.0,1-4Hz,29,ersp,0.0010375840563766428,0.0,0.0,0.0
