cluster_id,size,jaccard_stability,n_runs
0,287,0.6958466172218323,50
1,166,0.6670186519622803,50
2,141,0.9179796576499939,50
3,228,0.943885862827301,50
4,78,0.6851282119750977,50
5,35,0.8990923762321472,50
6,62,0.9310735464096069,50
7,173,0.8620917201042175,50
8,17,0.9691176414489746,50
9,83,0.9174728393554688,50
10,268,0.8574302792549133,50
