band_idx,band_lo,band_hi,band,time_bin,kind,impurity_importance,perm_importance,perm_importance_std,importance
-1,70.0,150.0,HG 70-150Hz,0,hg,0.002196613822334092,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,1,hg,0.002925888598912025,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,2,hg,0.0022753829582006194,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,3,hg,0.002048915583846397,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,4,hg,0.0021843289308444576,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,5,hg,0.0028213018436152658,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,6,hg,0.007275628901878897,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,7,hg,0.02293556038034859,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,8,hg,0.030422138857704853,0.00022180241874273366,0.00036917340023435167,0.00022180241874273366
-1,70.0,150.0,HG 70-150Hz,9,hg,0.016454447725536347,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,10,hg,0.01479455699912284,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,11,hg,0.014455925082221746,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,12,hg,0.010380848138289324,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,13,hg,0.010614837881769763,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,14,hg,0.010742727845368021,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,15,hg,0.008837134451996442,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,16,hg,0.005761424093167354,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,17,hg,0.007777053616144725,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,18,hg,0.00710843491331931,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,19,hg,0.004654893515185961,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,20,hg,0.00457444534889957,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,21,hg,0.0035034425166610506,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,22,hg,0.00302769919772363,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,23,hg,0.0029500061201061427,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,24,hg,0.002391778707588509,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,25,hg,0.0027952767202346074,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,26,hg,0.0025752430880373804,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,27,hg,0.0027533040207315634,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,28,hg,0.002522322281167821,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,29,hg,0.0028728066252310894,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,30,hg,0.0026451141724050547,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,31,hg,0.002546938698143225,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,32,hg,0.0026761807427132553,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,33,hg,0.0029039111920529013,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,34,hg,0.0035808204910255503,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,35,hg,0.003299373221346354,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,36,hg,0.0030218054565941377,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,37,hg,0.0025729279777453023,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,38,hg,0.0029250731815167017,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,39,hg,0.0030440851795415945,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,40,hg,0.003006086338465311,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,41,hg,0.0026890276978396663,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,42,hg,0.003692246938295456,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,43,hg,0.003069636195959736,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,44,hg,0.002145090365116974,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,45,hg,0.0021711946981357974,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,46,hg,0.0016709101509462564,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,47,hg,0.002207324760168752,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,48,hg,0.0034181288462134785,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,49,hg,0.002878484158379795,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,50,hg,0.002250260809269153,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,51,hg,0.0018219581446413233,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,52,hg,0.002030016960663477,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,53,hg,0.002600439075837608,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,54,hg,0.002343397192933669,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,55,hg,0.002011980998846169,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,56,hg,0.001811988228507544,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,57,hg,0.0026336378118158098,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,58,hg,0.0033291875828177168,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,59,hg,0.0021360375350679933,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,60,hg,0.002512453770330145,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,61,hg,0.001856798130663592,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,62,hg,0.0019682089697793856,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,63,hg,0.0014849847429548914,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,64,hg,0.001709875542024411,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,65,hg,0.002564669170121553,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,66,hg,0.002119780761912163,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,67,hg,0.0018516045069393607,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,68,hg,0.002032835958954661,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,69,hg,0.0027220945935596333,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,70,hg,0.003190404183443535,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,71,hg,0.0038320623017454912,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,72,hg,0.003492843957770004,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,73,hg,0.002873986968150654,0.0,0.0,0.0
-1,70.0,150.0,HG 70-150Hz,74,hg,0.002229563788489221,0.0,0.0,0.0
