,t00,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29
audio,0.016340246191344512,0.35397389543083585,0.1291150270281101,-0.0049029235003658364,-0.04736510243294296,-0.007939511319580695,-0.061947094152848076,-0.09253491381971451,-0.1338037522183397,-0.05754308751876217,-0.04695765492694518,-0.10365757257710635,-0.1598777612946604,0.03969628851543773,0.11422698747367621,0.2422683760156134,0.22056132493932748,0.2122634569191954,0.11158085846183545,0.2066199250062135,0.14097074106527618,0.015713148568406117,-0.036906301638260544,-0.08496150307354472,-0.16163992485934645,-0.21745754500359513,-0.10914757547061782,-0.05690372084533335,-0.04918483095752877,-0.08183364230930142
picture,-0.1643890839107783,-0.24766842566783284,-0.02300367464061933,0.14096242531665437,0.0890167757002682,0.052972773231994764,0.10581672034818099,0.21207157432455712,0.1919846803684951,0.20709701035968392,0.19559471371108217,0.21333383770074033,0.2597707648091049,0.1779724577506884,0.167051364051638,0.09680582761552681,0.13463055090944975,0.16792380893774736,0.220843927942555,0.11552918610538992,0.13606073119144496,0.21938751481437746,0.20203697307953264,0.1431312565476555,0.2253011410102301,0.27491594977973827,0.1907523300219237,0.16252993527623305,0.2169737559344688,0.2650930408548279
reading,0.11576765115464178,-0.09241552775944992,-0.08655153658421273,-0.10664942783376256,-0.03148341612525956,-0.03513860164106291,-0.03285357725635876,-0.0914570272109199,-0.04225926942779781,-0.11590218455182408,-0.11545154821213427,-0.08343646223075965,-0.07433090320639067,-0.1718259138235423,-0.22363730629326112,-0.2722455303152086,-0.2843426421083952,-0.30374723360894373,-0.26370773520073776,-0.25805789678827445,-0.22098384798788193,-0.1848965765086814,-0.12865038022045405,-0.04349114536217308,-0.045852908166097356,-0.039567366642416654,-0.06126762966266692,-0.0814457448861988,-0.13042458178244756,-0.1417358659657051
