,1-4Hz,4-8Hz,8-13Hz,13-20Hz,20-30Hz,30-50Hz,50-70Hz,70-100Hz,100-130Hz,130-170Hz,170-220Hz,220-270Hz,270-320Hz,320-360Hz,360-400Hz
audio,-0.013124733397311824,-0.026911435240201963,-0.05423982445337224,-0.0726104992336604,-0.05274247435188523,-0.060565211097694506,-0.022607549484459234,0.006545383845106672,0.013460515378880124,0.037100647366162115,0.0436477614121923,0.06687318234927189,0.07342769449083182,0.05552420371983479,0.06373248620240479
picture,-0.028734161500915734,-0.019161522332308764,0.008236961793231518,0.037120008970790035,0.06388333727876054,0.08482649761896587,0.08031468579131422,0.09841758396188593,0.10385212204706624,0.07240495115972112,0.08816831649836603,0.0678804500488599,0.06645946185360832,0.06943997099207051,0.07031482313461776
reading,0.03319412568051595,0.03685209121789092,0.03749030695430795,0.029703615166897825,-0.0074081714129750455,-0.017509876453473443,-0.04472930935677676,-0.08256687231451044,-0.09243735727457338,-0.08690814984402784,-0.10458900037148092,-0.1074842807940425,-0.11168060630955448,-0.09951120774536486,-0.10685011365556135
