band_idx,band_lo,band_hi,band,time_bin,kind,coef[audio],coef[picture],coef[reading],importance
0,1.0,4.0,1-4Hz,0,ersp,0.004704603222326398,0.006211207650022285,-0.010915810872348709,0.007277207248232463
0,1.0,4.0,1-4Hz,1,ersp,0.027166503020945268,-0.016619546394012853,-0.010546956626932455,0.018111002013963522
0,1.0,4.0,1-4Hz,2,ersp,-0.030925395400695617,0.00378964666688046,0.027135748733815288,0.020616930267130455
0,1.0,4.0,1-4Hz,3,ersp,-0.015923535105069556,0.03535648173116008,-0.01943294662609048,0.02357098782077337
0,1.0,4.0,1-4Hz,4,ersp,-0.03391781755853194,0.016058683748725384,0.017859133809806655,0.02261187837235466
0,1.0,4.0,1-4Hz,5,ersp,-0.0248701377516494,0.011304430344195492,0.013565707407454006,0.016580091834432965
0,1.0,4.0,1-4Hz,6,ersp,-0.023819114916344714,0.03173867265310551,-0.007919557736760814,0.021159115102070344
0,1.0,4.0,1-4Hz,7,ersp,0.01623618085626725,0.005453044915490255,-0.02168922577175743,0.01445948384783831
0,1.0,4.0,1-4Hz,8,ersp,-0.03260120408907841,0.04317231166330403,-0.010571107574226031,0.02878154110886949
0,1.0,4.0,1-4Hz,9,ersp,-0.0001452765981709323,-0.003415747581079353,0.003561024179250264,0.0023740161195001832
0,1.0,4.0,1-4Hz,10,ersp,0.00011053365180573775,-0.0031536065448958105,0.003043072893090055,0.0021024043632638678
0,1.0,4.0,1-4Hz,11,ersp,-0.033118314272406364,0.0222568920048124,0.010861422267594243,0.022078876181604336
0,1.0,4.0,1-4Hz,12,ersp,0.02240249209737571,-0.017180921420204665,-0.005221570677170838,0.014934994731583738
0,1.0,4.0,1-4Hz,13,ersp,0.017800968212376235,-0.03571270335825331,0.017911735145877208,0.023808468905502252
0,1.0,4.0,1-4Hz,14,ersp,0.020371408964358493,-0.023616668047107367,0.0032452590827488146,0.015744445364738225
0,1.0,4.0,1-4Hz,15,ersp,0.04711967462423384,-0.021451649143325823,-0.02566802548090763,0.03141311641615576
0,1.0,4.0,1-4Hz,16,ersp,0.011000717823559669,-0.011650170745406209,0.0006494529218466429,0.007766780496937506
0,1.0,4.0,1-4Hz,17,ersp,-0.0018480004680800014,-0.01713945699356011,0.01898745746164022,0.012658304974426776
0,1.0,4.0,1-4Hz,18,ersp,0.01836014909447514,-0.014578351944153162,-0.0037817971503218755,0.012240099396316727
0,1.0,4.0,1-4Hz,19,ersp,0.002719147338632064,-0.004160803832668541,0.0014416564940365043,0.0027738692217790365
0,1.0,4.0,1-4Hz,20,ersp,0.023160163999557056,-0.0011444516462845071,-0.0220157123532726,0.015440109333038054
0,1.0,4.0,1-4Hz,21,ersp,0.02420567983505492,0.03480191029529586,-0.05900759013035071,0.039338393420233826
0,1.0,4.0,1-4Hz,22,ersp,0.0072837261459540075,0.0007978244896907207,-0.0080815506356447,0.005387700423763142
0,1.0,4.0,1-4Hz,23,ersp,0.0019859876986063523,0.0016450122858081297,-0.0036309999844144703,0.0024206666562763177
0,1.0,4.0,1-4Hz,24,ersp,0.05155039931600215,-0.031297147396697166,-0.020253251919304775,0.034366932877334694
0,1.0,4.0,1-4Hz,25,ersp,0.0500198777403829,-0.01932995616019186,-0.030689921580190887,0.03334658516025522
0,1.0,4.0,1-4Hz,26,ersp,0.012286878905621173,0.0029502214386713283,-0.015237100344292454,0.010158066896194985
