k,var_explained,sizes,frac_dominant,frac_no_majority,median_top_weight
5,0.4423059480993432,379 315 298 458 243,0.3626698168930892,0.6373301831069108,0.4483332842765427
6,0.4710369198260649,239 410 283 199 231 331,0.27170702894270526,0.7282929710572947,0.41263342163150574
7,0.49272934595634466,121 382 221 166 268 216 319,0.20968694624926165,0.7903130537507383,0.38538148431049146
8,0.5106975686584256,243 138 198 363 230 192 132 197,0.19492025989367986,0.8050797401063201,0.3688163691482693
9,0.5144597662596228,146 128 354 114 256 118 137 211 229,0.16066154754873008,0.8393384524512699,0.3668342568315461
10,0.5204117635256942,175 103 177 75 173 163 116 275 206 230,0.1364441819255759,0.863555818074424,0.3492427873048074
11,0.5171760368093572,103 138 119 312 236 110 177 195 120 85 98,0.12463083284111046,0.8753691671588896,0.33598011616611523
12,0.5054562577889563,220 78 128 197 107 180 107 100 92 155 190 139,0.10691080921441229,0.8930891907855877,0.33715196018051996
13,0.4753166710947806,97 217 127 131 76 129 186 87 153 111 184 94 101,0.11695215593620792,0.8830478440637921,0.3388214975808881
14,0.4660469837556138,75 111 98 166 116 116 128 105 80 212 119 121 138 108,0.09332545776727702,0.9066745422327229,0.32201428816916805
15,0.45222222190435524,210 76 95 155 104 155 78 63 88 99 114 122 105 95 134,0.08446544595392794,0.9155345540460721,0.31180228397646165
16,0.3748919712061233,68 59 159 204 123 109 95 66 84 90 131 75 97 96 136 101,0.09214412285883047,0.9078558771411696,0.32367372872184236
17,0.37864285766585726,61 132 117 117 54 69 133 77 95 87 71 91 145 136 88 93 127,0.07914943886591849,0.9208505611340815,0.313065066396717
18,0.3142984876315178,86 91 77 124 134 104 58 74 97 125 63 114 91 104 111 69 100 71,0.07619610159480213,0.9238038984051978,0.31244494291271613
19,0.2709930001164905,125 87 90 64 138 89 104 97 84 57 81 68 136 83 64 58 113 89 66,0.0897814530419374,0.9102185469580626,0.31634468027575435
20,0.2653315883483235,62 84 105 54 131 86 133 101 93 76 73 76 71 61 56 107 82 44 102 96,0.08210277613703484,0.9178972238629651,0.3127525727593574
21,0.22211577297476093,64 87 87 37 139 69 57 95 74 80 78 95 93 85 131 81 50 60 81 58 92,0.06497341996455995,0.93502658003544,0.3049561651837482
22,0.1905528941281025,77 43 104 52 93 185 86 82 76 35 62 55 65 99 124 68 51 85 46 46 100 59,0.0637920850561134,0.9362079149438866,0.30282568770568274
23,0.07555895455609563,91 48 100 76 82 80 78 52 122 54 84 73 66 76 66 75 83 100 43 56 66 54 68,0.07619610159480213,0.9238038984051978,0.3132698167939624
24,0.06717738240595594,126 44 57 75 94 52 74 76 68 101 42 93 60 84 44 52 66 83 66 47 83 60 82 64,0.08151210868281157,0.9184878913171884,0.3130459092472916
25,0.04694022636257933,15 69 79 112 71 117 96 73 23 68 54 38 111 68 71 50 56 71 75 37 90 47 56 74 72,0.07383343177790903,0.926166568222091,0.3023883815471216
26,-0.054557446335251836,59 51 100 49 54 38 64 46 70 96 83 79 25 68 52 45 94 71 42 76 68 67 75 75 80 66,0.06910809214412286,0.9308919078558772,0.3130378243443529
27,-0.05923001353334478,66 65 96 53 14 76 59 51 50 34 98 77 53 65 61 43 72 86 92 72 100 79 66 71 17 35 42,0.049616066154754876,0.9503839338452451,0.2996710134637346
28,-0.1601300239861938,101 47 45 53 57 48 34 69 80 74 58 46 74 64 72 28 98 41 86 50 60 33 40 74 49 100 61 51,0.07147076196101594,0.928529238038984,0.30372550307183965
29,-0.1966454142662224,59 58 68 42 94 67 63 57 113 42 95 53 78 46 36 24 65 91 37 68 44 46 51 27 61 68 44 53 43,0.07796810395747195,0.9220318960425281,0.3078478866732837
30,-0.2653672344123019,32 43 127 67 72 40 83 78 43 89 50 30 99 55 13 64 64 37 47 68 45 65 41 68 42 65 38 44 50 34,0.06792675723567632,0.9320732427643237,0.3112313857616668
