sample_idx,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
0,4,1,1,3,2,6,8,3,10,3,3,10,8,15,12,13,18,0,1,8,1,20,0,13,1,1
1,3,1,1,3,2,7,3,3,10,3,3,10,13,15,12,13,18,0,8,8,1,20,0,13,1,21
2,3,1,1,3,2,7,3,3,10,3,14,10,16,15,12,19,7,0,8,8,1,20,0,13,1,9
3,3,1,1,3,2,7,3,3,10,3,3,10,16,15,12,13,7,0,8,8,1,20,0,13,1,21
4,3,1,2,3,2,7,7,3,10,3,3,10,13,15,0,13,18,0,16,8,1,20,0,13,1,21
5,3,1,6,3,2,5,7,3,10,3,3,14,15,15,0,13,18,0,16,8,1,20,0,13,1,21
6,3,1,1,3,2,7,3,3,10,3,3,10,12,15,12,13,18,0,8,8,1,20,0,13,1,21
7,3,1,1,3,2,7,3,3,10,3,3,10,2,15,12,13,18,0,8,8,1,20,0,13,1,21
8,3,1,1,3,2,7,3,3,10,3,3,10,16,15,12,13,18,0,8,8,1,20,0,13,1,21
9,3,1,1,3,2,7,3,3,10,3,3,10,16,15,12,13,7,0,8,8,1,20,0,13,1,21
10,3,1,1,3,2,7,3,3,10,3,3,10,12,15,12,13,18,0,8,8,1,20,0,13,1,21
11,3,1,1,3,2,7,3,3,10,3,3,10,12,15,12,13,18,0,8,8,1,20,0,13,1,21
12,3,4,2,6,0,6,7,6,6,3,10,5,13,3,0,15,19,6,16,2,1,14,19,17,24,15
13,1,4,2,5,7,4,7,5,6,11,5,14,13,13,0,15,17,6,16,20,14,21,14,27,24,15
14,1,4,2,5,7,4,7,5,6,3,5,5,13,15,0,15,17,0,16,20,14,4,8,27,1,21
15,1,4,2,5,7,4,7,3,10,3,5,14,13,15,0,13,18,0,16,8,1,20,0,13,1,21
16,1,4,2,5,3,4,7,3,10,3,3,10,13,15,12,13,18,0,16,8,1,20,0,13,1,21
17,1,2,4,0,3,7,9,3,10,3,3,10,2,15,4,13,18,0,6,8,1,20,0,13,1,21
18,1,2,4,0,3,7,10,3,10,3,3,10,2,15,4,13,18,0,6,8,1,20,0,13,1,21
19,1,1,1,3,2,7,9,3,10,3,3,10,3,15,12,13,18,0,8,8,1,20,0,13,1,21
20,3,1,1,3,2,7,3,3,10,3,3,10,16,15,12,13,18,0,8,8,1,20,0,13,1,21
21,3,1,1,3,2,7,3,3,10,3,3,10,16,15,12,13,18,0,8,8,1,20,0,13,1,21
22,3,1,1,3,2,7,3,3,10,3,3,10,16,15,12,13,18,0,8,8,1,20,0,13,1,21
23,3,1,1,3,2,7,3,3,10,3,3,10,16,15,12,13,18,0,8,8,1,20,0,13,1,21
24,3,1,1,3,2,7,3,3,10,3,3,10,16,15,12,13,7,0,8,8,1,20,0,13,1,21
25,3,1,1,3,2,7,3,3,10,3,3,10,16,15,12,13,7,0,8,8,1,20,0,13,1,21
26,1,1,1,3,2,7,3,3,10,3,3,10,3,15,12,13,18,0,8,8,1,20,0,13,1,21
27,3,1,1,3,2,7,3,3,10,3,3,10,16,15,12,13,18,0,8,8,1,20,0,13,1,21
28,3,1,1,3,2,7,3,3,10,3,3,10,3,15,12,13,18,0,8,8,1,20,0,13,1,21
29,3,1,1,3,2,7,3,3,10,3,3,10,16,15,12,13,18,0,8,8,1,20,0,13,1,21
30,3,1,1,3,2,7,3,3,10,3,3,10,16,15,12,13,18,0,8,8,1,20,0,13,1,21
31,3,1,1,3,2,7,3,3,10,3,3,10,16,15,12,13,18,0,8,8,1,20,0,13,1,21
32,3,1,1,3,2,7,3,3,10,3,3,10,16,15,12,13,18,0,8,8,1,20,0,13,1,21
33,3,1,1,3,2,7,3,3,10,3,3,10,16,15,12,13,18,0,8,8,1,20,0,13,1,21
34,0,5,6,4,8,5,5,9,3,4,4,8,15,15,7,18,15,0,16,8,1,20,0,23,0,21
35,1,2,4,0,4,4,7,3,1,3,3,14,2,15,4,13,18,0,10,8,1,20,0,13,1,21
36,2,2,4,0,4,9,9,3,10,3,3,14,2,15,4,13,18,0,10,8,1,20,0,13,1,21
37,2,2,4,0,4,9,4,3,10,3,3,14,2,15,4,13,18,0,10,8,1,20,0,13,1,21
38,2,2,4,0,4,9,4,3,10,3,3,3,2,15,4,13,18,0,10,8,1,20,0,13,1,21
39,2,2,4,0,4,9,4,3,10,3,3,3,2,15,4,13,18,0,10,8,1,20,0,13,1,21
40,1,4,6,6,0,6,7,9,3,3,3,0,8,15,0,0,19,0,14,8,1,20,0,13,1,21
41,1,4,2,5,7,4,7,5,6,11,5,14,13,15,0,15,18,0,16,8,1,20,0,13,26,21
42,1,4,2,3,2,7,7,3,10,3,3,10,13,15,12,13,18,0,8,8,1,20,0,13,1,21
43,1,2,4,0,4,9,4,0,1,9,0,14,2,15,4,13,18,0,16,8,1,20,0,13,1,21
44,1,4,2,5,7,4,7,5,6,11,5,14,13,15,0,13,18,0,16,8,1,20,0,13,1,21
45,1,4,2,5,7,4,7,5,6,3,5,14,13,15,0,13,18,0,16,8,1,20,0,13,1,21
46,1,4,2,5,7,4,7,3,10,3,5,14,13,15,0,13,18,0,16,8,1,20,0,13,1,21
47,1,2,2,0,4,7,7,3,10,3,3,10,2,15,12,13,18,0,16,8,1,20,0,13,1,21
48,1,1,1,3,2,7,3,3,10,3,3,10,2,15,12,13,18,0,8,8,1,20,0,13,1,21
49,1,1,1,3,2,7,3,3,10,3,3,10,3,15,12,13,18,0,8,8,1,20,0,13,1,21
50,1,1,1,3,2,7,3,3,10,3,3,10,3,15,12,13,18,0,8,8,1,20,0,13,1,21
51,1,0,2,6,3,6,8,3,10,3,3,0,8,15,8,0,19,0,8,8,1,20,0,13,1,21
52,1,0,5,7,2,7,10,3,10,3,3,14,3,15,6,13,18,0,8,8,1,20,0,13,1,21
53,1,0,0,7,2,7,3,3,10,3,3,0,8,15,8,13,19,0,8,8,1,20,0,13,1,21
54,4,1,0,6,0,6,8,3,10,3,3,0,8,15,8,13,19,0,8,8,1,20,0,13,26,21
55,4,4,0,6,0,6,8,6,0,2,3,0,8,15,8,13,19,0,14,8,1,20,0,13,26,21
56,4,3,0,6,0,6,8,6,0,2,6,0,8,16,8,0,19,10,14,10,13,0,26,20,26,17
57,4,3,0,6,0,6,8,6,0,2,6,0,8,16,8,0,19,10,14,2,13,0,19,20,26,17
58,1,0,0,6,3,6,8,6,0,2,3,0,8,15,8,13,18,0,14,8,1,20,0,13,26,21
59,4,3,0,6,0,6,8,6,0,2,13,0,8,16,8,0,19,10,14,10,13,0,26,20,26,17
60,0,0,6,7,3,2,9,11,7,3,3,6,1,15,1,6,20,0,18,8,1,20,1,13,2,21
61,0,1,6,3,2,2,9,3,10,3,3,13,3,15,6,2,20,0,17,8,1,20,0,13,21,21
62,0,1,1,3,2,7,3,3,10,3,3,10,3,15,1,13,20,0,15,8,1,20,0,13,21,21
63,0,1,1,3,2,7,3,3,10,3,3,10,3,15,12,13,20,0,8,8,1,20,0,13,1,21
64,3,1,1,3,2,7,3,3,10,3,3,10,3,15,12,13,18,0,8,8,1,20,0,13,1,21
65,1,1,1,3,2,7,3,3,10,3,3,10,3,15,12,13,7,0,8,8,1,20,0,13,1,21
66,4,3,0,6,0,6,8,6,0,2,6,0,8,16,8,0,19,10,14,10,13,0,26,20,26,17
67,4,3,0,6,0,6,8,6,0,2,6,0,8,16,8,0,19,10,14,10,13,0,26,20,26,17
68,4,3,0,6,0,6,8,6,0,2,13,0,8,16,8,0,19,0,14,10,1,0,26,20,26,17
69,2,2,6,4,0,5,8,9,3,2,4,14,8,15,8,13,19,0,14,8,1,20,0,20,26,17
70,2,2,4,0,4,9,4,0,1,2,0,0,2,15,8,13,18,0,14,8,1,20,0,20,26,21
71,1,1,1,3,2,7,3,3,10,3,3,10,2,15,12,13,18,0,8,8,1,20,0,13,1,21
72,1,1,1,3,2,7,9,3,10,3,3,10,2,15,12,13,18,0,8,8,1,20,0,13,1,21
73,1,1,1,3,2,7,3,3,10,3,3,10,2,15,12,13,18,0,8,8,1,20,0,13,1,21
74,1,4,2,5,7,4,7,5,6,11,9,14,7,12,0,11,0,21,9,12,10,20,14,11,24,18
75,1,4,2,5,7,7,7,3,10,3,3,10,13,15,12,13,18,0,16,8,1,20,0,13,1,21
76,1,4,2,5,2,7,7,3,10,3,3,10,13,15,12,13,18,0,16,8,1,20,0,13,1,21
77,1,4,2,5,7,4,7,5,6,11,5,10,13,3,12,15,7,6,8,9,13,16,19,25,4,9
78,3,1,1,3,2,7,3,3,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
79,3,1,1,3,2,7,3,3,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
80,1,1,1,3,2,7,3,2,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
81,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
82,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
83,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
84,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
85,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
86,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
87,3,1,1,3,2,7,3,3,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
88,1,4,2,5,7,4,7,5,6,11,5,14,13,3,0,15,0,6,9,20,9,21,14,27,24,15
89,1,4,2,5,2,7,7,5,6,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
90,1,4,2,5,7,4,7,5,6,11,5,10,13,14,12,19,7,13,8,9,12,16,14,27,4,9
91,3,1,1,3,2,7,3,3,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
92,1,4,2,5,7,4,7,5,6,11,5,2,13,3,0,15,0,6,8,9,9,21,14,27,24,15
93,3,4,2,3,2,7,6,10,6,11,9,14,7,12,12,19,0,21,8,12,12,0,9,20,21,15
94,0,0,6,4,0,6,6,6,0,2,9,0,9,16,8,0,2,17,14,10,9,0,26,20,26,17
95,3,1,1,3,2,7,3,2,0,12,13,0,16,14,12,19,7,13,8,9,12,16,18,25,4,9
96,1,4,2,3,2,7,3,2,6,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
97,1,0,5,7,3,7,10,7,7,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
98,1,4,2,3,2,7,3,5,6,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
99,4,3,1,6,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
100,3,1,1,3,2,7,3,3,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
101,3,1,1,3,2,7,3,3,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
102,4,0,5,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
103,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
104,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
105,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
106,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
107,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
108,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
109,1,4,2,5,7,4,7,5,6,10,5,5,13,3,14,9,10,6,3,2,13,14,19,19,6,8
110,1,4,2,5,7,4,7,5,6,10,5,10,13,3,12,19,7,13,3,9,12,16,18,25,4,9
111,1,1,1,3,2,7,3,3,10,11,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
112,3,1,1,3,2,7,3,2,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
113,1,4,2,5,7,4,7,5,6,10,5,5,13,3,14,15,7,6,3,2,12,21,19,25,4,9
114,1,1,1,3,2,7,3,3,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
115,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
116,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
117,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
118,3,1,1,3,2,7,3,2,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
119,3,1,1,3,2,7,3,3,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
120,1,1,1,3,2,7,3,3,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
121,3,1,1,3,2,7,3,3,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
122,3,1,1,3,2,7,3,2,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
123,1,1,2,5,2,7,3,3,6,11,9,10,7,12,12,19,0,13,8,9,12,21,18,20,4,9
124,3,1,1,3,2,7,3,6,0,2,14,10,8,16,12,19,7,13,8,9,12,16,18,25,4,9
125,3,1,1,3,2,7,3,10,2,5,9,10,16,12,12,19,7,21,8,9,12,16,18,25,4,9
126,1,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
127,1,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
128,1,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
129,1,1,1,3,2,7,3,3,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
130,1,4,2,5,7,4,7,5,6,11,5,14,7,12,0,15,0,6,9,12,9,21,14,27,24,15
131,1,1,1,3,2,7,3,3,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
132,3,1,1,3,2,7,3,3,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
133,3,1,1,3,2,7,3,3,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
134,1,4,2,5,7,4,7,5,6,11,5,14,13,3,0,15,0,6,9,12,14,21,19,17,24,15
135,0,5,6,4,8,8,6,10,7,2,9,2,9,12,5,11,2,17,0,22,11,19,17,20,7,6
136,1,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
137,1,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
138,1,4,2,5,2,7,3,5,6,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
139,1,4,2,5,7,4,7,5,6,11,5,10,13,14,12,19,7,13,8,9,12,21,18,25,4,9
140,1,1,1,3,2,7,3,3,10,2,6,2,9,16,12,19,7,17,8,9,9,19,17,20,26,9
141,3,1,0,6,0,8,6,10,8,2,9,2,9,16,8,0,0,17,8,22,9,19,14,20,26,6
142,0,5,6,4,8,5,6,9,3,2,9,14,7,12,8,0,0,21,9,12,9,0,9,20,26,17
143,0,5,6,4,8,5,6,10,2,2,9,0,7,12,8,11,0,21,9,12,9,0,9,20,21,5
144,1,4,2,5,7,4,6,7,2,11,9,14,7,12,0,11,0,21,9,12,9,5,14,20,26,18
145,1,1,1,3,2,7,3,3,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
146,3,1,1,3,2,7,3,2,12,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
147,1,4,2,5,7,4,7,5,6,11,5,10,13,14,12,19,7,13,8,9,12,16,18,25,4,9
148,1,4,2,5,7,4,7,5,6,11,5,14,13,13,0,15,9,6,11,18,4,21,13,14,5,16
149,3,1,1,3,2,7,3,3,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
150,3,1,1,3,2,7,3,2,10,12,14,10,16,14,12,19,7,13,8,9,12,16,18,25,4,9
151,2,2,4,0,4,9,4,0,1,9,0,3,2,4,4,16,1,5,6,13,2,23,5,2,2,19
152,2,2,4,0,4,9,4,0,1,9,0,3,2,4,4,16,1,5,6,13,2,23,5,2,2,19
153,2,2,4,0,4,9,4,0,1,9,0,3,2,4,4,16,1,5,6,13,2,23,5,2,2,19
154,2,2,4,0,4,9,4,0,1,9,0,3,2,4,4,16,1,5,6,13,2,23,5,2,2,19
155,2,2,4,0,4,9,4,0,1,9,0,3,2,4,4,16,1,5,6,13,2,23,5,2,2,19
156,2,2,4,0,4,9,4,0,1,9,0,3,2,4,4,16,1,5,6,13,2,23,5,2,2,19
157,2,2,4,0,4,9,4,0,1,9,0,3,2,4,4,16,1,5,6,13,2,23,5,2,2,19
158,2,2,4,0,4,9,4,0,1,9,0,3,2,4,4,16,1,5,6,13,2,23,5,2,2,19
159,1,4,2,5,7,4,7,5,6,11,5,14,13,13,0,15,0,6,16,20,14,21,14,27,24,15
160,1,4,2,5,7,4,7,5,6,11,5,14,13,13,0,15,17,6,16,20,14,21,14,27,24,15
161,0,5,2,5,7,0,6,5,6,11,9,14,7,12,0,15,20,21,16,20,14,21,9,2,24,15
162,4,3,0,6,6,6,1,6,0,6,11,9,8,3,17,6,13,11,4,17,20,10,3,4,23,7
163,4,2,4,1,5,1,0,2,12,1,14,1,11,0,15,0,11,11,14,7,10,12,3,4,13,18
