condition,band_idx,band_lo,band_hi,band,time_bin,kind,impurity_importance,perm_importance,perm_importance_std,importance
audio,-1,70.0,150.0,HG 70-150Hz,0,hg,0.013068464489686396,-7.111116312816801e-05,0.0019244062905117952,0.0
audio,-1,70.0,150.0,HG 70-150Hz,1,hg,0.02642966806633342,0.014140571369901711,0.004119997996265004,0.014140571369901711
audio,-1,70.0,150.0,HG 70-150Hz,2,hg,0.023181265338637375,0.006218235866579947,0.0032065114084589333,0.006218235866579947
audio,-1,70.0,150.0,HG 70-150Hz,3,hg,0.01988182541624208,0.007521379582877163,0.0037217974640369397,0.007521379582877163
audio,-1,70.0,150.0,HG 70-150Hz,4,hg,0.01358486725171715,0.0026771268148190084,0.0019315513244987964,0.0026771268148190084
audio,-1,70.0,150.0,HG 70-150Hz,5,hg,0.019862992349665546,0.008937472140439351,0.0041501525995231775,0.008937472140439351
audio,-1,70.0,150.0,HG 70-150Hz,6,hg,0.014205760164853538,0.00035719873901431944,0.0017823951453905345,0.00035719873901431944
audio,-1,70.0,150.0,HG 70-150Hz,7,hg,0.00934791927084013,0.0014154734218873477,0.0011776921245996858,0.0014154734218873477
audio,-1,70.0,150.0,HG 70-150Hz,8,hg,0.011519914951369456,0.005044616018518522,0.0025601642731656517,0.005044616018518522
audio,-1,70.0,150.0,HG 70-150Hz,9,hg,0.011779831521763522,0.005091205804605647,0.002522224017877461,0.005091205804605647
audio,-1,70.0,150.0,HG 70-150Hz,10,hg,0.009852107931824483,0.0053103438384675015,0.0011102578207131187,0.0053103438384675015
audio,-1,70.0,150.0,HG 70-150Hz,11,hg,0.012248950015897295,0.0033022534170200624,0.0022002605707377464,0.0033022534170200624
audio,-1,70.0,150.0,HG 70-150Hz,12,hg,0.009388920815557297,0.0020914075096872043,0.0015256017488581256,0.0020914075096872043
audio,-1,70.0,150.0,HG 70-150Hz,13,hg,0.00984799091637178,0.004354599268919346,0.0026240390760386223,0.004354599268919346
audio,-1,70.0,150.0,HG 70-150Hz,14,hg,0.00825709163122772,0.0029712181650976333,0.0012286624074469299,0.0029712181650976333
audio,-1,70.0,150.0,HG 70-150Hz,15,hg,0.012373043065135118,0.007029603249011529,0.0015561167923663394,0.007029603249011529
audio,-1,70.0,150.0,HG 70-150Hz,16,hg,0.008517401480321585,0.002906081974173358,0.0010241035735550018,0.002906081974173358
audio,-1,70.0,150.0,HG 70-150Hz,17,hg,0.006175328249727742,0.0030646759870450848,0.001578950171938154,0.0030646759870450848
audio,-1,70.0,150.0,HG 70-150Hz,18,hg,0.006254020177980193,0.00233815048343331,0.0014156021546160619,0.00233815048343331
audio,-1,70.0,150.0,HG 70-150Hz,19,hg,0.007671682749182845,0.0030360528781095963,0.0010737272052800222,0.0030360528781095963
audio,-1,70.0,150.0,HG 70-150Hz,20,hg,0.01350107082433732,0.005366388306850522,0.0018849342651458944,0.005366388306850522
audio,-1,70.0,150.0,HG 70-150Hz,21,hg,0.012982440060356402,0.004862063337453671,0.001354021777900144,0.004862063337453671
audio,-1,70.0,150.0,HG 70-150Hz,22,hg,0.02929935935191888,0.004547639127989267,0.0022219885974657998,0.004547639127989267
audio,-1,70.0,150.0,HG 70-150Hz,23,hg,0.016266967477226696,0.0022227778626828345,0.0015292703587127384,0.0022227778626828345
audio,-1,70.0,150.0,HG 70-150Hz,24,hg,0.009876673947191555,0.003113880625529153,0.0018425908606854822,0.003113880625529153
audio,-1,70.0,150.0,HG 70-150Hz,25,hg,0.007540311702037025,0.0034387460866253327,0.0020043118096833307,0.0034387460866253327
audio,-1,70.0,150.0,HG 70-150Hz,26,hg,0.006841753670971812,0.004125926193218554,0.0015939637081590664,0.004125926193218554
audio,-1,70.0,150.0,HG 70-150Hz,27,hg,0.0063195838288400375,0.004246145402964896,0.0016168436920695403,0.004246145402964896
audio,-1,70.0,150.0,HG 70-150Hz,28,hg,0.009135806776268228,0.002960075575039256,0.0012753905136572172,0.002960075575039256
audio,-1,70.0,150.0,HG 70-150Hz,29,hg,0.00793064086306356,0.000764876375084389,0.0006584171894692873,0.000764876375084389
picture,-1,70.0,150.0,HG 70-150Hz,0,hg,0.01029573541614393,0.003951776329025847,0.0018836298099798104,0.003951776329025847
picture,-1,70.0,150.0,HG 70-150Hz,1,hg,0.015924450367010987,0.004586586143897964,0.0017091908067208075,0.004586586143897964
picture,-1,70.0,150.0,HG 70-150Hz,2,hg,0.014631959700503816,0.00361039223455929,0.0013824716673237812,0.00361039223455929
picture,-1,70.0,150.0,HG 70-150Hz,3,hg,0.019413279552837545,0.0046290739412156,0.001487549767876599,0.0046290739412156
picture,-1,70.0,150.0,HG 70-150Hz,4,hg,0.02037882888908425,0.005270474187953589,0.002009315434550614,0.005270474187953589
picture,-1,70.0,150.0,HG 70-150Hz,5,hg,0.02107172151119261,0.005288242854826419,0.0033787736954148323,0.005288242854826419
picture,-1,70.0,150.0,HG 70-150Hz,6,hg,0.02701413380539329,0.006897620203879007,0.0038853792906227472,0.006897620203879007
picture,-1,70.0,150.0,HG 70-150Hz,7,hg,0.013532660944581807,0.006228661385319112,0.0021873041591730412,0.006228661385319112
picture,-1,70.0,150.0,HG 70-150Hz,8,hg,0.009097272400442537,0.0008261658989391685,0.0009527954556602701,0.0008261658989391685
picture,-1,70.0,150.0,HG 70-150Hz,9,hg,0.009899014195344079,0.005927078389140528,0.0014656541324405221,0.005927078389140528
picture,-1,70.0,150.0,HG 70-150Hz,10,hg,0.012326675080385652,0.00481717655457149,0.0014394427393093294,0.00481717655457149
picture,-1,70.0,150.0,HG 70-150Hz,11,hg,0.00988088320081623,0.0026793390826224004,0.0006874433218943573,0.0026793390826224004
picture,-1,70.0,150.0,HG 70-150Hz,12,hg,0.010115531224009102,0.0045763137970436405,0.000630354399116717,0.0045763137970436405
picture,-1,70.0,150.0,HG 70-150Hz,13,hg,0.012539165920462359,0.002240343128335642,0.003411545301099606,0.002240343128335642
picture,-1,70.0,150.0,HG 70-150Hz,14,hg,0.01096200469550725,0.0026217478339634727,0.0026126225595283587,0.0026217478339634727
picture,-1,70.0,150.0,HG 70-150Hz,15,hg,0.010735212924762226,0.004077283077714977,0.0016430843954755123,0.004077283077714977
picture,-1,70.0,150.0,HG 70-150Hz,16,hg,0.011487002624464962,0.006075608358022089,0.001938825834761239,0.006075608358022089
picture,-1,70.0,150.0,HG 70-150Hz,17,hg,0.010104409964165966,6.704166481213969e-05,0.0017788551528258284,6.704166481213969e-05
picture,-1,70.0,150.0,HG 70-150Hz,18,hg,0.007368694872914439,0.004109898861580597,0.0020904963031332657,0.004109898861580597
picture,-1,70.0,150.0,HG 70-150Hz,19,hg,0.009393571847256586,0.004332532949942558,0.002765057347104048,0.004332532949942558
picture,-1,70.0,150.0,HG 70-150Hz,20,hg,0.00681723428490177,0.003015871981978324,0.001649884278821439,0.003015871981978324
picture,-1,70.0,150.0,HG 70-150Hz,21,hg,0.00772159572145386,0.0033419403219593358,0.0008654596758358482,0.0033419403219593358
picture,-1,70.0,150.0,HG 70-150Hz,22,hg,0.007885522373254149,0.001900205375594377,0.0007834374571868584,0.001900205375594377
picture,-1,70.0,150.0,HG 70-150Hz,23,hg,0.009344751121243812,0.0037505092838760355,0.0027497702960370377,0.0037505092838760355
picture,-1,70.0,150.0,HG 70-150Hz,24,hg,0.011624636814466374,0.002894363309403003,0.002397269189300012,0.002894363309403003
picture,-1,70.0,150.0,HG 70-150Hz,25,hg,0.008544579369243528,0.0038341283694968364,0.0032643580050832153,0.0038341283694968364
picture,-1,70.0,150.0,HG 70-150Hz,26,hg,0.00685109900880303,0.0025998010728896736,0.0013497638849395458,0.0025998010728896736
picture,-1,70.0,150.0,HG 70-150Hz,27,hg,0.0065357214462137825,0.0029900106280472015,0.0023019661953949896,0.0029900106280472015
picture,-1,70.0,150.0,HG 70-150Hz,28,hg,0.007096331430958874,0.0037137921196457534,0.0021867545121374717,0.0037137921196457534
picture,-1,70.0,150.0,HG 70-150Hz,29,hg,0.007261878094758991,0.0031557880675874618,0.001454880769441515,0.0031557880675874618
reading,-1,70.0,150.0,HG 70-150Hz,0,hg,0.008864346205671243,0.0027655148428903376,0.0014066004423014115,0.0027655148428903376
reading,-1,70.0,150.0,HG 70-150Hz,1,hg,0.015714653937072835,0.0025408926401240704,0.0017912852733336217,0.0025408926401240704
reading,-1,70.0,150.0,HG 70-150Hz,2,hg,0.010355235172290225,0.005004240061949938,0.0018216557952460014,0.005004240061949938
reading,-1,70.0,150.0,HG 70-150Hz,3,hg,0.01259923791289327,0.0020831122720799456,0.0029546530182565593,0.0020831122720799456
reading,-1,70.0,150.0,HG 70-150Hz,4,hg,0.011560683137557523,0.004524938046367144,0.0025949978184520565,0.004524938046367144
reading,-1,70.0,150.0,HG 70-150Hz,5,hg,0.00827441191643542,0.0022806865917677664,0.0015415557071110165,0.0022806865917677664
reading,-1,70.0,150.0,HG 70-150Hz,6,hg,0.006914504067507796,0.006888638764702926,0.001527372198496096,0.006888638764702926
reading,-1,70.0,150.0,HG 70-150Hz,7,hg,0.012493986303792592,0.0017410920327725287,0.0024517883797533103,0.0017410920327725287
reading,-1,70.0,150.0,HG 70-150Hz,8,hg,0.009048626205758366,0.001419152405372126,0.0017747597134571227,0.001419152405372126
reading,-1,70.0,150.0,HG 70-150Hz,9,hg,0.005893306464241188,0.0007676232379299708,0.0014534183427710153,0.0007676232379299708
reading,-1,70.0,150.0,HG 70-150Hz,10,hg,0.009037166455406169,0.003441373984733753,0.0013037789217140504,0.003441373984733753
reading,-1,70.0,150.0,HG 70-150Hz,11,hg,0.008120893115066237,0.0007730129571340671,0.001736328890638889,0.0007730129571340671
reading,-1,70.0,150.0,HG 70-150Hz,12,hg,0.0060440322061926744,0.004797212372864079,0.00105256326994981,0.004797212372864079
