class,support,precision,recall,f1,recall_ci_lo,recall_ci_hi,roc_auc_ovr,perm_p,perm_p_fdr
17Networks_1,26,0.19230769230769232,0.38461538461538464,0.2564102564102564,0.3333333333333333,0.6666666666666666,0.8535407725321889,0.004975124378109453,0.010572139303482588
17Networks_10,23,0.0,0.0,0.0,0.0,0.0,0.509834922111137,1.0,1.0
17Networks_11,4,0.0,0.0,0.0,0.0,0.0,0.13522012578616352,1.0,1.0
17Networks_12,58,0.08163265306122448,0.06896551724137931,0.07476635514018691,0.0,0.1795,0.5294061302681993,0.004975124378109453,0.010572139303482588
17Networks_13,95,0.1388888888888889,0.05263157894736842,0.07633587786259542,0.0,0.12075460557392531,0.5786790266512166,0.004975124378109453,0.010572139303482588
17Networks_14,59,0.32098765432098764,0.4406779661016949,0.37142857142857144,0.32608695652173914,0.5862068965517241,0.8255688995305518,0.004975124378109453,0.010572139303482588
17Networks_15,25,0.025,0.04,0.03076923076923077,0.0,0.15384615384615385,0.5590996784565917,0.004975124378109453,0.010572139303482588
17Networks_16,43,0.09302325581395349,0.09302325581395349,0.09302325581395349,0.0,0.16460970464135016,0.6098614817638836,0.004975124378109453,0.010572139303482588
17Networks_17,228,0.365625,0.5131578947368421,0.42700729927007297,0.35958200827253645,0.6696329834484509,0.6205839942321558,1.0,1.0
17Networks_2,3,0.0,0.0,0.0,0.0,0.0,0.06335078534031413,1.0,1.0
17Networks_3,25,0.0,0.0,0.0,0.0,0.0,0.30829581993569133,1.0,1.0
17Networks_4,91,0.232,0.31868131868131866,0.26851851851851855,0.17853752260397832,0.48105630728939325,0.7831603229527105,0.004975124378109453,0.010572139303482588
17Networks_5,23,0.0,0.0,0.0,0.0,0.0,0.5309462915601023,1.0,1.0
17Networks_6,26,0.0,0.0,0.0,0.0,0.0,0.49257180587652694,1.0,1.0
17Networks_7,43,0.0,0.0,0.0,0.0,0.0,0.4805184902783073,1.0,1.0
17Networks_8,40,0.21951219512195122,0.225,0.2222222222222222,0.0,0.4090909090909091,0.7022875816993465,0.004975124378109453,0.010572139303482588
17Networks_9,146,0.18867924528301888,0.136986301369863,0.15873015873015872,0.046854440789473685,0.22963562290587874,0.4902574397732641,0.01990049751243781,0.037589828634604756
