,aud|t00,aud|t01,aud|t02,aud|t03,aud|t04,aud|t05,aud|t06,aud|t07,aud|t08,aud|t09,aud|t10,aud|t11,aud|t12,aud|t13,aud|t14,aud|t15,aud|t16,aud|t17,aud|t18,aud|t19,aud|t20,aud|t21,aud|t22,aud|t23,aud|t24,aud|t25,aud|t26,aud|t27,aud|t28,aud|t29,pic|t00,pic|t01,pic|t02,pic|t03,pic|t04,pic|t05,pic|t06,pic|t07,pic|t08,pic|t09,pic|t10,pic|t11,pic|t12,pic|t13,pic|t14,pic|t15,pic|t16,pic|t17,pic|t18,pic|t19,pic|t20,pic|t21,pic|t22,pic|t23,pic|t24,pic|t25,pic|t26,pic|t27,pic|t28,pic|t29,rea|t00,rea|t01,rea|t02,rea|t03,rea|t04,rea|t05,rea|t06,rea|t07,rea|t08,rea|t09,rea|t10,rea|t11,rea|t12,rea|t13,rea|t14,rea|t15,rea|t16,rea|t17,rea|t18,rea|t19,rea|t20,rea|t21,rea|t22,rea|t23,rea|t24,rea|t25,rea|t26,rea|t27,rea|t28,rea|t29
17Networks_1,0.33980624810703297,0.4558512599779583,0.3773250955528334,0.20057836089551367,0.2253073279521911,0.09933136533132626,0.11591390799028443,0.07946698186727744,-0.1275337679021298,-0.05527474866131759,-0.06578931902686566,-0.21000338996890316,-0.0963494602848756,0.024346196609324397,0.06640492731285395,0.18312189368494158,0.32867136287978926,0.1877818221285758,0.04254835655820988,-0.11548399426441353,-0.0551413014133475,-0.17531726377403373,0.005654869383219232,3.40059879643507e-06,0.06564025816219085,0.05378962899854535,-0.08041165981164304,0.0180137747042882,0.03361995540380956,-0.09839402757985487,0.04160482212324904,1.081634576232878,1.7938863909924683,1.7184755570930899,1.9332474678447868,1.9920933157601322,1.7139402074991612,1.2992092551352137,1.2719250190786107,1.2391241015463164,1.1286698794225387,1.2248035439353866,0.8966726981973062,0.678834458811897,0.6041198155557989,0.47768575643226974,0.10194450211636227,-0.09067083793266077,-0.23710830470675306,-0.2953550846602489,-0.4421914326878499,-0.5144384828068813,-0.231718567639393,-0.38340106020740866,-0.3384388390249998,-0.3014880005469593,-0.3035068314824127,-0.1729363581699389,-0.3496686968134312,-0.2887718878219261,0.6867542645993064,1.4716078912003523,0.6633850658978597,0.4794746151285659,0.17412975029885022,0.15244775663531615,0.1399583407139597,-0.0755810397976991,-0.1794310193843432,-0.0033516590986572004,-0.10258914482477799,-0.1622653557138536,-0.21495425738532642,-0.2239616801321222,-0.05233456068896296,-0.13343888906735352,-0.5455839352368588,-0.5341061077769834,-0.43812716847174,-0.5721937512431328,-0.6694582209483924,-0.6016305405247285,-0.9357902263357027,-0.9395480742231282,-1.0717869920277734,-0.917693809291445,-0.6627869785715572,-0.4247009313243358,-0.5506172009256706,-0.5826257721737331
17Networks_10,-0.301825568318408,-0.5420762958624012,-0.6821789180401437,-0.6264946708526722,-0.7539593073474719,-0.9097028970345503,-0.31025650142009786,-0.3832600108548812,-0.40249440281747695,-0.1048032855434311,-0.3588451752036487,-0.3476225701864888,0.038956772845833,-0.08779869353404167,-0.23715706116169472,-0.2439006779901234,-0.3950292305326085,-0.24175414141439974,-0.2802793247044198,-0.3696672790210454,-0.8407990561757286,-0.6641448254070924,-0.8797401502187365,-0.7955187828119021,-0.884889160716039,-0.8566461330181068,-0.599396623303777,-0.6549701085481778,-0.7768711990652113,-0.49538539600099046,-0.31285912329447124,-0.17379143377536355,-0.08998154477293838,-0.2562095444211484,-0.4796853072786242,-0.38171064800917515,0.3524773466312051,-0.09990460902849581,-0.26981981184666737,-0.5225805451174751,0.16246273172465447,0.28490474847736375,0.22637675756376288,-0.05994433138790951,0.3136165163405631,0.0919052746520166,0.08057306268662151,0.2920969193986188,0.15830282628934644,-0.19217157557989012,-0.09911441245208794,-0.3531193938951109,-0.5133396554285892,-0.6634070446108987,-0.8757572615504643,-0.08838177135937018,0.09617403431101974,-0.6748765939170515,-0.48758405138853117,-0.19087456604816566,0.44505781836557384,0.6186010182380887,0.5801576352155523,0.9704368840148863,0.8612085070305456,0.8631024494637048,0.5618548019926549,0.880729514229375,1.1446682850818466,0.5537105800319774,0.8685440849776778,1.0293453703461013,0.8864237843189874,0.6790866480222838,0.5572167602533191,0.5242489201391788,0.8588814671875822,0.9484000835368428,0.18318714109602743,0.31517826903891777,0.11995495412069256,0.006328083093024129,0.3555641314283366,0.3784147356186967,0.47144151245236954,0.40626640373209627,0.8140597321141163,0.36289573916055223,0.6060159375723236,0.5296677141223196
17Networks_11,0.05597539265379093,0.13172886735957762,0.30158448039208985,0.16272981252757293,0.14163084508127893,0.07565023453787383,0.06813644874210593,-0.014441969988159387,0.020614618527506543,0.020379005382093345,0.21788863514158183,0.3041225149954633,0.4422401218833534,0.6828288223728561,0.7395832502818624,1.017730972198072,0.18530550459340878,0.22069896286359583,-0.3546823179876466,0.49556394818140415,0.6857235900868005,0.8441770518264029,0.7586899161296929,0.6122519676950169,0.7106101744546199,0.37351001705054926,0.13839460094648656,0.026251611096207578,0.40554074447680505,0.0067980484918358395,0.23115001279849368,0.4555457112455189,0.18791608199000598,0.004949551068875957,0.010364680388841141,0.09350553049642216,-0.3719594052951414,0.010238659534107575,0.2933927684112367,0.9662296091637634,0.4806719995773689,0.033813988933650174,0.2715395565359959,0.5737995349732863,0.5409327462327502,0.7140332084750018,0.5698840686754896,-0.07624101169692318,-0.5327114552924821,-0.4241437228349547,-0.15915897326074954,-0.011948725532118398,0.367624592880425,0.20338572676913713,0.4729814772578036,0.0835478162385024,-0.12208053141151784,0.07699704148990312,-0.15181437509028284,0.6810656558841645,-0.1175501075295795,0.024048530289684705,-0.38974810608787924,0.06420504513533082,-0.47356652286381323,-0.6076885067390752,-0.7068569879486015,-0.9433646856431027,-0.22426807741747734,-0.2912939699308515,-0.7372843588576539,-0.3245639812954572,-0.2372520818792173,-0.32456227811294,-0.11824734202948328,0.8403916817790493,-0.3973160847507786,-0.6164253250417739,0.2965149969022315,-0.16924130023262526,-0.28877214030672793,0.27797045953510374,-0.15625869136255507,0.19182492590852354,0.35864664183707057,0.1394689848764224,0.22718282473115914,0.5161809367246237,0.024017228196165002,0.15573847744045807
17Networks_12,-0.0949314353959668,-0.32835883085119005,-0.2130498921957708,-0.15640689638963196,-0.1752962186923151,-0.09094926208391425,-0.21756625791133594,0.05527675147551764,0.05081568965272682,0.12135559627094336,0.14607824370649597,0.3457667053541317,0.182728432787685,0.22161000606672018,0.06865678410541688,0.09505721488890831,0.10077031446379127,-0.0033178392291766494,-0.10513275986395716,-0.1881897222748812,-0.13494912167276016,-0.2213367833108582,-0.09505317446467046,-0.16979327740110825,-0.21557659078372332,-0.2630649821063981,-0.2894145784299283,-0.281371273325925,-0.2446363752193929,-0.2589519515342542,0.14304044752344383,0.08712502484419095,0.06931794208752079,0.15737928151220326,0.2922204551512201,0.2155605728386859,0.17800970498253874,0.17736013734539915,0.17480547649406764,0.3446926091647903,0.44191667959041936,0.24958940561988222,0.18213222760206912,0.3131267347234783,0.22703402689738178,0.1774125271272218,0.1257928245291425,0.20018407626832477,0.15454657352188025,0.048137662468045975,-0.12739072029645354,-0.09001018299838862,-0.032592734794515056,-0.38013956643544133,-0.22519760084235602,-0.22674345368352083,-0.34259276049466864,-0.36241597533102465,-0.13873496809487126,-0.029992855020142494,0.06644351194862629,0.09690342215537041,0.3070789205908866,0.18619024821520852,0.2664395234865316,0.2488038134151356,0.1519464193281884,0.22496572466630155,0.2287964686468784,0.29159004788063203,0.37601778696273547,0.32723462408751586,0.23082424690778322,0.20282780712647006,0.23930896590440073,0.16094606482122548,0.2607936794566723,0.24606041084556107,0.1772171378841932,0.11324270260971071,-0.01624543427777161,0.03457161685424434,-0.0486629723794194,-0.12030896501957866,-0.05532977554766117,-0.11901962965384469,-0.09954202770077628,0.1381756039239232,0.1037441898533838,0.113047164580903
17Networks_13,0.017265797378092255,-0.08813560294831502,-0.08137603143950184,-0.16512798900647996,-0.2495495627811816,-0.1519357343846981,-0.16435094024338037,-0.10486645237898222,-0.09586998737112236,-0.2068707298776072,-0.21686573227929057,-0.21054028198191355,-0.21163468732979762,-0.31383194770308803,-0.18612272074861055,-0.2593168783214394,-0.19623625260618557,-0.16859098282564083,-0.15772771479158776,-0.13849369047584206,-0.08061633314981233,-0.011895305547053397,-0.17621026937389758,-0.18944161432823128,-0.20462213206163066,-0.1009292778158336,-0.05493342714727089,0.0813588078218821,-0.004816880745602232,-0.019491376302994492,-0.014472249425044374,-0.18501791555466515,-0.2152916359213697,-0.2142001754488839,-0.03651239413330291,-0.11695090009378394,-0.011484343257852234,-0.11038585159438544,-0.029488806878383463,-0.10855239379630068,-0.2150774994949954,-0.12597092635454532,-0.3807694876875747,-0.23463095646557966,-0.31250811760840735,-0.180981681011257,-0.136588389140677,-0.2971223521388777,-0.22580704401645824,-0.27625430753403035,-0.2852964287603759,-0.16699030885900804,-0.2838431294647439,-0.2798127809653331,-0.30297952864109595,-0.24649180055184794,-0.2815159471501789,-0.19752699794041234,-0.2383184880737734,-0.28763688498040185,-0.1390905815338911,-0.15534591073012127,0.04026630689332254,0.036481731349799304,0.016670167612631053,-0.005499636582533351,0.037921891768418904,0.08197537075645336,0.05267143723163403,0.024128681077176365,-0.07279979989280982,-0.001554099281302473,0.08000452374157024,-0.037853116200637506,-0.05653423505455747,-0.15288756916508578,-0.05382334273026873,-0.0626903515517312,-0.13448287333069003,-0.19562464144545091,-0.13113570587097928,-0.10906082968072157,0.01365363140699181,0.05675642273929722,0.028780386455528006,-0.06115670761983861,0.02958490938294273,0.024444348749985148,0.023045502309142513,0.13616246506885135
17Networks_14,0.3587773894669069,1.4999006386854072,1.1686938779515905,1.1212863188628215,1.0183512720757106,1.034385788720753,0.9960631640085655,1.005752426394428,1.0605901471479937,0.9796691454744509,0.8088007392439348,0.35292188363021965,-0.01701345899251094,-0.008846929784842915,0.02144814981564929,0.03875679922436224,-0.0577911597341424,-0.1510359704778138,-0.02540071539920344,-0.027138474776157964,0.08461326116968214,0.10707510754662676,0.25297575627298147,0.3373718397249373,0.3192184909110191,0.4196665035000081,0.3717419681982217,0.47814498526393684,0.26003468142895214,0.1814882078352408,0.07068730947340175,-0.00045339254212709625,-0.10464885208968912,-0.16595277367685665,-0.24492254216886555,-0.12596648868047006,-0.24943847011278295,-0.2515777057141651,-0.3708651727886669,-0.4334974852985266,-0.40701257810746055,-0.33713895306844444,-0.3454577522727065,-0.35834525593069233,-0.3905172764446023,-0.31197429458122405,-0.2536264917908011,-0.27777587684649047,-0.36564950532836993,-0.3882556857092971,-0.15139705428694789,0.0526559480701888,0.21551089709438567,0.41799053893336713,0.5479645378734099,0.5082899040378541,0.5557005245893231,0.39689566350054173,0.26558568512270636,0.2922495473554292,-0.17441576591055707,-0.20364585414506076,-0.22920705933182048,-0.2109822477830218,-0.25790142080295575,-0.1541202770454988,-0.18132286577501916,-0.09497386933622144,-0.019575277540042714,-0.10599463791705345,-0.20372473408292976,-0.14002521623490813,-0.15048568569389528,-0.06645370009660698,-0.07353518411187654,-0.07280943197509591,-0.10801546276886337,-0.1752726333341879,-0.16656608698943928,-0.2875794317550469,-0.20956511391343857,-0.06906745579907395,-0.09418498249036568,0.11126974705572636,0.2664580140246079,0.3080368598462152,0.3255381634708183,0.390903265205636,0.30237893824122386,0.2983299557465537
17Networks_15,-0.24054864733504983,-0.2564785149855615,-0.27233234522439576,0.15796086865494297,0.1972901788708562,0.28598985410896804,0.4050435447913394,0.22593562513757579,0.20715848649160631,0.2729244672596587,0.3510399760859859,0.5086380933900265,0.6331014234529071,0.5467025783257464,0.42255419654793597,0.20217568501058927,-0.20128683475487416,-0.01337637775038923,-0.11440398735309319,-0.45144237418644956,-0.4918683101185116,-0.6249005064226826,-0.5394825929176976,-0.47532752585710375,-0.16770395106458666,-0.25579752990915416,-0.21553733142363768,-0.42825685487725734,-0.47251159278042154,-0.3183038030315117,0.13856999262178266,0.30435560182364324,0.5316670330366062,0.5922410936192558,0.6745516677967998,0.6638574165143148,0.7554334506802534,0.635176992485023,0.577114255741371,0.4997875822785211,0.5907110158713729,0.4377996979579795,0.3814821333037098,0.21210258375133326,0.1707762470285297,0.11827305499369775,0.025321129438454312,-0.2665092839181387,-0.30502096604140766,-0.24340739201853734,-0.1290056860037616,-0.37985232311851197,-0.37927554628264376,-0.20733793551738394,-0.45666720113363835,-0.4628062438377738,-0.12666023108584507,-0.20168326970831044,-0.41839156977490566,-0.3618273897228713,0.09598375493274348,0.4066027143047728,0.25267395991676805,0.179956608434413,0.5670878938407571,0.32095368549166137,0.5898468047188914,0.5917566797024536,0.6689815724965911,0.4756584484113047,0.4682058294196588,0.4090602230123106,0.46234366996986914,0.32589696471067603,0.47064374352941796,0.36746693398082086,0.37465662549166523,0.23038844378058904,0.4269268926074757,0.21069559112288483,0.1077529120004473,-0.02934283575635727,0.017065380895829315,-0.40846003510542195,-0.28030139897282413,-0.24208105498769875,-0.0643461199280059,0.03284212264647535,-0.08560245091888259,-0.504137540064028
17Networks_16,-0.06452752339344292,-0.2733855060157439,-0.30760699997595503,-0.22331135530687068,-0.3222294288229345,-0.30334243694168567,-0.45280239181764537,-0.34149540951412316,-0.35284461870113304,-0.4228750694277418,-0.47430250412403907,-0.3880185014763653,-0.2987998852758624,-0.2806941008213504,-0.20584442412124418,-0.3183389336503064,0.031392279356389254,-0.014465721541442648,-0.17736366560634484,-0.30541308493255703,-0.1099424882696639,-0.33650191107526956,-0.2515206683978666,-0.31084065728548393,-0.4388919765382514,-0.23191289436546172,-0.16109476511129675,0.030692858926684927,0.021575778793130856,-0.11777282561120425,0.1012035067312905,-0.03610525098432624,-0.22004200484777034,-0.25758049216673395,-0.04017722603312079,-0.10901947775088935,-0.37736498185992334,-0.27311747561543004,-0.46200222013154535,-0.2369544855689026,-0.3462506854247139,-0.5255015990180845,-0.3480607355183744,-0.33350611467346736,-0.1495854634088885,-0.24408868145765653,-0.15241678726696792,-0.0060836157946853415,-0.07774214673599365,-0.10870035610289644,-0.14372435859323995,-0.15327421576646738,-0.24619028088656847,-0.19544798258983895,-0.12500126212022325,-0.08832435915469375,-0.08140913297483549,-0.029779595407244914,0.10650554948830276,0.039118987600875295,0.14986920673725107,0.0447795145750284,0.0895703107786219,0.1166333514736689,0.1045706699596789,0.04153151325252904,-0.0007215126385258385,-0.02539183855924748,-0.10927067787230516,-0.0654324854765614,-0.05299530938505636,-0.1492770818683301,-0.10266326447138104,-0.11426141505254453,-0.13541794543420305,-0.12676469820806904,-0.003476124238416119,-0.04317512325213319,-0.06926030831861867,0.04394947075673049,0.027652130984392263,0.016959928809233252,0.08660821703560834,0.024424273239797338,0.06836479518621467,0.022938324931320128,-0.03261973122406248,-0.0025233685755922343,0.19473583397548092,0.27739794581598237
17Networks_17,-0.1936803099298355,-0.32622171340059325,-0.2757091882746504,-0.30414720940302986,-0.2469651749750617,-0.2158842042296436,-0.2474360301976876,-0.2724679149426952,-0.2613400782920738,-0.288556413263217,-0.2517515432780302,-0.22986822297271686,-0.19590563318569001,-0.21247383550653867,-0.17930668624172896,-0.1380541361906526,-0.1934988250993151,-0.17353646193091285,-0.060359644544038644,-0.0831428787621453,-0.09309993380473335,0.053486654628832245,0.03142357944892963,0.08621057513450309,0.13808807658612565,0.14118704241297675,0.16426142900495314,0.08164079230272688,0.050397881546961565,0.04555022689706992,0.03853590449486104,-0.10546491155331597,-0.2724132541771742,-0.26079058056701854,-0.2727052905386559,-0.3438691091619297,-0.34790474413516703,-0.283247033314906,-0.19474018034967824,-0.24876974533323254,-0.26384931425623354,-0.2275146208402559,-0.17008319674713254,-0.23478586600198725,-0.1675269968207529,-0.217005037532867,-0.29431403876698975,-0.24486081489322065,-0.11452614552703382,-0.013304110914115659,0.06844129868197213,0.03566383085551651,-0.01327168976382092,0.11805303134668677,0.11335399590399438,0.1092669446657532,0.2110661602524369,0.2138326091443004,0.2528978923112385,0.22183538362836172,-0.06835382821019607,-0.16945161627300967,-0.19238766371326507,-0.17886363619168658,-0.23038332904785913,-0.14371797883145376,-0.16896797310946102,-0.20348507458500967,-0.21011875697835877,-0.16305761031080013,-0.158632821814928,-0.17798084029585512,-0.1826641904245372,-0.2366168199405953,-0.23822887825978575,-0.3325265868893418,-0.2754921831072126,-0.27676721038486374,-0.24737123453958765,-0.16265107087012717,-0.07394792862566747,-0.05110862444217393,-0.033870026823962444,0.014060897161539488,-0.00042821181043383794,0.011499994779235278,-0.004454074918077471,-0.14707481101463002,-0.1030988549788452,-0.17349687595540272
17Networks_2,0.17230094649704206,-0.4905429273459681,-0.3006639266598199,-0.41693462835603085,-0.49788913583057326,-0.161798621479002,0.20683183692631255,0.35191416840095496,-0.11424152632483603,0.4237079658748213,0.22609959148513692,0.30849376317947574,0.2856341703004627,0.6344283912720173,0.4417285298824028,-0.47446504191186545,0.17664405311203601,0.5289975027602692,0.6413945191934431,0.8693380744106675,0.8036062444736246,0.7822910267691202,0.5721512954720538,0.276523684684551,0.19006185342493742,-0.2511697492107415,-0.11738292769670981,0.09303713835832128,0.2861249139948255,0.5876244296916958,0.7678955411473011,0.9375750903051369,0.23213281880955008,-0.027493026937507076,0.44650433370632997,0.4957735201846267,1.058848400828321,0.6193493311935315,0.4291167269965615,0.3231777805568556,0.8514646196906641,1.0561476855027727,0.08462859626411699,0.34437780869157697,0.0994716420541109,0.27365651391125534,0.32228857756437185,-0.13171567645965335,-0.241867665151289,0.5746181255393327,0.852052362303073,0.49232505440349855,0.1891845223006711,0.2016258655810456,-0.19410849682682227,-0.2758595377320977,-0.025345553964491414,0.389162415626151,0.5373823535926546,0.540196358889713,0.34164557982720806,0.3272334899208464,0.4693742892857154,0.22761925405349137,0.5760063704977961,0.36369600228414906,0.05265011263412508,0.0059455270760565004,0.07542630053877204,-0.15580260611669064,0.7415632795896188,0.8135085403055582,0.00930562944504961,0.41948005790774134,0.4320629815825426,-0.06888164078659272,0.08449143409687292,0.40306122131970584,0.2514165268613451,0.2687074367107782,0.6859161210188441,0.36777397467443196,1.6560478746624698,0.9564663457251504,0.30942311202132483,0.5212359149363102,0.2286137401815069,0.19074180623041623,-0.012605846586643618,0.6483197444028496
