cluster_id,n_total,n_unknown,entropy_bits,purity,top_region,top_proportion,top_3_json,p_entropy_lower_tail,null_entropy_mean
0,84,35,2.683781449418042,0.32653061224489793,middletemporal,0.327,"[[""middletemporal"", 0.327], [""inferiortemporal"", 0.265], [""superiortemporal"", 0.122]]",0.0,3.999736521448287
1,34,4,3.6314018453921717,0.13333333333333333,precentral,0.133,"[[""precentral"", 0.133], [""superiorfrontal"", 0.133], [""caudalmiddlefrontal"", 0.1]]",0.414,3.6800465570795877
2,67,12,3.8282110225689885,0.16363636363636364,precentral,0.164,"[[""precentral"", 0.164], [""postcentral"", 0.109], [""superiorfrontal"", 0.109]]",0.22,3.942301516998047
3,60,43,2.5366082543914996,0.29411764705882354,middletemporal,0.294,"[[""middletemporal"", 0.294], [""inferiortemporal"", 0.235], [""superiortemporal"", 0.176]]",0.0,3.910846883891736
4,97,97,,,unknown,1.0,"[[""unknown"", 1.0]]",,
5,27,4,3.6753108689123644,0.13043478260869565,postcentral,0.13,"[[""postcentral"", 0.13], [""precentral"", 0.13], [""superiorfrontal"", 0.087]]",0.698,3.563139887900447
6,222,176,3.4370397969969817,0.2826086956521739,middletemporal,0.283,"[[""middletemporal"", 0.283], [""inferiortemporal"", 0.13], [""insula"", 0.109]]",0.0,4.157705762248817
7,37,24,1.2389012566026305,0.6153846153846154,lateraloccipital,0.615,"[[""lateraloccipital"", 0.615], [""bankssts"", 0.308], [""superiortemporal"", 0.077]]",0.0,3.7203467244726935
8,63,63,,,unknown,1.0,"[[""unknown"", 1.0]]",,
9,41,0,2.762971603521861,0.24390243902439024,rostralmiddlefrontal,0.244,"[[""rostralmiddlefrontal"", 0.244], [""lateralorbitofrontal"", 0.22], [""middletemporal"", 0.146]]",0.0,3.7549880457629787
10,298,112,3.7094792014213183,0.1989247311827957,insula,0.199,"[[""insula"", 0.199], [""postcentral"", 0.118], [""precentral"", 0.091]]",0.0,4.181008433607574
11,119,8,4.018211904133019,0.11711711711711711,middletemporal,0.117,"[[""middletemporal"", 0.117], [""postcentral"", 0.099], [""inferiortemporal"", 0.099]]",0.26,4.0706815801137095
12,5,3,0.0,1.0,rostralmiddlefrontal,1.0,"[[""rostralmiddlefrontal"", 1.0]]",0.0,2.0786811748665928
13,107,8,4.0027771695095815,0.1111111111111111,postcentral,0.111,"[[""postcentral"", 0.111], [""supramarginal"", 0.101], [""middletemporal"", 0.101]]",0.3,4.0571297027634845
14,36,36,,,unknown,1.0,"[[""unknown"", 1.0]]",,
15,81,56,2.52902557364365,0.28,middletemporal,0.28,"[[""middletemporal"", 0.28], [""superiortemporal"", 0.2], [""bankssts"", 0.2]]",0.0,3.9979178664322834
16,65,65,,,unknown,1.0,"[[""unknown"", 1.0]]",,
17,58,49,2.2810361125534238,0.2222222222222222,postcentral,0.222,"[[""postcentral"", 0.222], [""precentral"", 0.222], [""lateraloccipital"", 0.222]]",0.0,3.8880218720648463
18,23,23,,,unknown,1.0,"[[""unknown"", 1.0]]",,
19,14,14,,,unknown,1.0,"[[""unknown"", 1.0]]",,
