condition,band_idx,band_lo,band_hi,band,time_bin,kind,impurity_importance,importance
audio,0,1.0,4.0,1-4Hz,0,ersp,0.00034081182112697354,0.00034081182112697354
audio,0,1.0,4.0,1-4Hz,1,ersp,0.0005344879525264199,0.0005344879525264199
audio,0,1.0,4.0,1-4Hz,2,ersp,0.0003697948293370005,0.0003697948293370005
audio,0,1.0,4.0,1-4Hz,3,ersp,0.0007896815332303183,0.0007896815332303183
audio,0,1.0,4.0,1-4Hz,4,ersp,0.0006678397200840551,0.0006678397200840551
audio,0,1.0,4.0,1-4Hz,5,ersp,0.0006362608256901968,0.0006362608256901968
audio,0,1.0,4.0,1-4Hz,6,ersp,0.0005521915211117739,0.0005521915211117739
audio,0,1.0,4.0,1-4Hz,7,ersp,0.0010358096780848892,0.0010358096780848892
audio,0,1.0,4.0,1-4Hz,8,ersp,0.000523670609565076,0.000523670609565076
audio,0,1.0,4.0,1-4Hz,9,ersp,0.0005709312056428714,0.0005709312056428714
audio,0,1.0,4.0,1-4Hz,10,ersp,0.0005504844571654227,0.0005504844571654227
audio,0,1.0,4.0,1-4Hz,11,ersp,0.00042333940371026043,0.00042333940371026043
audio,0,1.0,4.0,1-4Hz,12,ersp,0.0009244512764133772,0.0009244512764133772
audio,0,1.0,4.0,1-4Hz,13,ersp,0.00028929101977457684,0.00028929101977457684
audio,0,1.0,4.0,1-4Hz,14,ersp,0.0005970533648491081,0.0005970533648491081
audio,0,1.0,4.0,1-4Hz,15,ersp,0.0009431492240938552,0.0009431492240938552
audio,0,1.0,4.0,1-4Hz,16,ersp,0.0008086869008828458,0.0008086869008828458
audio,0,1.0,4.0,1-4Hz,17,ersp,0.0007825659044196937,0.0007825659044196937
audio,0,1.0,4.0,1-4Hz,18,ersp,0.0008621637216685101,0.0008621637216685101
audio,0,1.0,4.0,1-4Hz,19,ersp,0.0004122951785119559,0.0004122951785119559
audio,0,1.0,4.0,1-4Hz,20,ersp,0.0005130018460659321,0.0005130018460659321
audio,0,1.0,4.0,1-4Hz,21,ersp,0.00040427114294313616,0.00040427114294313616
audio,0,1.0,4.0,1-4Hz,22,ersp,0.00047154121215193465,0.00047154121215193465
audio,0,1.0,4.0,1-4Hz,23,ersp,0.0004938729214169586,0.0004938729214169586
audio,0,1.0,4.0,1-4Hz,24,ersp,0.0006972497232805665,0.0006972497232805665
audio,0,1.0,4.0,1-4Hz,25,ersp,0.0008123242983609101,0.0008123242983609101
audio,0,1.0,4.0,1-4Hz,26,ersp,0.0005353845945348667,0.0005353845945348667
audio,0,1.0,4.0,1-4Hz,27,ersp,0.0010861359176560343,0.0010861359176560343
audio,0,1.0,4.0,1-4Hz,28,ersp,0.0013366988574000965,0.0013366988574000965
audio,0,1.0,4.0,1-4Hz,29,ersp,0.0009065830591059876,0.0009065830591059876
audio,1,4.0,8.0,4-8Hz,0,ersp,0.0006019531995787803,0.0006019531995787803
audio,1,4.0,8.0,4-8Hz,1,ersp,0.00108145505973871,0.00108145505973871
audio,1,4.0,8.0,4-8Hz,2,ersp,0.00043641508754883163,0.00043641508754883163
audio,1,4.0,8.0,4-8Hz,3,ersp,0.0006870672410206373,0.0006870672410206373
audio,1,4.0,8.0,4-8Hz,4,ersp,0.0005753828877285463,0.0005753828877285463
audio,1,4.0,8.0,4-8Hz,5,ersp,0.0005024411730554432,0.0005024411730554432
audio,1,4.0,8.0,4-8Hz,6,ersp,0.0006230755940388996,0.0006230755940388996
audio,1,4.0,8.0,4-8Hz,7,ersp,0.000655961128982135,0.000655961128982135
audio,1,4.0,8.0,4-8Hz,8,ersp,0.0005377337608852898,0.0005377337608852898
audio,1,4.0,8.0,4-8Hz,9,ersp,0.000492116065092078,0.000492116065092078
audio,1,4.0,8.0,4-8Hz,10,ersp,0.0007249518008810612,0.0007249518008810612
audio,1,4.0,8.0,4-8Hz,11,ersp,0.00124053769217199,0.00124053769217199
audio,1,4.0,8.0,4-8Hz,12,ersp,0.0015529832203663924,0.0015529832203663924
audio,1,4.0,8.0,4-8Hz,13,ersp,0.000561051324176726,0.000561051324176726
audio,1,4.0,8.0,4-8Hz,14,ersp,0.0007430319913610637,0.0007430319913610637
audio,1,4.0,8.0,4-8Hz,15,ersp,0.0004912866082018959,0.0004912866082018959
audio,1,4.0,8.0,4-8Hz,16,ersp,0.0014116306668826987,0.0014116306668826987
audio,1,4.0,8.0,4-8Hz,17,ersp,0.0008322186744621097,0.0008322186744621097
audio,1,4.0,8.0,4-8Hz,18,ersp,0.0009601856759630641,0.0009601856759630641
audio,1,4.0,8.0,4-8Hz,19,ersp,0.000414811487447564,0.000414811487447564
audio,1,4.0,8.0,4-8Hz,20,ersp,0.0006380078638266525,0.0006380078638266525
audio,1,4.0,8.0,4-8Hz,21,ersp,0.0006211224970763458,0.0006211224970763458
audio,1,4.0,8.0,4-8Hz,22,ersp,0.0005560940015080121,0.0005560940015080121
audio,1,4.0,8.0,4-8Hz,23,ersp,0.0004033350772589393,0.0004033350772589393
audio,1,4.0,8.0,4-8Hz,24,ersp,0.000638479202279325,0.000638479202279325
audio,1,4.0,8.0,4-8Hz,25,ersp,0.000498125839482291,0.000498125839482291
audio,1,4.0,8.0,4-8Hz,26,ersp,0.0007076362550676723,0.0007076362550676723
audio,1,4.0,8.0,4-8Hz,27,ersp,0.0004843407879892963,0.0004843407879892963
audio,1,4.0,8.0,4-8Hz,28,ersp,0.0008163904139253019,0.0008163904139253019
audio,1,4.0,8.0,4-8Hz,29,ersp,0.0006088652055321155,0.0006088652055321155
audio,2,8.0,13.0,8-13Hz,0,ersp,0.0005859522419243533,0.0005859522419243533
audio,2,8.0,13.0,8-13Hz,1,ersp,0.00042642072042981,0.00042642072042981
audio,2,8.0,13.0,8-13Hz,2,ersp,0.0007243523181646867,0.0007243523181646867
audio,2,8.0,13.0,8-13Hz,3,ersp,0.0010694918921130203,0.0010694918921130203
audio,2,8.0,13.0,8-13Hz,4,ersp,0.001089479614853782,0.001089479614853782
audio,2,8.0,13.0,8-13Hz,5,ersp,0.0012278290443721324,0.0012278290443721324
audio,2,8.0,13.0,8-13Hz,6,ersp,0.0007729209892595084,0.0007729209892595084
audio,2,8.0,13.0,8-13Hz,7,ersp,0.0008610399657699982,0.0008610399657699982
audio,2,8.0,13.0,8-13Hz,8,ersp,0.0012367596046565592,0.0012367596046565592
audio,2,8.0,13.0,8-13Hz,9,ersp,0.0008900722198952062,0.0008900722198952062
audio,2,8.0,13.0,8-13Hz,10,ersp,0.0018506005962688578,0.0018506005962688578
audio,2,8.0,13.0,8-13Hz,11,ersp,0.001268930426451596,0.001268930426451596
audio,2,8.0,13.0,8-13Hz,12,ersp,0.001301964565309529,0.001301964565309529
audio,2,8.0,13.0,8-13Hz,13,ersp,0.001175533879231994,0.001175533879231994
audio,2,8.0,13.0,8-13Hz,14,ersp,0.001483495586036674,0.001483495586036674
audio,2,8.0,13.0,8-13Hz,15,ersp,0.0012111149767841723,0.0012111149767841723
audio,2,8.0,13.0,8-13Hz,16,ersp,0.0012119827101375218,0.0012119827101375218
audio,2,8.0,13.0,8-13Hz,17,ersp,0.0007749176116732011,0.0007749176116732011
audio,2,8.0,13.0,8-13Hz,18,ersp,0.000862688993883447,0.000862688993883447
audio,2,8.0,13.0,8-13Hz,19,ersp,0.0004933187556363874,0.0004933187556363874
audio,2,8.0,13.0,8-13Hz,20,ersp,0.000872513284728849,0.000872513284728849
audio,2,8.0,13.0,8-13Hz,21,ersp,0.0005836199200040899,0.0005836199200040899
audio,2,8.0,13.0,8-13Hz,22,ersp,0.0006638178241942163,0.0006638178241942163
audio,2,8.0,13.0,8-13Hz,23,ersp,0.0005071287958616646,0.0005071287958616646
audio,2,8.0,13.0,8-13Hz,24,ersp,0.0003880872542848864,0.0003880872542848864
audio,2,8.0,13.0,8-13Hz,25,ersp,0.00042587929798031283,0.00042587929798031283
audio,2,8.0,13.0,8-13Hz,26,ersp,0.00042354055051617575,0.00042354055051617575
audio,2,8.0,13.0,8-13Hz,27,ersp,0.0005133564133289726,0.0005133564133289726
audio,2,8.0,13.0,8-13Hz,28,ersp,0.0007975857972829489,0.0007975857972829489
audio,2,8.0,13.0,8-13Hz,29,ersp,0.0005971846339702438,0.0005971846339702438
audio,3,13.0,20.0,13-20Hz,0,ersp,0.0008295921238606649,0.0008295921238606649
audio,3,13.0,20.0,13-20Hz,1,ersp,0.0019307601576813752,0.0019307601576813752
audio,3,13.0,20.0,13-20Hz,2,ersp,0.0018956326905307421,0.0018956326905307421
audio,3,13.0,20.0,13-20Hz,3,ersp,0.0007427389445927773,0.0007427389445927773
audio,3,13.0,20.0,13-20Hz,4,ersp,0.0010923173554138429,0.0010923173554138429
audio,3,13.0,20.0,13-20Hz,5,ersp,0.0017071178713933947,0.0017071178713933947
audio,3,13.0,20.0,13-20Hz,6,ersp,0.0014264594962951629,0.0014264594962951629
audio,3,13.0,20.0,13-20Hz,7,ersp,0.001014283394142921,0.001014283394142921
audio,3,13.0,20.0,13-20Hz,8,ersp,0.0013233271670833858,0.0013233271670833858
audio,3,13.0,20.0,13-20Hz,9,ersp,0.002681006770088422,0.002681006770088422
audio,3,13.0,20.0,13-20Hz,10,ersp,0.0019533420339300517,0.0019533420339300517
