band_idx,band_lo,band_hi,band,time_bin,kind,coef[audio],coef[picture],coef[reading],importance
0,1.0,4.0,1-4Hz,0,ersp,-0.08673670924040712,0.08181423242344832,0.004922476816958631,0.05782447282693801
0,1.0,4.0,1-4Hz,1,ersp,-0.08834862407352723,0.08542766402740212,0.0029209600461252106,0.05889908271568486
0,1.0,4.0,1-4Hz,2,ersp,-0.05705904154118263,0.05877989693213692,-0.0017208553909542478,0.039186597954757936
0,1.0,4.0,1-4Hz,3,ersp,-0.07262778890183377,0.04096346087897494,0.03166432802285876,0.04841852593455583
0,1.0,4.0,1-4Hz,4,ersp,-0.09998296377947576,0.06967269183402762,0.03031027194544838,0.06665530918631725
0,1.0,4.0,1-4Hz,5,ersp,-0.1340365549174385,0.12263058214247087,0.01140597277496777,0.08935770327829236
0,1.0,4.0,1-4Hz,6,ersp,-0.14991544779261234,0.0765517471444713,0.07336370064814114,0.0999436318617416
0,1.0,4.0,1-4Hz,7,ersp,-0.10388529978292187,0.00722287066391873,0.09666242911900302,0.06925686652194787
0,1.0,4.0,1-4Hz,8,ersp,-0.03739070525923104,0.0005291945693694297,0.036861510689861564,0.024927136839487347
0,1.0,4.0,1-4Hz,9,ersp,-0.03991163539174091,0.026070344265573576,0.0138412911261673,0.026607756927827266
0,1.0,4.0,1-4Hz,10,ersp,-0.0068155101129684734,0.03237466236816047,-0.02555915225519213,0.021583108245440356
0,1.0,4.0,1-4Hz,11,ersp,0.03867384787080745,-0.02445022932560751,-0.014223618545199749,0.025782565247204906
0,1.0,4.0,1-4Hz,12,ersp,0.0655773905616707,-0.07942820533096884,0.013850814769298316,0.052952136887312616
0,1.0,4.0,1-4Hz,13,ersp,0.03817544677076503,-0.04535712956852718,0.0071816827977618965,0.030238086379018033
0,1.0,4.0,1-4Hz,14,ersp,0.058978992248583266,-0.020243527047100984,-0.03873546520148227,0.03931932816572217
0,1.0,4.0,1-4Hz,15,ersp,0.10243053610802469,-0.006432689282403828,-0.09599784682562097,0.06828702407201649
0,1.0,4.0,1-4Hz,16,ersp,0.11531635266130538,-0.020483908428530182,-0.09483244423277495,0.07687756844087017
