cluster_id,size,jaccard_stability,n_runs
0,228,0.5539920926094055,50
1,160,0.7445215582847595,50
2,229,0.39947763085365295,50
3,273,0.3701944649219513,50
4,171,0.6861586570739746,50
5,438,0.4185442328453064,50
6,194,0.303340882062912,50
