method,group,n_left_out,ari,degenerate
kmeans,EL030,77,0.6030972403796028,False
kmeans,EL033,74,0.6579641758303961,False
kmeans,EL034,55,0.5883270619771748,False
kmeans,EL035,40,0.7029481129221656,False
kmeans,EL036,26,0.6190734165326277,False
kmeans,EL037,51,0.6175193036259505,False
kmeans,EL038,72,0.5956497520707713,False
kmeans,EL040,30,0.6490440697418043,False
kmeans,EL042,103,0.6022387296218359,False
kmeans,EL043,74,0.6930056096263536,False
kmeans,EL045,81,0.5897887025635772,False
kmeans,EL046,86,0.6673275653728584,False
kmeans,EL048,15,0.6349766281404885,False
kmeans,PAT_2868,6,0.6564708183006366,False
kmeans,PAT_3066,28,0.6419973037130753,False
kmeans,PAT_3390,18,0.6366853401923201,False
kmeans,PAT_3455,36,0.5676104955472473,False
kmeans,PAT_3780,47,0.6627250799240024,False
kmeans,PAT_3965,80,0.6864119416940121,False
kmeans,PAT_3975,67,0.5929185680335546,False
kmeans,PAT_5515,12,0.584849078827345,False
kmeans,PAT_5533,41,0.7098301082398237,False
kmeans,PAT_6619,144,0.6587257233920607,False
kmeans,PAT_6684,77,0.6147773611168711,False
kmeans,PAT_6704,46,0.6487593217678564,False
kmeans,PAT_6854,146,0.5805957174572349,False
kmeans,PAT_6953,156,0.690138049926577,False
hierarchical,EL030,77,0.7239440015686126,False
hierarchical,EL033,74,0.7124202174665484,False
hierarchical,EL034,55,0.7991454965134942,False
hierarchical,EL035,40,0.7659313133493438,False
hierarchical,EL036,26,0.6706893311603589,False
hierarchical,EL037,51,0.8855633312007097,False
hierarchical,EL038,72,0.7914091863003432,False
hierarchical,EL040,30,0.6519100573844427,False
hierarchical,EL042,103,0.7093682298739677,False
hierarchical,EL043,74,0.6890989650958442,False
hierarchical,EL045,81,0.7881042950628724,False
hierarchical,EL046,86,0.6855241773765145,False
hierarchical,EL048,15,0.7386586420803017,False
hierarchical,PAT_2868,6,0.7269541351758054,False
hierarchical,PAT_3066,28,0.6735116710240898,False
hierarchical,PAT_3390,18,0.7515204570590565,False
hierarchical,PAT_3455,36,0.8647948839188807,False
hierarchical,PAT_3780,47,0.8578108611548619,False
hierarchical,PAT_3965,80,0.5970270868155295,False
hierarchical,PAT_3975,67,0.6896273932398203,False
hierarchical,PAT_5515,12,0.7811792592860626,False
hierarchical,PAT_5533,41,0.7853245710833263,False
hierarchical,PAT_6619,144,0.7394653675384184,False
hierarchical,PAT_6684,77,0.7431083008443504,False
hierarchical,PAT_6704,46,0.7302780748820614,False
hierarchical,PAT_6854,146,0.6825666611664398,False
hierarchical,PAT_6953,156,0.6796425606191412,False
cnmf,EL030,77,0.5339854356683931,False
cnmf,EL033,74,0.5846981818252016,False
cnmf,EL034,55,0.5253268662959745,False
cnmf,EL035,40,0.6144991010601234,False
cnmf,EL036,26,0.5914910019712,False
cnmf,EL037,51,0.5467796948319068,False
cnmf,EL038,72,0.6048704686051255,False
cnmf,EL040,30,0.6454473076065964,False
cnmf,EL042,103,0.5559972155279076,False
cnmf,EL043,74,0.6884870639454997,False
cnmf,EL045,81,0.5766984719401312,False
cnmf,EL046,86,0.5675645058520132,False
cnmf,EL048,15,0.6189908975379319,False
cnmf,PAT_2868,6,0.6185990524604168,False
cnmf,PAT_3066,28,0.6171638718288768,False
cnmf,PAT_3390,18,0.6108502271750469,False
cnmf,PAT_3455,36,0.4905164381225652,False
cnmf,PAT_3780,47,0.6136223660747054,False
cnmf,PAT_3965,80,0.571983994241974,False
cnmf,PAT_3975,67,0.54672447280624,False
cnmf,PAT_5515,12,0.5717094203288128,False
cnmf,PAT_5533,41,0.6882867062537628,False
cnmf,PAT_6619,144,0.5465375787837541,False
cnmf,PAT_6684,77,0.5600865244737063,False
cnmf,PAT_6704,46,0.6058340666130686,False
cnmf,PAT_6854,146,0.5264981508155824,False
cnmf,PAT_6953,156,0.6499005343841951,False
