method,method_label,space,home,silhouette,null_mean,null_sd,z,n_null
kmeans,k-means,dB,False,0.04441412747503577,0.036920848683226655,0.0009825206585148728,7.626586501637093,50
kmeans,k-means,unit-norm,True,0.08816559885598377,0.03158646144273838,0.0020234984206094274,27.961048467833823,50
hierarchical,Ward,dB,False,0.029032368541044563,0.013323329376087392,0.0022343856079736946,7.030585548393002,50
hierarchical,Ward,unit-norm,True,0.074245058036892,0.00836769793796204,0.003737837127168668,17.624459776510026,50
cnmf,convex NMF,dB,False,0.03611704619007656,0.01821717163601677,0.002440629635966553,7.3341216095538275,50
cnmf,convex NMF,unit-norm,True,0.08176008784243398,0.01527089616483537,0.002197694649405641,30.25406268135584,50
