sample_idx,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
0,0,5,6,2,4,4,10,3,9,10,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
1,4,2,3,7,2,2,2,5,9,4,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
2,4,2,3,7,2,2,2,5,9,4,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
3,4,2,3,7,2,2,2,5,9,4,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
4,4,2,3,7,2,2,2,5,9,11,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
5,4,2,3,0,2,2,2,5,9,11,7,3,9,6,14,19,7,12,11,2,9,4,0,8,24,2
6,4,2,3,7,2,2,2,5,9,4,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
7,4,2,3,7,2,2,2,5,9,4,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
8,4,2,3,7,2,2,2,5,9,4,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
9,4,2,3,7,2,2,2,5,9,4,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
10,4,2,3,7,2,2,2,5,9,13,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
11,4,2,3,7,2,2,2,5,9,4,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
12,4,5,6,2,4,4,4,3,9,12,12,3,9,11,14,19,6,0,11,2,23,4,0,8,8,2
13,0,5,6,2,4,4,4,3,1,12,11,6,3,11,14,15,0,3,18,4,3,14,17,5,1,2
14,0,5,6,2,4,4,4,3,1,12,11,3,3,11,14,15,20,3,1,4,3,14,0,5,1,29
15,0,5,6,2,4,4,4,3,1,12,7,4,9,11,14,15,20,12,11,4,9,4,0,8,24,2
16,0,5,6,2,4,4,4,3,1,12,7,4,9,11,14,19,7,12,11,2,9,4,0,8,24,2
17,2,4,1,0,6,0,2,5,9,0,7,4,9,3,14,19,17,12,11,2,9,4,0,8,24,2
18,2,4,1,0,4,0,0,5,9,0,7,14,9,3,14,19,17,12,11,2,9,4,0,8,24,2
19,4,2,3,0,4,2,2,5,9,12,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
20,4,2,3,7,2,2,2,5,9,4,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
21,4,2,3,7,2,2,2,5,9,4,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
22,4,2,3,7,2,2,2,5,9,4,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
23,4,2,3,7,2,2,2,5,9,4,7,4,9,6,14,19,7,12,11,2,9,4,0,8,24,2
