band,importance
1-4Hz,4.849370650759526
4-8Hz,4.431674174560163
8-13Hz,4.348445159184986
13-20Hz,4.673265633419062
20-30Hz,5.20515758853516
30-50Hz,5.322019565102268
50-70Hz,5.190368246331553
70-100Hz,4.8368593971696825
100-130Hz,4.4499402165435065
130-170Hz,4.141594252498495
170-220Hz,3.6849548806256505
220-270Hz,3.780238171585689
270-320Hz,3.8943276616952454
320-360Hz,4.192509028719502
360-400Hz,4.485175219903532
