k,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_singletons,min_size,max_size,size_cv
4,0.13607485592365265,272.8634710891757,2.377025609892055,4,0,165,2075,1.057506428100458
5,0.033694103360176086,234.75035619342805,2.987208482933705,5,0,165,1063,0.6390577290819591
6,0.038726698607206345,210.4312554658554,2.6953021343163663,6,0,33,1063,0.8241999589072491
7,0.041455160826444626,195.05376047345612,2.5873436191260195,7,0,33,1063,0.9500486532659506
8,0.047342449426651,184.45104378424972,2.4707484389820222,8,0,33,1063,1.0744780900807591
9,0.049689095467329025,173.33308060465194,2.3463197232710162,9,0,17,1063,1.1910490748208407
10,0.04613267630338669,163.47703379829682,2.479132134900155,10,0,17,1063,1.054896979019927
11,0.048918407410383224,155.90597493530586,2.390289251862571,11,0,10,1063,1.1496325136108951
12,0.05088554322719574,149.40010722206833,2.298123836956136,12,0,10,1063,1.237009490771617
13,0.05177181214094162,143.52823165566045,2.2278150142751363,13,0,10,1019,1.2675660522554009
14,0.0565103255212307,137.98562480770747,2.2115000400094114,14,0,10,1019,1.2815644407742448
15,0.05662219598889351,133.06394750199692,2.2235252371072445,15,0,10,1019,1.2861562223899528
16,0.05796974524855614,128.82069113287872,2.102184664656378,16,0,3,1019,1.3531406032767352
17,0.06114868447184563,125.20351725440314,2.092170454966881,17,0,3,1019,1.4085209985708045
18,0.052836060523986816,121.70451700790834,2.062184324182414,18,0,3,1019,1.4611342039546917
19,0.05427245795726776,118.64830416608672,2.1053681294957163,19,0,3,1019,1.4829118721286412
20,0.056805919855833054,115.7926980555466,2.1096289317254344,20,0,3,1019,1.5304114872665846
21,0.04242590814828873,113.11758353236166,2.2971857872178942,21,0,3,550,1.1229275271657875
22,0.044977784156799316,110.49916790025954,2.282025770967218,22,0,3,550,1.1307037633655428
23,0.04522929713129997,108.17435513769638,2.2002563684120275,23,1,1,550,1.1755896696674124
