x,y,z,n_contacts,median_w0,p_global_w0,p_within_patient_w0,sig_fdr_w0,sig_maxstat_w0,median_w1,p_global_w1,p_within_patient_w1,sig_fdr_w1,sig_maxstat_w1,median_w2,p_global_w2,p_within_patient_w2,sig_fdr_w2,sig_maxstat_w2,median_w3,p_global_w3,p_within_patient_w3,sig_fdr_w3,sig_maxstat_w3,median_w4,p_global_w4,p_within_patient_w4,sig_fdr_w4,sig_maxstat_w4,median_w5,p_global_w5,p_within_patient_w5,sig_fdr_w5,sig_maxstat_w5,median_w6,p_global_w6,p_within_patient_w6,sig_fdr_w6,sig_maxstat_w6
-50.0,-8.0,-30.0,14,0.0903,0.6993,0.5392,False,False,0.1285,0.0811,0.017,False,False,0.007,0.8942,0.4256,False,False,0.0,1.0,0.9994,False,False,0.3796,0.0001,0.0054,False,False,0.2588,0.006,0.0003,True,False,0.0316,0.9409,0.9912,False,False
-50.0,-6.0,-30.0,11,0.1127,0.524,0.1972,False,False,0.1306,0.1046,0.0218,False,False,0.0079,0.8398,0.2735,False,False,0.0,0.9992,0.9942,False,False,0.3879,0.0005,0.3237,False,False,0.2546,0.017,0.0004,True,False,0.0264,0.9177,0.9812,False,False
-50.0,-4.0,-30.0,10,0.1152,0.4926,0.1631,False,False,0.1285,0.1201,0.0353,False,False,0.0082,0.8671,0.2274,False,False,0.0,0.9997,0.9942,False,False,0.3885,0.0007,0.448,False,False,0.2824,0.0076,0.0001,True,False,0.0245,0.9329,0.9712,False,False
-48.0,-10.0,-32.0,11,0.1177,0.4894,0.3385,False,False,0.1264,0.1202,0.1592,False,False,0.0079,0.8376,0.3526,False,False,0.0,0.9995,0.9982,False,False,0.3879,0.0004,0.3532,False,False,0.3102,0.0028,0.0004,True,False,0.0386,0.8901,0.8491,False,False
-48.0,-8.0,-34.0,12,0.1081,0.557,0.3401,False,False,0.1285,0.0974,0.066,False,False,0.007,0.889,0.299,False,False,0.0514,0.9398,0.9158,False,False,0.35,0.001,0.1035,False,False,0.3168,0.001,0.0007,True,False,0.0377,0.9134,0.8989,False,False
-48.0,-8.0,-32.0,13,0.0985,0.6368,0.4315,False,False,0.1264,0.1001,0.0921,False,False,0.0079,0.8553,0.3847,False,False,0.0,0.9999,0.9995,False,False,0.3713,0.0004,0.0753,False,False,0.3102,0.0008,0.0001,True,False,0.0368,0.9147,0.9202,False,False
-48.0,-6.0,-34.0,14,0.0903,0.7025,0.3826,False,False,0.1261,0.0922,0.0625,False,False,0.0058,0.9107,0.4774,False,False,0.0616,0.9305,0.9734,False,False,0.35,0.0005,0.0152,False,False,0.3263,0.0007,0.0002,True,False,0.0321,0.9411,0.9443,False,False
-48.0,-6.0,-32.0,14,0.0903,0.7025,0.3826,False,False,0.1261,0.0922,0.0625,False,False,0.0058,0.9107,0.4774,False,False,0.0616,0.9305,0.9734,False,False,0.35,0.0005,0.0152,False,False,0.3263,0.0007,0.0002,True,False,0.0321,0.9411,0.9443,False,False
-48.0,-6.0,-30.0,9,0.1177,0.4916,0.2515,False,False,0.1306,0.1274,0.0404,False,False,0.0062,0.8275,0.1953,False,False,0.0,0.9995,0.9975,False,False,0.3879,0.0013,0.7204,False,False,0.3102,0.0056,0.0005,True,False,0.0368,0.8708,0.891,False,False
-48.0,-4.0,-34.0,14,0.1081,0.5635,0.1934,False,False,0.1261,0.09,0.0937,False,False,0.0058,0.9105,0.5566,False,False,0.0,1.0,1.0,False,False,0.3796,0.0001,0.0157,False,False,0.3263,0.0003,0.0003,True,False,0.0321,0.9407,0.939,False,False
-48.0,-4.0,-32.0,14,0.1081,0.5635,0.1934,False,False,0.1261,0.09,0.0937,False,False,0.0058,0.9105,0.5566,False,False,0.0,1.0,1.0,False,False,0.3796,0.0001,0.0157,False,False,0.3263,0.0003,0.0003,True,False,0.0321,0.9407,0.939,False,False
30.0,-24.0,-22.0,8,0.362,0.0002,0.0002,True,False,0.1754,0.0532,0.1361,False,False,0.0014,0.9442,0.9751,False,False,0.053,0.9011,0.9297,False,False,0.0793,0.6886,0.5487,False,False,0.0,1.0,0.9993,False,False,0.0,0.9967,0.989,False,False
30.0,-24.0,-20.0,8,0.362,0.0002,0.0002,True,False,0.1754,0.0532,0.1361,False,False,0.0014,0.9442,0.9751,False,False,0.053,0.9011,0.9297,False,False,0.0793,0.6886,0.5487,False,False,0.0,1.0,0.9993,False,False,0.0,0.9967,0.989,False,False
30.0,-24.0,-18.0,6,0.4136,0.0003,0.0004,True,False,0.2508,0.0226,0.07,False,False,0.0,1.0,1.0,False,False,0.0559,0.8685,0.7159,False,False,0.1326,0.4177,0.3015,False,False,0.0,1.0,0.9999,False,False,0.0,1.0,0.9994,False,False
30.0,-24.0,-16.0,6,0.4136,0.0003,0.0004,True,False,0.2508,0.0226,0.07,False,False,0.0,1.0,1.0,False,False,0.0559,0.8685,0.7159,False,False,0.1326,0.4177,0.3015,False,False,0.0,1.0,0.9999,False,False,0.0,1.0,0.9994,False,False
30.0,-22.0,-22.0,10,0.3713,0.0001,0.0001,True,False,0.1863,0.0236,0.0776,False,False,0.0,1.0,1.0,False,False,0.053,0.9205,0.9567,False,False,0.0858,0.6665,0.5103,False,False,0.0,1.0,0.9999,False,False,0.0,1.0,1.0,False,False
30.0,-22.0,-20.0,10,0.3713,0.0001,0.0001,True,False,0.1863,0.0236,0.0776,False,False,0.0,1.0,1.0,False,False,0.053,0.9205,0.9567,False,False,0.0858,0.6665,0.5103,False,False,0.0,1.0,0.9999,False,False,0.0,1.0,1.0,False,False
30.0,-22.0,-18.0,8,0.4136,0.0003,0.0001,True,False,0.2126,0.0216,0.0745,False,False,0.0,1.0,1.0,False,False,0.0559,0.8918,0.8126,False,False,0.1326,0.4005,0.2697,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
30.0,-22.0,-16.0,8,0.4136,0.0003,0.0001,True,False,0.2126,0.0216,0.0745,False,False,0.0,1.0,1.0,False,False,0.0559,0.8918,0.8126,False,False,0.1326,0.4005,0.2697,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
30.0,-20.0,-22.0,12,0.3999,0.0001,0.0001,True,False,0.1633,0.0314,0.2338,False,False,0.0,1.0,1.0,False,False,0.171,0.117,0.1046,False,False,0.1067,0.5635,0.2078,False,False,0.0,1.0,1.0,False,False,0.0,1.0,0.9998,False,False
30.0,-20.0,-20.0,12,0.3999,0.0001,0.0001,True,False,0.1633,0.0314,0.2338,False,False,0.0,1.0,1.0,False,False,0.171,0.117,0.1046,False,False,0.1067,0.5635,0.2078,False,False,0.0,1.0,1.0,False,False,0.0,1.0,0.9998,False,False
30.0,-20.0,-18.0,12,0.3999,0.0001,0.0001,True,False,0.1633,0.0314,0.2338,False,False,0.0,1.0,1.0,False,False,0.171,0.117,0.1046,False,False,0.1067,0.5635,0.2078,False,False,0.0,1.0,1.0,False,False,0.0,1.0,0.9998,False,False
30.0,-20.0,-16.0,8,0.4136,0.0003,0.0001,True,False,0.2126,0.0216,0.0745,False,False,0.0,1.0,1.0,False,False,0.0559,0.8918,0.8126,False,False,0.1326,0.4005,0.2697,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
30.0,-18.0,-22.0,15,0.36,0.0001,0.0001,True,False,0.1524,0.0335,0.2897,False,False,0.0,1.0,1.0,False,False,0.1228,0.528,0.5817,False,False,0.0883,0.6998,0.34,False,False,0.0,1.0,1.0,False,False,0.0,0.9999,0.9997,False,False
30.0,-18.0,-20.0,15,0.36,0.0001,0.0001,True,False,0.1524,0.0335,0.2897,False,False,0.0,1.0,1.0,False,False,0.1228,0.528,0.5817,False,False,0.0883,0.6998,0.34,False,False,0.0,1.0,1.0,False,False,0.0,0.9999,0.9997,False,False
30.0,-18.0,-18.0,14,0.3662,0.0001,0.0001,True,False,0.1633,0.0275,0.2984,False,False,0.0,1.0,1.0,False,False,0.1369,0.3411,0.3193,False,False,0.0674,0.7884,0.4203,False,False,0.0,1.0,1.0,False,False,0.0,0.9999,0.9997,False,False
30.0,-18.0,-16.0,10,0.3713,0.0003,0.0001,True,False,0.2126,0.015,0.1108,False,False,0.0,1.0,1.0,False,False,0.1113,0.6043,0.5077,False,False,0.0858,0.6702,0.4262,False,False,0.0,1.0,0.9999,False,False,0.0,1.0,0.9997,False,False
30.0,-16.0,-22.0,14,0.3488,0.0001,0.0001,True,False,0.1189,0.1138,0.4374,False,False,0.0025,0.9514,0.9899,False,False,0.1173,0.5569,0.6236,False,False,0.0959,0.6384,0.284,False,False,0.0,1.0,1.0,False,False,0.0,0.9993,0.9994,False,False
30.0,-16.0,-20.0,14,0.3488,0.0001,0.0001,True,False,0.1189,0.1138,0.4374,False,False,0.0025,0.9514,0.9899,False,False,0.1173,0.5569,0.6236,False,False,0.0959,0.6384,0.284,False,False,0.0,1.0,1.0,False,False,0.0,0.9993,0.9994,False,False
30.0,-16.0,-18.0,13,0.3376,0.0001,0.0001,True,False,0.1524,0.0451,0.3465,False,False,0.0,1.0,1.0,False,False,0.1228,0.5238,0.4803,False,False,0.0883,0.688,0.3707,False,False,0.0,1.0,1.0,False,False,0.0,0.9995,0.9986,False,False
32.0,-24.0,-22.0,8,0.362,0.0002,0.0002,True,False,0.1754,0.0532,0.1361,False,False,0.0014,0.9442,0.9751,False,False,0.053,0.9011,0.9297,False,False,0.0793,0.6886,0.5487,False,False,0.0,1.0,0.9993,False,False,0.0,0.9967,0.989,False,False
32.0,-24.0,-20.0,10,0.3346,0.0002,0.0002,True,False,0.1754,0.0338,0.0962,False,False,0.0014,0.9563,0.985,False,False,0.053,0.9193,0.9305,False,False,0.0793,0.7066,0.543,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
32.0,-24.0,-18.0,8,0.376,0.0003,0.0001,True,False,0.2508,0.0104,0.0393,False,False,0.0,1.0,1.0,False,False,0.0559,0.8938,0.7582,False,False,0.1326,0.4119,0.2673,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
32.0,-24.0,-16.0,8,0.376,0.0003,0.0001,True,False,0.2508,0.0104,0.0393,False,False,0.0,1.0,1.0,False,False,0.0559,0.8938,0.7582,False,False,0.1326,0.4119,0.2673,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
32.0,-22.0,-22.0,10,0.3713,0.0001,0.0001,True,False,0.1863,0.0236,0.0776,False,False,0.0,1.0,1.0,False,False,0.053,0.9205,0.9567,False,False,0.0858,0.6665,0.5103,False,False,0.0,1.0,0.9999,False,False,0.0,1.0,1.0,False,False
32.0,-22.0,-20.0,12,0.3423,0.0002,0.0001,True,False,0.1863,0.0165,0.0588,False,False,0.0,1.0,1.0,False,False,0.053,0.9354,0.9561,False,False,0.0858,0.6825,0.5127,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
32.0,-22.0,-18.0,10,0.376,0.0002,0.0001,True,False,0.2126,0.0128,0.0499,False,False,0.0,1.0,1.0,False,False,0.0559,0.9137,0.8331,False,False,0.1326,0.4002,0.2453,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
32.0,-22.0,-16.0,10,0.376,0.0002,0.0001,True,False,0.2126,0.0128,0.0499,False,False,0.0,1.0,1.0,False,False,0.0559,0.9137,0.8331,False,False,0.1326,0.4002,0.2453,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
32.0,-20.0,-22.0,12,0.3999,0.0001,0.0001,True,False,0.1633,0.0314,0.2338,False,False,0.0,1.0,1.0,False,False,0.171,0.117,0.1046,False,False,0.1067,0.5635,0.2078,False,False,0.0,1.0,1.0,False,False,0.0,1.0,0.9998,False,False
32.0,-20.0,-20.0,13,0.3947,0.0001,0.0001,True,False,0.1741,0.022,0.1788,False,False,0.0,1.0,1.0,False,False,0.1228,0.5288,0.4684,False,False,0.1252,0.4208,0.149,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
32.0,-20.0,-18.0,13,0.3947,0.0001,0.0001,True,False,0.1741,0.022,0.1788,False,False,0.0,1.0,1.0,False,False,0.1228,0.5288,0.4684,False,False,0.1252,0.4208,0.149,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
32.0,-20.0,-16.0,9,0.4051,0.0003,0.0001,True,False,0.2269,0.0136,0.0486,False,False,0.0,1.0,1.0,False,False,0.0,0.9983,0.9931,False,False,0.1399,0.3636,0.2957,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
32.0,-18.0,-22.0,15,0.3376,0.0001,0.0001,True,False,0.1524,0.0342,0.2889,False,False,0.0,1.0,1.0,False,False,0.1228,0.5303,0.5791,False,False,0.0465,0.8697,0.5673,False,False,0.0,1.0,1.0,False,False,0.0,0.9999,0.9997,False,False
32.0,-18.0,-20.0,15,0.3376,0.0001,0.0001,True,False,0.1524,0.0342,0.2889,False,False,0.0,1.0,1.0,False,False,0.1228,0.5303,0.5791,False,False,0.0465,0.8697,0.5673,False,False,0.0,1.0,1.0,False,False,0.0,0.9999,0.9997,False,False
32.0,-18.0,-18.0,15,0.3376,0.0001,0.0001,True,False,0.1524,0.0342,0.2889,False,False,0.0,1.0,1.0,False,False,0.1228,0.5303,0.5791,False,False,0.0465,0.8697,0.5673,False,False,0.0,1.0,1.0,False,False,0.0,0.9999,0.9997,False,False
32.0,-18.0,-16.0,11,0.3376,0.0003,0.0001,True,False,0.1984,0.0155,0.1239,False,False,0.0,1.0,1.0,False,False,0.1108,0.6233,0.6388,False,False,0.0465,0.8312,0.6524,False,False,0.0,1.0,0.9999,False,False,0.0,1.0,0.9996,False,False
32.0,-16.0,-22.0,15,0.319,0.0001,0.0001,True,False,0.1524,0.0346,0.3489,False,False,0.0031,0.9338,0.9583,False,False,0.1228,0.5248,0.6664,False,False,0.0883,0.702,0.4922,False,False,0.0,1.0,1.0,False,False,0.0,0.9997,0.9992,False,False
32.0,-16.0,-20.0,15,0.319,0.0001,0.0001,True,False,0.1524,0.0346,0.3489,False,False,0.0031,0.9338,0.9583,False,False,0.1228,0.5248,0.6664,False,False,0.0883,0.702,0.4922,False,False,0.0,1.0,1.0,False,False,0.0,0.9997,0.9992,False,False
32.0,-16.0,-18.0,14,0.3283,0.0001,0.0001,True,False,0.1189,0.1169,0.4365,False,False,0.0025,0.9504,0.9907,False,False,0.1173,0.5616,0.618,False,False,0.0674,0.79,0.4749,False,False,0.0,1.0,1.0,False,False,0.0,0.9992,0.9992,False,False
32.0,-16.0,-16.0,10,0.3283,0.0003,0.0003,True,False,0.1863,0.0274,0.1367,False,False,0.0025,0.9295,0.98,False,False,0.0955,0.719,0.7341,False,False,0.0858,0.6708,0.4873,False,False,0.0,1.0,0.9999,False,False,0.0,0.9975,0.9929,False,False
34.0,-24.0,-22.0,8,0.362,0.0002,0.0002,True,False,0.1754,0.0532,0.1361,False,False,0.0014,0.9442,0.9751,False,False,0.053,0.9011,0.9297,False,False,0.0793,0.6886,0.5487,False,False,0.0,1.0,0.9993,False,False,0.0,0.9967,0.989,False,False
34.0,-24.0,-20.0,10,0.3346,0.0002,0.0002,True,False,0.1754,0.0338,0.0962,False,False,0.0014,0.9563,0.985,False,False,0.053,0.9193,0.9305,False,False,0.0793,0.7066,0.543,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
34.0,-22.0,-22.0,10,0.3283,0.0002,0.0003,True,False,0.192,0.0213,0.0609,False,False,0.0013,0.9581,0.9688,False,False,0.1088,0.6345,0.8737,False,False,0.0858,0.6673,0.622,False,False,0.0,1.0,0.9999,False,False,0.0,0.9998,0.999,False,False
34.0,-22.0,-20.0,12,0.3299,0.0002,0.0001,True,False,0.192,0.0127,0.0441,False,False,0.0013,0.9694,0.9819,False,False,0.1088,0.6437,0.8395,False,False,0.0858,0.6842,0.608,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
34.0,-22.0,-18.0,11,0.3376,0.0002,0.0003,True,False,0.1984,0.0153,0.0556,False,False,0.0,1.0,1.0,False,False,0.1686,0.1492,0.1723,False,False,0.1399,0.3544,0.2671,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
34.0,-22.0,-16.0,11,0.3376,0.0002,0.0003,True,False,0.1984,0.0153,0.0556,False,False,0.0,1.0,1.0,False,False,0.1686,0.1492,0.1723,False,False,0.1399,0.3544,0.2671,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
34.0,-20.0,-22.0,13,0.319,0.0002,0.0003,True,False,0.1852,0.0119,0.0917,False,False,0.0001,0.9953,0.9926,False,False,0.1553,0.1985,0.4118,False,False,0.1252,0.4248,0.5031,False,False,0.0,1.0,1.0,False,False,0.0,0.9999,0.9996,False,False
34.0,-20.0,-20.0,14,0.3206,0.0002,0.0002,True,False,0.1854,0.0084,0.069,False,False,0.0,0.999,0.9986,False,False,0.1421,0.2913,0.5994,False,False,0.1326,0.3834,0.4853,False,False,0.0,1.0,1.0,False,False,0.0,1.0,0.9999,False,False
34.0,-20.0,-18.0,14,0.3206,0.0002,0.0002,True,False,0.1854,0.0084,0.069,False,False,0.0,0.999,0.9986,False,False,0.1421,0.2913,0.5994,False,False,0.1326,0.3834,0.4853,False,False,0.0,1.0,1.0,False,False,0.0,1.0,0.9999,False,False
34.0,-20.0,-16.0,11,0.3222,0.0004,0.0002,True,False,0.1984,0.0134,0.0441,False,False,0.0,1.0,1.0,False,False,0.1289,0.448,0.7379,False,False,0.3214,0.0041,0.0385,False,False,0.0,1.0,1.0,False,False,0.0,1.0,1.0,False,False
58.0,-6.0,-32.0,9,0.0898,0.6644,0.8107,False,False,0.0693,0.5201,0.9196,False,False,0.003,0.891,0.4347,False,False,0.2384,0.0183,0.0589,False,False,0.1311,0.3973,0.3191,False,False,0.3713,0.0007,0.0008,True,False,0.0775,0.7022,0.7588,False,False
58.0,-6.0,-30.0,9,0.0898,0.6644,0.8107,False,False,0.0693,0.5201,0.9196,False,False,0.003,0.891,0.4347,False,False,0.2384,0.0183,0.0589,False,False,0.1311,0.3973,0.3191,False,False,0.3713,0.0007,0.0008,True,False,0.0775,0.7022,0.7588,False,False
52.0,-14.0,-34.0,4,0.6486,0.0001,0.0004,True,False,0.0033,0.9195,0.9974,False,False,0.0159,0.7977,0.2784,False,False,0.1141,0.5414,0.1033,False,False,0.0479,0.8024,0.9426,False,False,0.1626,0.2468,0.1937,False,False,0.0333,0.8616,0.7821,False,False
54.0,-14.0,-34.0,4,0.6486,0.0001,0.0004,True,False,0.0033,0.9195,0.9974,False,False,0.0159,0.7977,0.2784,False,False,0.1141,0.5414,0.1033,False,False,0.0479,0.8024,0.9426,False,False,0.1626,0.2468,0.1937,False,False,0.0333,0.8616,0.7821,False,False
34.0,-22.0,4.0,8,0.0487,0.8669,0.9658,False,False,0.5177,0.0001,0.0002,True,False,0.0003,0.9718,0.8933,False,False,0.0512,0.9061,0.8834,False,False,0.1591,0.2806,0.5373,False,False,0.0291,0.7578,0.66,False,False,0.1048,0.4926,0.3267,False,False
34.0,-22.0,6.0,10,0.0262,0.955,0.9464,False,False,0.5177,0.0001,0.0001,True,False,0.0004,0.9777,0.9373,False,False,0.0512,0.9251,0.8229,False,False,0.0773,0.717,0.7966,False,False,0.0291,0.7681,0.6495,False,False,0.2582,0.0106,0.0617,False,False
34.0,-22.0,8.0,10,0.0262,0.9555,0.8691,False,False,0.5177,0.0001,0.0001,True,False,0.0005,0.9744,0.9661,False,False,0.0252,0.9684,0.8335,False,False,0.0075,0.9759,0.911,False,False,0.0296,0.7671,0.7499,False,False,0.3157,0.0023,0.0901,False,False
34.0,-20.0,4.0,8,0.0487,0.8669,0.9658,False,False,0.5177,0.0001,0.0002,True,False,0.0003,0.9718,0.8933,False,False,0.0512,0.9061,0.8834,False,False,0.1591,0.2806,0.5373,False,False,0.0291,0.7578,0.66,False,False,0.1048,0.4926,0.3267,False,False
34.0,-20.0,6.0,10,0.0262,0.955,0.9464,False,False,0.5177,0.0001,0.0001,True,False,0.0004,0.9777,0.9373,False,False,0.0512,0.9251,0.8229,False,False,0.0773,0.717,0.7966,False,False,0.0291,0.7681,0.6495,False,False,0.2582,0.0106,0.0617,False,False
34.0,-20.0,8.0,9,0.0249,0.936,0.8389,False,False,0.521,0.0001,0.0001,True,False,0.0005,0.9542,0.9228,False,False,0.038,0.934,0.7722,False,False,0.015,0.9243,0.8616,False,False,0.0028,0.8661,0.8512,False,False,0.3068,0.0067,0.1533,False,False
36.0,-22.0,0.0,6,0.0489,0.856,0.9961,False,False,0.5312,0.0002,0.0009,True,False,0.0005,0.9558,0.7508,False,False,0.1369,0.3954,0.3922,False,False,0.1565,0.3175,0.576,False,False,0.0559,0.6211,0.7173,False,False,0.0,0.978,0.8407,False,False
36.0,-22.0,2.0,7,0.0808,0.6977,0.9569,False,False,0.4673,0.0007,0.0006,True,False,0.0004,0.9391,0.6745,False,False,0.1238,0.5086,0.556,False,False,0.1785,0.2257,0.5068,False,False,0.0564,0.5815,0.8102,False,False,0.0,0.9736,0.8434,False,False
36.0,-22.0,4.0,10,0.0208,0.9643,0.9714,False,False,0.5177,0.0001,0.0002,True,False,0.0004,0.9783,0.8749,False,False,0.09,0.7582,0.7852,False,False,0.1197,0.4762,0.6792,False,False,0.0559,0.6169,0.7302,False,False,0.0831,0.6739,0.56,False,False
36.0,-22.0,6.0,12,0.0249,0.9665,0.9314,False,False,0.5177,0.0001,0.0001,True,False,0.0004,0.9838,0.9318,False,False,0.0727,0.8799,0.8207,False,False,0.0573,0.8237,0.8713,False,False,0.0559,0.6128,0.6655,False,False,0.1878,0.0427,0.1098,False,False
36.0,-22.0,8.0,11,0.025,0.9538,0.8235,False,False,0.5143,0.0001,0.0002,True,False,0.0006,0.9612,0.8999,False,False,0.038,0.9519,0.8651,False,False,0.0003,0.9974,0.9211,False,False,0.0564,0.6094,0.7014,False,False,0.3068,0.0032,0.1124,False,False
36.0,-20.0,0.0,6,0.0489,0.856,0.9961,False,False,0.5312,0.0002,0.0009,True,False,0.0005,0.9558,0.7508,False,False,0.1369,0.3954,0.3922,False,False,0.1565,0.3175,0.576,False,False,0.0559,0.6211,0.7173,False,False,0.0,0.978,0.8407,False,False
36.0,-20.0,2.0,7,0.0808,0.6977,0.9569,False,False,0.4673,0.0007,0.0006,True,False,0.0004,0.9391,0.6745,False,False,0.1238,0.5086,0.556,False,False,0.1785,0.2257,0.5068,False,False,0.0564,0.5815,0.8102,False,False,0.0,0.9736,0.8434,False,False
36.0,-20.0,4.0,10,0.0208,0.9643,0.9714,False,False,0.5177,0.0001,0.0002,True,False,0.0004,0.9783,0.8749,False,False,0.09,0.7582,0.7852,False,False,0.1197,0.4762,0.6792,False,False,0.0559,0.6169,0.7302,False,False,0.0831,0.6739,0.56,False,False
36.0,-20.0,6.0,12,0.0249,0.9665,0.9314,False,False,0.5177,0.0001,0.0001,True,False,0.0004,0.9838,0.9318,False,False,0.0727,0.8799,0.8207,False,False,0.0573,0.8237,0.8713,False,False,0.0559,0.6128,0.6655,False,False,0.1878,0.0427,0.1098,False,False
36.0,-20.0,8.0,10,0.0249,0.9562,0.8638,False,False,0.5177,0.0001,0.0002,True,False,0.0005,0.9742,0.9335,False,False,0.0512,0.9245,0.8159,False,False,0.0077,0.9758,0.9402,False,False,0.0296,0.7672,0.8172,False,False,0.2582,0.0097,0.1253,False,False
38.0,-22.0,0.0,6,0.0489,0.856,0.9961,False,False,0.5312,0.0002,0.0009,True,False,0.0005,0.9558,0.7508,False,False,0.1369,0.3954,0.3922,False,False,0.1565,0.3175,0.576,False,False,0.0559,0.6211,0.7173,False,False,0.0,0.978,0.8407,False,False
38.0,-22.0,2.0,7,0.0808,0.6977,0.9569,False,False,0.4673,0.0007,0.0006,True,False,0.0004,0.9391,0.6745,False,False,0.1238,0.5086,0.556,False,False,0.1785,0.2257,0.5068,False,False,0.0564,0.5815,0.8102,False,False,0.0,0.9736,0.8434,False,False
38.0,-22.0,4.0,10,0.0208,0.9643,0.9714,False,False,0.5177,0.0001,0.0002,True,False,0.0004,0.9783,0.8749,False,False,0.09,0.7582,0.7852,False,False,0.1197,0.4762,0.6792,False,False,0.0559,0.6169,0.7302,False,False,0.0831,0.6739,0.56,False,False
38.0,-22.0,6.0,12,0.0249,0.9665,0.9314,False,False,0.5177,0.0001,0.0001,True,False,0.0004,0.9838,0.9318,False,False,0.0727,0.8799,0.8207,False,False,0.0573,0.8237,0.8713,False,False,0.0559,0.6128,0.6655,False,False,0.1878,0.0427,0.1098,False,False
38.0,-22.0,8.0,11,0.025,0.9538,0.8235,False,False,0.5143,0.0001,0.0002,True,False,0.0006,0.9612,0.8999,False,False,0.038,0.9519,0.8651,False,False,0.0003,0.9974,0.9211,False,False,0.0564,0.6094,0.7014,False,False,0.3068,0.0032,0.1124,False,False
38.0,-20.0,0.0,6,0.0489,0.856,0.9961,False,False,0.5312,0.0002,0.0009,True,False,0.0005,0.9558,0.7508,False,False,0.1369,0.3954,0.3922,False,False,0.1565,0.3175,0.576,False,False,0.0559,0.6211,0.7173,False,False,0.0,0.978,0.8407,False,False
38.0,-20.0,2.0,7,0.0808,0.6977,0.9569,False,False,0.4673,0.0007,0.0006,True,False,0.0004,0.9391,0.6745,False,False,0.1238,0.5086,0.556,False,False,0.1785,0.2257,0.5068,False,False,0.0564,0.5815,0.8102,False,False,0.0,0.9736,0.8434,False,False
38.0,-20.0,4.0,10,0.0208,0.9643,0.9714,False,False,0.5177,0.0001,0.0002,True,False,0.0004,0.9783,0.8749,False,False,0.09,0.7582,0.7852,False,False,0.1197,0.4762,0.6792,False,False,0.0559,0.6169,0.7302,False,False,0.0831,0.6739,0.56,False,False
38.0,-20.0,6.0,12,0.0249,0.9665,0.9314,False,False,0.5177,0.0001,0.0001,True,False,0.0004,0.9838,0.9318,False,False,0.0727,0.8799,0.8207,False,False,0.0573,0.8237,0.8713,False,False,0.0559,0.6128,0.6655,False,False,0.1878,0.0427,0.1098,False,False
38.0,-20.0,8.0,10,0.0249,0.9562,0.8638,False,False,0.5177,0.0001,0.0002,True,False,0.0005,0.9742,0.9335,False,False,0.0512,0.9245,0.8159,False,False,0.0077,0.9758,0.9402,False,False,0.0296,0.7672,0.8172,False,False,0.2582,0.0097,0.1253,False,False
40.0,-22.0,0.0,7,0.0728,0.7519,0.9968,False,False,0.5951,0.0001,0.0012,True,False,0.0004,0.9415,0.7347,False,False,0.1238,0.5188,0.4624,False,False,0.0996,0.5992,0.8597,False,False,0.0554,0.5951,0.7378,False,False,0.0,0.9754,0.8414,False,False
40.0,-22.0,2.0,8,0.1075,0.5518,0.9626,False,False,0.5312,0.0001,0.0003,True,False,0.0004,0.9721,0.7525,False,False,0.1197,0.5287,0.3898,False,False,0.1391,0.3785,0.7401,False,False,0.0559,0.6093,0.8029,False,False,0.0,0.9901,0.9341,False,False
40.0,-22.0,4.0,10,0.0208,0.9643,0.9714,False,False,0.5177,0.0001,0.0002,True,False,0.0004,0.9783,0.8749,False,False,0.09,0.7582,0.7852,False,False,0.1197,0.4762,0.6792,False,False,0.0559,0.6169,0.7302,False,False,0.0831,0.6739,0.56,False,False
40.0,-22.0,6.0,10,0.0208,0.9643,0.9714,False,False,0.5177,0.0001,0.0002,True,False,0.0004,0.9783,0.8749,False,False,0.09,0.7582,0.7852,False,False,0.1197,0.4762,0.6792,False,False,0.0559,0.6169,0.7302,False,False,0.0831,0.6739,0.56,False,False
40.0,-22.0,8.0,9,0.025,0.9356,0.8676,False,False,0.5143,0.0001,0.0002,True,False,0.0005,0.9502,0.8242,False,False,0.038,0.9354,0.8962,False,False,0.015,0.9245,0.8958,False,False,0.0564,0.5935,0.7416,False,False,0.2095,0.0389,0.1523,False,False
