x,y,z,n_contacts,median_w0,p_global_w0,p_within_patient_w0,sig_fdr_w0,sig_maxstat_w0,median_w1,p_global_w1,p_within_patient_w1,sig_fdr_w1,sig_maxstat_w1,median_w2,p_global_w2,p_within_patient_w2,sig_fdr_w2,sig_maxstat_w2,median_w3,p_global_w3,p_within_patient_w3,sig_fdr_w3,sig_maxstat_w3,median_w4,p_global_w4,p_within_patient_w4,sig_fdr_w4,sig_maxstat_w4,median_w5,p_global_w5,p_within_patient_w5,sig_fdr_w5,sig_maxstat_w5,median_w6,p_global_w6,p_within_patient_w6,sig_fdr_w6,sig_maxstat_w6
52.0,-26.0,-2.0,7,0.0401,0.8684,0.7438,False,False,0.5238,0.0003,0.0006,True,False,0.0086,0.7793,0.5579,False,False,0.0971,0.6799,0.8894,False,False,0.1167,0.4954,0.4895,False,False,0.1342,0.2656,0.9914,False,False,0.078,0.6821,0.8058,False,False
52.0,-26.0,0.0,7,0.0401,0.8684,0.7438,False,False,0.5238,0.0003,0.0006,True,False,0.0086,0.7793,0.5579,False,False,0.0971,0.6799,0.8894,False,False,0.1167,0.4954,0.4895,False,False,0.1342,0.2656,0.9914,False,False,0.078,0.6821,0.8058,False,False
52.0,-26.0,2.0,4,0.0286,0.8946,0.7608,False,False,0.5671,0.0005,0.002,True,False,0.022,0.775,0.6625,False,False,0.0289,0.9258,0.9835,False,False,0.1217,0.4798,0.3181,False,False,0.1718,0.221,0.9618,False,False,0.0,0.9709,0.9848,False,False
54.0,-34.0,-2.0,5,0.1476,0.3255,0.3709,False,False,0.4419,0.0044,0.0019,True,False,0.0008,0.8794,0.5678,False,False,0.1443,0.354,0.5406,False,False,0.2288,0.1158,0.6553,False,False,0.0084,0.7663,0.7807,False,False,0.0001,0.9399,0.6801,False,False
54.0,-34.0,0.0,5,0.1476,0.3255,0.3709,False,False,0.4419,0.0044,0.0019,True,False,0.0008,0.8794,0.5678,False,False,0.1443,0.354,0.5406,False,False,0.2288,0.1158,0.6553,False,False,0.0084,0.7663,0.7807,False,False,0.0001,0.9399,0.6801,False,False
54.0,-34.0,2.0,4,0.1567,0.2714,0.3667,False,False,0.4228,0.0055,0.0013,True,False,0.0004,0.9478,0.9129,False,False,0.1357,0.4235,0.4605,False,False,0.2437,0.1144,0.8113,False,False,0.0042,0.8781,0.7997,False,False,0.0,0.9721,0.6808,False,False
54.0,-32.0,-4.0,6,0.0901,0.6391,0.4789,False,False,0.4646,0.001,0.0002,True,False,0.0272,0.7399,0.833,False,False,0.1335,0.4182,0.4166,False,False,0.1482,0.3457,0.4168,False,False,0.0891,0.4613,0.9615,False,False,0.087,0.6125,0.596,False,False
54.0,-32.0,-2.0,8,0.135,0.3451,0.3047,False,False,0.4384,0.0001,0.0001,True,False,0.007,0.8587,0.6144,False,False,0.1421,0.3379,0.4609,False,False,0.1992,0.1326,0.5192,False,False,0.0466,0.6677,0.9218,False,False,0.039,0.8762,0.6764,False,False
54.0,-32.0,0.0,8,0.135,0.3451,0.3047,False,False,0.4384,0.0001,0.0001,True,False,0.007,0.8587,0.6144,False,False,0.1421,0.3379,0.4609,False,False,0.1992,0.1326,0.5192,False,False,0.0466,0.6677,0.9218,False,False,0.039,0.8762,0.6764,False,False
54.0,-32.0,2.0,5,0.1476,0.3281,0.4117,False,False,0.4419,0.0032,0.0012,True,False,0.0008,0.8811,0.7919,False,False,0.1272,0.4803,0.5173,False,False,0.2288,0.1177,0.6842,False,False,0.0084,0.765,0.7879,False,False,0.0,0.9678,0.7606,False,False
54.0,-30.0,-6.0,7,0.0543,0.8195,0.5901,False,False,0.4349,0.001,0.0022,True,False,0.0086,0.7701,0.6464,False,False,0.1399,0.3515,0.4985,False,False,0.1268,0.4295,0.426,False,False,0.0987,0.389,0.9668,False,False,0.2166,0.055,0.0126,False,False
54.0,-30.0,-4.0,7,0.0577,0.7968,0.6343,False,False,0.4349,0.0015,0.0018,True,False,0.0086,0.7745,0.6853,False,False,0.1399,0.3516,0.4397,False,False,0.1268,0.4353,0.499,False,False,0.0795,0.4772,0.9921,False,False,0.096,0.5673,0.5205,False,False
54.0,-30.0,-2.0,8,0.0901,0.657,0.539,False,False,0.4384,0.0002,0.0003,True,False,0.007,0.8592,0.6746,False,False,0.1421,0.3378,0.5068,False,False,0.1482,0.3293,0.5233,False,False,0.0466,0.6686,0.989,False,False,0.087,0.6292,0.5078,False,False
54.0,-30.0,0.0,8,0.0901,0.657,0.539,False,False,0.4384,0.0002,0.0003,True,False,0.007,0.8592,0.6746,False,False,0.1421,0.3378,0.5068,False,False,0.1482,0.3293,0.5233,False,False,0.0466,0.6686,0.989,False,False,0.087,0.6292,0.5078,False,False
54.0,-30.0,2.0,4,0.135,0.3825,0.4235,False,False,0.488,0.0016,0.0018,True,False,0.0233,0.7643,0.7906,False,False,0.0636,0.812,0.8822,False,False,0.1992,0.2137,0.5633,False,False,0.0763,0.5474,0.8163,False,False,0.0,0.9718,0.8813,False,False
54.0,-28.0,-6.0,8,0.056,0.8404,0.6748,False,False,0.4171,0.0004,0.0002,True,False,0.0272,0.7369,0.8116,False,False,0.1401,0.3454,0.4376,False,False,0.1274,0.4331,0.5387,False,False,0.0891,0.4363,0.9584,False,False,0.1473,0.2126,0.0863,False,False
54.0,-28.0,-4.0,6,0.056,0.8151,0.5706,False,False,0.4646,0.0006,0.0014,True,False,0.007,0.8459,0.6735,False,False,0.1464,0.3269,0.5758,False,False,0.0928,0.6176,0.6862,False,False,0.0891,0.4529,0.9953,False,False,0.1473,0.2514,0.1367,False,False
54.0,-28.0,-2.0,6,0.056,0.8151,0.5706,False,False,0.4646,0.0006,0.0014,True,False,0.007,0.8459,0.6735,False,False,0.1464,0.3269,0.5758,False,False,0.0928,0.6176,0.6862,False,False,0.0891,0.4529,0.9953,False,False,0.1473,0.2514,0.1367,False,False
54.0,-28.0,0.0,6,0.056,0.8151,0.5706,False,False,0.4646,0.0006,0.0014,True,False,0.007,0.8459,0.6735,False,False,0.1464,0.3269,0.5758,False,False,0.0928,0.6176,0.6862,False,False,0.0891,0.4529,0.9953,False,False,0.1473,0.2514,0.1367,False,False
54.0,-26.0,-6.0,8,0.056,0.8404,0.6748,False,False,0.4171,0.0004,0.0002,True,False,0.0272,0.7369,0.8116,False,False,0.1401,0.3454,0.4376,False,False,0.1274,0.4331,0.5387,False,False,0.0891,0.4363,0.9584,False,False,0.1473,0.2126,0.0863,False,False
54.0,-26.0,-4.0,6,0.056,0.8151,0.5706,False,False,0.4646,0.0006,0.0014,True,False,0.007,0.8459,0.6735,False,False,0.1464,0.3269,0.5758,False,False,0.0928,0.6176,0.6862,False,False,0.0891,0.4529,0.9953,False,False,0.1473,0.2514,0.1367,False,False
54.0,-26.0,-2.0,6,0.056,0.8151,0.5706,False,False,0.4646,0.0006,0.0014,True,False,0.007,0.8459,0.6735,False,False,0.1464,0.3269,0.5758,False,False,0.0928,0.6176,0.6862,False,False,0.0891,0.4529,0.9953,False,False,0.1473,0.2514,0.1367,False,False
54.0,-26.0,0.0,6,0.056,0.8151,0.5706,False,False,0.4646,0.0006,0.0014,True,False,0.007,0.8459,0.6735,False,False,0.1464,0.3269,0.5758,False,False,0.0928,0.6176,0.6862,False,False,0.0891,0.4529,0.9953,False,False,0.1473,0.2514,0.1367,False,False
50.0,2.0,-40.0,8,0.1724,0.1219,0.1777,False,False,0.0671,0.5282,0.9319,False,False,0.1369,0.2244,0.7459,False,False,0.1463,0.3066,0.2405,False,False,0.1441,0.359,0.0124,False,False,0.1556,0.1807,0.0004,True,False,0.0842,0.6457,0.301,False,False
50.0,2.0,-38.0,11,0.1504,0.2207,0.3324,False,False,0.0784,0.4145,0.9566,False,False,0.0761,0.4712,0.6122,False,False,0.1845,0.0827,0.0385,False,False,0.1612,0.263,0.0854,False,False,0.1496,0.1615,0.0006,True,False,0.045,0.8724,0.3973,False,False
50.0,2.0,-36.0,11,0.1504,0.2207,0.3324,False,False,0.0784,0.4145,0.9566,False,False,0.0761,0.4712,0.6122,False,False,0.1845,0.0827,0.0385,False,False,0.1612,0.263,0.0854,False,False,0.1496,0.1615,0.0006,True,False,0.045,0.8724,0.3973,False,False
50.0,4.0,-40.0,8,0.1724,0.1219,0.1777,False,False,0.0671,0.5282,0.9319,False,False,0.1369,0.2244,0.7459,False,False,0.1463,0.3066,0.2405,False,False,0.1441,0.359,0.0124,False,False,0.1556,0.1807,0.0004,True,False,0.0842,0.6457,0.301,False,False
50.0,4.0,-38.0,8,0.1724,0.1219,0.1777,False,False,0.0671,0.5282,0.9319,False,False,0.1369,0.2244,0.7459,False,False,0.1463,0.3066,0.2405,False,False,0.1441,0.359,0.0124,False,False,0.1556,0.1807,0.0004,True,False,0.0842,0.6457,0.301,False,False
50.0,4.0,-36.0,8,0.1724,0.1219,0.1777,False,False,0.0671,0.5282,0.9319,False,False,0.1369,0.2244,0.7459,False,False,0.1463,0.3066,0.2405,False,False,0.1441,0.359,0.0124,False,False,0.1556,0.1807,0.0004,True,False,0.0842,0.6457,0.301,False,False
52.0,2.0,-40.0,7,0.1728,0.1414,0.3263,False,False,0.1052,0.2549,0.9195,False,False,0.0861,0.425,0.8629,False,False,0.1774,0.1534,0.0513,False,False,0.127,0.4392,0.0273,False,False,0.1617,0.1896,0.0008,True,False,0.045,0.8167,0.4674,False,False
52.0,2.0,-38.0,10,0.1612,0.1502,0.2828,False,False,0.0918,0.3086,0.97,False,False,0.0648,0.5392,0.5011,False,False,0.186,0.0839,0.0376,False,False,0.1441,0.3372,0.1114,False,False,0.1429,0.189,0.0006,True,False,0.0391,0.892,0.2798,False,False
52.0,2.0,-36.0,10,0.1612,0.1502,0.2828,False,False,0.0918,0.3086,0.97,False,False,0.0648,0.5392,0.5011,False,False,0.186,0.0839,0.0376,False,False,0.1441,0.3372,0.1114,False,False,0.1429,0.189,0.0006,True,False,0.0391,0.892,0.2798,False,False
52.0,4.0,-40.0,7,0.1728,0.1414,0.3263,False,False,0.1052,0.2549,0.9195,False,False,0.0861,0.425,0.8629,False,False,0.1774,0.1534,0.0513,False,False,0.127,0.4392,0.0273,False,False,0.1617,0.1896,0.0008,True,False,0.045,0.8167,0.4674,False,False
52.0,4.0,-38.0,7,0.1728,0.1414,0.3263,False,False,0.1052,0.2549,0.9195,False,False,0.0861,0.425,0.8629,False,False,0.1774,0.1534,0.0513,False,False,0.127,0.4392,0.0273,False,False,0.1617,0.1896,0.0008,True,False,0.045,0.8167,0.4674,False,False
52.0,4.0,-36.0,7,0.1728,0.1414,0.3263,False,False,0.1052,0.2549,0.9195,False,False,0.0861,0.425,0.8629,False,False,0.1774,0.1534,0.0513,False,False,0.127,0.4392,0.0273,False,False,0.1617,0.1896,0.0008,True,False,0.045,0.8167,0.4674,False,False
50.0,-26.0,-8.0,6,0.0729,0.7329,0.7658,False,False,0.3477,0.0036,0.0019,True,False,0.1295,0.2848,0.5771,False,False,0.1401,0.3732,0.3757,False,False,0.0672,0.7326,0.8486,False,False,0.0671,0.5623,0.5143,False,False,0.1744,0.1493,0.0229,False,False
52.0,-26.0,-8.0,6,0.0729,0.7329,0.7658,False,False,0.3477,0.0036,0.0019,True,False,0.1295,0.2848,0.5771,False,False,0.1401,0.3732,0.3757,False,False,0.0672,0.7326,0.8486,False,False,0.0671,0.5623,0.5143,False,False,0.1744,0.1493,0.0229,False,False
-56.0,-30.0,6.0,4,0.0,0.9993,0.9864,False,False,0.7261,0.0001,0.0005,True,False,0.0,1.0,1.0,False,False,0.1202,0.5073,0.4874,False,False,0.1545,0.3541,0.7242,False,False,0.0,1.0,1.0,False,False,0.0,0.9998,0.9685,False,False
-56.0,-30.0,8.0,4,0.0,0.9993,0.9864,False,False,0.7261,0.0001,0.0005,True,False,0.0,1.0,1.0,False,False,0.1202,0.5073,0.4874,False,False,0.1545,0.3541,0.7242,False,False,0.0,1.0,1.0,False,False,0.0,0.9998,0.9685,False,False
-54.0,-30.0,6.0,4,0.0,0.9993,0.9864,False,False,0.7261,0.0001,0.0005,True,False,0.0,1.0,1.0,False,False,0.1202,0.5073,0.4874,False,False,0.1545,0.3541,0.7242,False,False,0.0,1.0,1.0,False,False,0.0,0.9998,0.9685,False,False
-54.0,-30.0,8.0,4,0.0,0.9993,0.9864,False,False,0.7261,0.0001,0.0005,True,False,0.0,1.0,1.0,False,False,0.1202,0.5073,0.4874,False,False,0.1545,0.3541,0.7242,False,False,0.0,1.0,1.0,False,False,0.0,0.9998,0.9685,False,False
-52.0,-30.0,6.0,4,0.0,0.999,0.9919,False,False,0.7172,0.0001,0.0001,True,False,0.0,0.9997,0.9979,False,False,0.1202,0.5154,0.6059,False,False,0.1181,0.5089,0.7579,False,False,0.0,0.9998,0.9999,False,False,0.0,0.9997,0.9828,False,False
-52.0,-30.0,8.0,4,0.0,0.999,0.9919,False,False,0.7172,0.0001,0.0001,True,False,0.0,0.9997,0.9979,False,False,0.1202,0.5154,0.6059,False,False,0.1181,0.5089,0.7579,False,False,0.0,0.9998,0.9999,False,False,0.0,0.9997,0.9828,False,False
-50.0,-30.0,6.0,4,0.0,0.999,0.9919,False,False,0.7172,0.0001,0.0001,True,False,0.0,0.9997,0.9979,False,False,0.1202,0.5154,0.6059,False,False,0.1181,0.5089,0.7579,False,False,0.0,0.9998,0.9999,False,False,0.0,0.9997,0.9828,False,False
-50.0,-30.0,8.0,4,0.0,0.999,0.9919,False,False,0.7172,0.0001,0.0001,True,False,0.0,0.9997,0.9979,False,False,0.1202,0.5154,0.6059,False,False,0.1181,0.5089,0.7579,False,False,0.0,0.9998,0.9999,False,False,0.0,0.9997,0.9828,False,False
-56.0,-30.0,2.0,5,0.0,0.9988,0.9777,False,False,0.7223,0.0001,0.0002,True,False,0.0,0.9997,0.9989,False,False,0.1114,0.5802,0.5979,False,False,0.1608,0.3208,0.4131,False,False,0.0,0.9996,0.9967,False,False,0.0,0.9997,0.9316,False,False
-56.0,-28.0,2.0,6,0.0006,0.9857,0.9677,False,False,0.6129,0.0002,0.0002,True,False,0.0,0.9965,0.9699,False,False,0.1163,0.5399,0.6743,False,False,0.1447,0.3627,0.4982,False,False,0.0,0.9728,0.9739,False,False,0.0481,0.8226,0.2859,False,False
-56.0,-28.0,4.0,5,0.0,0.9986,0.9915,False,False,0.7223,0.0001,0.0002,True,False,0.0,0.9999,1.0,False,False,0.1164,0.5453,0.6688,False,False,0.1427,0.3858,0.5996,False,False,0.0,0.9997,1.0,False,False,0.0,0.9995,0.9846,False,False
-56.0,-28.0,6.0,5,0.0,0.9986,0.9915,False,False,0.7223,0.0001,0.0002,True,False,0.0,0.9999,1.0,False,False,0.1164,0.5453,0.6688,False,False,0.1427,0.3858,0.5996,False,False,0.0,0.9997,1.0,False,False,0.0,0.9995,0.9846,False,False
-56.0,-26.0,0.0,9,0.2126,0.0268,0.7104,False,False,0.3337,0.0026,0.0013,True,False,0.0002,0.9802,0.9765,False,False,0.1281,0.4523,0.7538,False,False,0.133,0.3786,0.4345,False,False,0.1345,0.2286,0.9641,False,False,0.0975,0.5505,0.2204,False,False
-56.0,-24.0,0.0,11,0.1606,0.1447,0.6062,False,False,0.3449,0.0008,0.0002,True,False,0.0001,0.99,0.9899,False,False,0.1281,0.4476,0.8334,False,False,0.133,0.3686,0.3614,False,False,0.1227,0.2534,0.9802,False,False,0.1051,0.4901,0.1233,False,False
-56.0,-24.0,2.0,10,0.1464,0.2456,0.5728,False,False,0.4052,0.0003,0.0003,True,False,0.0,0.9974,0.9956,False,False,0.1185,0.5422,0.8846,False,False,0.1315,0.4066,0.5492,False,False,0.0623,0.579,0.986,False,False,0.1007,0.5287,0.058,False,False
-56.0,-24.0,4.0,10,0.1464,0.2456,0.5728,False,False,0.4052,0.0003,0.0003,True,False,0.0,0.9974,0.9956,False,False,0.1185,0.5422,0.8846,False,False,0.1315,0.4066,0.5492,False,False,0.0623,0.579,0.986,False,False,0.1007,0.5287,0.058,False,False
-56.0,-24.0,6.0,10,0.1464,0.2456,0.5728,False,False,0.4052,0.0003,0.0003,True,False,0.0,0.9974,0.9956,False,False,0.1185,0.5422,0.8846,False,False,0.1315,0.4066,0.5492,False,False,0.0623,0.579,0.986,False,False,0.1007,0.5287,0.058,False,False
-56.0,-24.0,8.0,4,0.0,0.9991,0.9921,False,False,0.7261,0.0001,0.0002,True,False,0.0,0.9999,1.0,False,False,0.1138,0.548,0.6463,False,False,0.1545,0.3549,0.5853,False,False,0.0,0.9999,1.0,False,False,0.0,0.9998,0.9874,False,False
-56.0,-22.0,0.0,10,0.1866,0.0575,0.5735,False,False,0.3393,0.0011,0.0002,True,False,0.0001,0.9917,0.9922,False,False,0.1278,0.4498,0.8291,False,False,0.1289,0.4161,0.4874,False,False,0.1286,0.2366,0.9854,False,False,0.1013,0.5242,0.1243,False,False
-56.0,-22.0,2.0,10,0.1464,0.2456,0.5728,False,False,0.4052,0.0003,0.0003,True,False,0.0,0.9974,0.9956,False,False,0.1185,0.5422,0.8846,False,False,0.1315,0.4066,0.5492,False,False,0.0623,0.579,0.986,False,False,0.1007,0.5287,0.058,False,False
-56.0,-22.0,4.0,10,0.1464,0.2456,0.5728,False,False,0.4052,0.0003,0.0003,True,False,0.0,0.9974,0.9956,False,False,0.1185,0.5422,0.8846,False,False,0.1315,0.4066,0.5492,False,False,0.0623,0.579,0.986,False,False,0.1007,0.5287,0.058,False,False
-56.0,-22.0,6.0,10,0.1464,0.2456,0.5728,False,False,0.4052,0.0003,0.0003,True,False,0.0,0.9974,0.9956,False,False,0.1185,0.5422,0.8846,False,False,0.1315,0.4066,0.5492,False,False,0.0623,0.579,0.986,False,False,0.1007,0.5287,0.058,False,False
-56.0,-22.0,8.0,4,0.0,0.9991,0.9921,False,False,0.7261,0.0001,0.0002,True,False,0.0,0.9999,1.0,False,False,0.1138,0.548,0.6463,False,False,0.1545,0.3549,0.5853,False,False,0.0,0.9999,1.0,False,False,0.0,0.9998,0.9874,False,False
-54.0,-30.0,2.0,5,0.0,0.9988,0.9777,False,False,0.7223,0.0001,0.0002,True,False,0.0,0.9997,0.9989,False,False,0.1114,0.5802,0.5979,False,False,0.1608,0.3208,0.4131,False,False,0.0,0.9996,0.9967,False,False,0.0,0.9997,0.9316,False,False
-54.0,-28.0,2.0,7,0.0012,0.9702,0.9201,False,False,0.5035,0.0003,0.0006,True,False,0.0,0.9903,0.9506,False,False,0.1164,0.5569,0.7528,False,False,0.1427,0.3647,0.4326,False,False,0.0,0.9439,0.9669,False,False,0.0962,0.5711,0.1292,False,False
-54.0,-28.0,4.0,6,0.0771,0.7101,0.7671,False,False,0.5424,0.0002,0.0003,True,False,0.0001,0.9843,0.9143,False,False,0.1182,0.5295,0.7401,False,False,0.1243,0.4633,0.6624,False,False,0.0613,0.5928,0.8623,False,False,0.0481,0.8239,0.2483,False,False
-54.0,-28.0,6.0,6,0.0771,0.7101,0.7671,False,False,0.5424,0.0002,0.0003,True,False,0.0001,0.9843,0.9143,False,False,0.1182,0.5295,0.7401,False,False,0.1243,0.4633,0.6624,False,False,0.0613,0.5928,0.8623,False,False,0.0481,0.8239,0.2483,False,False
-54.0,-24.0,0.0,9,0.1542,0.2158,0.3943,False,False,0.3626,0.001,0.0007,True,False,0.0002,0.9817,0.9682,False,False,0.1274,0.4772,0.8592,False,False,0.1203,0.4725,0.4633,False,False,0.1227,0.2706,0.9747,False,False,0.1066,0.4723,0.1501,False,False
-54.0,-24.0,2.0,11,0.1469,0.2608,0.5053,False,False,0.3875,0.0003,0.0005,True,False,0.0,0.9969,0.9957,False,False,0.1199,0.555,0.8965,False,False,0.1203,0.4712,0.5762,False,False,0.0699,0.5335,0.9858,False,False,0.1051,0.4913,0.0579,False,False
-54.0,-24.0,4.0,11,0.1469,0.2608,0.5053,False,False,0.3875,0.0003,0.0005,True,False,0.0,0.9969,0.9957,False,False,0.1199,0.555,0.8965,False,False,0.1203,0.4712,0.5762,False,False,0.0699,0.5335,0.9858,False,False,0.1051,0.4913,0.0579,False,False
-54.0,-24.0,6.0,11,0.1469,0.2608,0.5053,False,False,0.3875,0.0003,0.0005,True,False,0.0,0.9969,0.9957,False,False,0.1199,0.555,0.8965,False,False,0.1203,0.4712,0.5762,False,False,0.0699,0.5335,0.9858,False,False,0.1051,0.4913,0.0579,False,False
-54.0,-24.0,8.0,4,0.0,0.9991,0.9921,False,False,0.7261,0.0001,0.0002,True,False,0.0,0.9999,1.0,False,False,0.1138,0.548,0.6463,False,False,0.1545,0.3549,0.5853,False,False,0.0,0.9999,1.0,False,False,0.0,0.9998,0.9874,False,False
-54.0,-22.0,0.0,9,0.1542,0.2158,0.3943,False,False,0.3626,0.001,0.0007,True,False,0.0002,0.9817,0.9682,False,False,0.1274,0.4772,0.8592,False,False,0.1203,0.4725,0.4633,False,False,0.1227,0.2706,0.9747,False,False,0.1066,0.4723,0.1501,False,False
-54.0,-22.0,2.0,11,0.1469,0.2608,0.5053,False,False,0.3875,0.0003,0.0005,True,False,0.0,0.9969,0.9957,False,False,0.1199,0.555,0.8965,False,False,0.1203,0.4712,0.5762,False,False,0.0699,0.5335,0.9858,False,False,0.1051,0.4913,0.0579,False,False
-54.0,-22.0,4.0,11,0.1469,0.2608,0.5053,False,False,0.3875,0.0003,0.0005,True,False,0.0,0.9969,0.9957,False,False,0.1199,0.555,0.8965,False,False,0.1203,0.4712,0.5762,False,False,0.0699,0.5335,0.9858,False,False,0.1051,0.4913,0.0579,False,False
-54.0,-22.0,6.0,11,0.1469,0.2608,0.5053,False,False,0.3875,0.0003,0.0005,True,False,0.0,0.9969,0.9957,False,False,0.1199,0.555,0.8965,False,False,0.1203,0.4712,0.5762,False,False,0.0699,0.5335,0.9858,False,False,0.1051,0.4913,0.0579,False,False
-54.0,-22.0,8.0,4,0.0,0.9991,0.9921,False,False,0.7261,0.0001,0.0002,True,False,0.0,0.9999,1.0,False,False,0.1138,0.548,0.6463,False,False,0.1545,0.3549,0.5853,False,False,0.0,0.9999,1.0,False,False,0.0,0.9998,0.9874,False,False
-52.0,-30.0,2.0,4,0.0204,0.9183,0.8407,False,False,0.6599,0.0003,0.0009,True,False,0.0,1.0,0.9996,False,False,0.1032,0.6158,0.733,False,False,0.1181,0.4978,0.5481,False,False,0.0,0.9982,0.9839,False,False,0.0009,0.9514,0.7516,False,False
-52.0,-30.0,4.0,3,0.0,0.9907,0.9646,False,False,0.7299,0.0001,0.0019,True,False,0.0,0.9981,0.9986,False,False,0.1162,0.5423,0.6517,False,False,0.0935,0.5876,0.8238,False,False,0.0,0.9978,0.9986,False,False,0.0,0.9965,0.9422,False,False
-52.0,-28.0,8.0,3,0.0,0.9907,0.9646,False,False,0.7299,0.0001,0.0019,True,False,0.0,0.9981,0.9986,False,False,0.1162,0.5423,0.6517,False,False,0.0935,0.5876,0.8238,False,False,0.0,0.9978,0.9986,False,False,0.0,0.9965,0.9422,False,False
-52.0,-26.0,0.0,8,0.1806,0.0938,0.3671,False,False,0.3538,0.0017,0.0007,True,False,0.0003,0.9747,0.9168,False,False,0.1237,0.4935,0.8723,False,False,0.1055,0.5558,0.6804,False,False,0.135,0.2352,0.9459,False,False,0.1007,0.5324,0.1928,False,False
-52.0,-26.0,2.0,9,0.1606,0.1675,0.4444,False,False,0.3626,0.0008,0.0012,True,False,0.0002,0.976,0.9455,False,False,0.1199,0.5479,0.8802,False,False,0.1049,0.5772,0.7788,False,False,0.1345,0.2287,0.9242,False,False,0.0962,0.5692,0.2201,False,False
-52.0,-26.0,4.0,9,0.1606,0.1675,0.4444,False,False,0.3626,0.0008,0.0012,True,False,0.0002,0.976,0.9455,False,False,0.1199,0.5479,0.8802,False,False,0.1049,0.5772,0.7788,False,False,0.1345,0.2287,0.9242,False,False,0.0962,0.5692,0.2201,False,False
-52.0,-26.0,6.0,9,0.1606,0.1675,0.4444,False,False,0.3626,0.0008,0.0012,True,False,0.0002,0.976,0.9455,False,False,0.1199,0.5479,0.8802,False,False,0.1049,0.5772,0.7788,False,False,0.1345,0.2287,0.9242,False,False,0.0962,0.5692,0.2201,False,False
-52.0,-26.0,8.0,3,0.0,0.9907,0.9646,False,False,0.7299,0.0001,0.0019,True,False,0.0,0.9981,0.9986,False,False,0.1162,0.5423,0.6517,False,False,0.0935,0.5876,0.8238,False,False,0.0,0.9978,0.9986,False,False,0.0,0.9965,0.9422,False,False
-52.0,-24.0,0.0,8,0.1806,0.0938,0.3671,False,False,0.3538,0.0017,0.0007,True,False,0.0003,0.9747,0.9168,False,False,0.1237,0.4935,0.8723,False,False,0.1055,0.5558,0.6804,False,False,0.135,0.2352,0.9459,False,False,0.1007,0.5324,0.1928,False,False
-52.0,-24.0,2.0,9,0.1606,0.1675,0.4444,False,False,0.3626,0.0008,0.0012,True,False,0.0002,0.976,0.9455,False,False,0.1199,0.5479,0.8802,False,False,0.1049,0.5772,0.7788,False,False,0.1345,0.2287,0.9242,False,False,0.0962,0.5692,0.2201,False,False
-52.0,-24.0,4.0,9,0.1606,0.1675,0.4444,False,False,0.3626,0.0008,0.0012,True,False,0.0002,0.976,0.9455,False,False,0.1199,0.5479,0.8802,False,False,0.1049,0.5772,0.7788,False,False,0.1345,0.2287,0.9242,False,False,0.0962,0.5692,0.2201,False,False
-52.0,-24.0,6.0,9,0.1606,0.1675,0.4444,False,False,0.3626,0.0008,0.0012,True,False,0.0002,0.976,0.9455,False,False,0.1199,0.5479,0.8802,False,False,0.1049,0.5772,0.7788,False,False,0.1345,0.2287,0.9242,False,False,0.0962,0.5692,0.2201,False,False
-52.0,-24.0,8.0,3,0.0,0.9907,0.9646,False,False,0.7299,0.0001,0.0019,True,False,0.0,0.9981,0.9986,False,False,0.1162,0.5423,0.6517,False,False,0.0935,0.5876,0.8238,False,False,0.0,0.9978,0.9986,False,False,0.0,0.9965,0.9422,False,False
-52.0,-22.0,0.0,8,0.1806,0.0938,0.3671,False,False,0.3538,0.0017,0.0007,True,False,0.0003,0.9747,0.9168,False,False,0.1237,0.4935,0.8723,False,False,0.1055,0.5558,0.6804,False,False,0.135,0.2352,0.9459,False,False,0.1007,0.5324,0.1928,False,False
-52.0,-22.0,2.0,9,0.1606,0.1675,0.4444,False,False,0.3626,0.0008,0.0012,True,False,0.0002,0.976,0.9455,False,False,0.1199,0.5479,0.8802,False,False,0.1049,0.5772,0.7788,False,False,0.1345,0.2287,0.9242,False,False,0.0962,0.5692,0.2201,False,False
-52.0,-22.0,4.0,9,0.1606,0.1675,0.4444,False,False,0.3626,0.0008,0.0012,True,False,0.0002,0.976,0.9455,False,False,0.1199,0.5479,0.8802,False,False,0.1049,0.5772,0.7788,False,False,0.1345,0.2287,0.9242,False,False,0.0962,0.5692,0.2201,False,False
-52.0,-22.0,6.0,9,0.1606,0.1675,0.4444,False,False,0.3626,0.0008,0.0012,True,False,0.0002,0.976,0.9455,False,False,0.1199,0.5479,0.8802,False,False,0.1049,0.5772,0.7788,False,False,0.1345,0.2287,0.9242,False,False,0.0962,0.5692,0.2201,False,False
-52.0,-22.0,8.0,3,0.0,0.9907,0.9646,False,False,0.7299,0.0001,0.0019,True,False,0.0,0.9981,0.9986,False,False,0.1162,0.5423,0.6517,False,False,0.0935,0.5876,0.8238,False,False,0.0,0.9978,0.9986,False,False,0.0,0.9965,0.9422,False,False
-50.0,-30.0,2.0,4,0.0204,0.9183,0.8407,False,False,0.6599,0.0003,0.0009,True,False,0.0,1.0,0.9996,False,False,0.1032,0.6158,0.733,False,False,0.1181,0.4978,0.5481,False,False,0.0,0.9982,0.9839,False,False,0.0009,0.9514,0.7516,False,False
