condition,band_idx,band_lo,band_hi,band,time_bin,kind,impurity_importance,importance
audio,0,1.0,4.0,1-4Hz,0,ersp,0.00019917235558848534,0.00019917235558848534
audio,0,1.0,4.0,1-4Hz,1,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,2,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,3,ersp,5.792080469161331e-05,5.792080469161331e-05
audio,0,1.0,4.0,1-4Hz,4,ersp,2.4418609407351292e-05,2.4418609407351292e-05
audio,0,1.0,4.0,1-4Hz,5,ersp,4.3016839739179176e-05,4.3016839739179176e-05
audio,0,1.0,4.0,1-4Hz,6,ersp,0.00018513702991834337,0.00018513702991834337
audio,0,1.0,4.0,1-4Hz,7,ersp,0.00029130594707850227,0.00029130594707850227
audio,0,1.0,4.0,1-4Hz,8,ersp,5.534961163321504e-06,5.534961163321504e-06
audio,0,1.0,4.0,1-4Hz,9,ersp,3.915135982763742e-05,3.915135982763742e-05
audio,0,1.0,4.0,1-4Hz,10,ersp,7.233425466445566e-05,7.233425466445566e-05
audio,0,1.0,4.0,1-4Hz,11,ersp,4.246754443223894e-05,4.246754443223894e-05
audio,0,1.0,4.0,1-4Hz,12,ersp,4.662777721787278e-05,4.662777721787278e-05
audio,0,1.0,4.0,1-4Hz,13,ersp,5.6391698201613274e-05,5.6391698201613274e-05
audio,0,1.0,4.0,1-4Hz,14,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,15,ersp,4.079598992737587e-05,4.079598992737587e-05
audio,0,1.0,4.0,1-4Hz,16,ersp,2.1990539910085344e-05,2.1990539910085344e-05
audio,0,1.0,4.0,1-4Hz,17,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,18,ersp,2.0926499474388003e-05,2.0926499474388003e-05
audio,0,1.0,4.0,1-4Hz,19,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,20,ersp,4.032558879489044e-05,4.032558879489044e-05
audio,0,1.0,4.0,1-4Hz,21,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,22,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,23,ersp,6.979290744883668e-06,6.979290744883668e-06
audio,0,1.0,4.0,1-4Hz,24,ersp,2.776477201285401e-05,2.776477201285401e-05
audio,0,1.0,4.0,1-4Hz,25,ersp,1.0119306781678155e-05,1.0119306781678155e-05
audio,0,1.0,4.0,1-4Hz,26,ersp,3.0240250641782006e-05,3.0240250641782006e-05
audio,0,1.0,4.0,1-4Hz,27,ersp,1.3191360734658703e-05,1.3191360734658703e-05
audio,0,1.0,4.0,1-4Hz,28,ersp,1.456788088181144e-05,1.456788088181144e-05
audio,0,1.0,4.0,1-4Hz,29,ersp,1.5629421403677055e-05,1.5629421403677055e-05
audio,0,1.0,4.0,1-4Hz,30,ersp,0.0001386397801201102,0.0001386397801201102
audio,0,1.0,4.0,1-4Hz,31,ersp,1.687395842498699e-05,1.687395842498699e-05
audio,0,1.0,4.0,1-4Hz,32,ersp,5.56242627957868e-05,5.56242627957868e-05
audio,0,1.0,4.0,1-4Hz,33,ersp,0.00010122758806308255,0.00010122758806308255
audio,0,1.0,4.0,1-4Hz,34,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,35,ersp,4.960281720202966e-05,4.960281720202966e-05
audio,0,1.0,4.0,1-4Hz,36,ersp,1.6774735038023925e-05,1.6774735038023925e-05
audio,0,1.0,4.0,1-4Hz,37,ersp,5.646017347619126e-05,5.646017347619126e-05
audio,0,1.0,4.0,1-4Hz,38,ersp,0.00013165184261149218,0.00013165184261149218
audio,0,1.0,4.0,1-4Hz,39,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,40,ersp,0.00010059441551321751,0.00010059441551321751
audio,0,1.0,4.0,1-4Hz,41,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,42,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,43,ersp,3.311949706665492e-05,3.311949706665492e-05
audio,0,1.0,4.0,1-4Hz,44,ersp,2.460293310995898e-05,2.460293310995898e-05
audio,0,1.0,4.0,1-4Hz,45,ersp,9.304397627746662e-05,9.304397627746662e-05
audio,0,1.0,4.0,1-4Hz,46,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,47,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,48,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,49,ersp,4.5058192872806676e-05,4.5058192872806676e-05
audio,0,1.0,4.0,1-4Hz,50,ersp,0.00023343098583643667,0.00023343098583643667
audio,0,1.0,4.0,1-4Hz,51,ersp,1.4718615428140258e-05,1.4718615428140258e-05
audio,0,1.0,4.0,1-4Hz,52,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,53,ersp,6.36734411834265e-05,6.36734411834265e-05
audio,0,1.0,4.0,1-4Hz,54,ersp,6.853150931530946e-05,6.853150931530946e-05
audio,0,1.0,4.0,1-4Hz,55,ersp,6.886735380853826e-05,6.886735380853826e-05
audio,0,1.0,4.0,1-4Hz,56,ersp,2.7927267646191104e-05,2.7927267646191104e-05
audio,0,1.0,4.0,1-4Hz,57,ersp,5.8726500181259244e-05,5.8726500181259244e-05
audio,0,1.0,4.0,1-4Hz,58,ersp,1.3986714270699605e-05,1.3986714270699605e-05
audio,0,1.0,4.0,1-4Hz,59,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,60,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,61,ersp,1.534128723451856e-05,1.534128723451856e-05
audio,0,1.0,4.0,1-4Hz,62,ersp,0.00010649678833637763,0.00010649678833637763
audio,0,1.0,4.0,1-4Hz,63,ersp,4.108277561409938e-05,4.108277561409938e-05
audio,0,1.0,4.0,1-4Hz,64,ersp,6.547421005758712e-05,6.547421005758712e-05
audio,0,1.0,4.0,1-4Hz,65,ersp,1.814040130944108e-05,1.814040130944108e-05
audio,0,1.0,4.0,1-4Hz,66,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,67,ersp,5.337164824830428e-05,5.337164824830428e-05
audio,0,1.0,4.0,1-4Hz,68,ersp,3.3260800093138156e-05,3.3260800093138156e-05
audio,0,1.0,4.0,1-4Hz,69,ersp,8.85482894680004e-05,8.85482894680004e-05
audio,0,1.0,4.0,1-4Hz,70,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,71,ersp,6.125464889777872e-05,6.125464889777872e-05
audio,0,1.0,4.0,1-4Hz,72,ersp,7.855050206711572e-05,7.855050206711572e-05
audio,0,1.0,4.0,1-4Hz,73,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,74,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,75,ersp,5.299682205181405e-07,5.299682205181405e-07
audio,0,1.0,4.0,1-4Hz,76,ersp,9.919036603965783e-05,9.919036603965783e-05
audio,0,1.0,4.0,1-4Hz,77,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,78,ersp,2.7494079128435522e-05,2.7494079128435522e-05
audio,0,1.0,4.0,1-4Hz,79,ersp,9.84704395189248e-06,9.84704395189248e-06
audio,0,1.0,4.0,1-4Hz,80,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,81,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,82,ersp,1.946177051511517e-06,1.946177051511517e-06
audio,0,1.0,4.0,1-4Hz,83,ersp,0.0002946882919989357,0.0002946882919989357
audio,0,1.0,4.0,1-4Hz,84,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,85,ersp,8.66121435702912e-05,8.66121435702912e-05
audio,0,1.0,4.0,1-4Hz,86,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,87,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,88,ersp,1.761837224972849e-05,1.761837224972849e-05
audio,0,1.0,4.0,1-4Hz,89,ersp,4.430598750849623e-05,4.430598750849623e-05
audio,0,1.0,4.0,1-4Hz,90,ersp,3.616725904346949e-05,3.616725904346949e-05
audio,0,1.0,4.0,1-4Hz,91,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,92,ersp,9.49645457976867e-05,9.49645457976867e-05
audio,0,1.0,4.0,1-4Hz,93,ersp,1.3310509529173234e-05,1.3310509529173234e-05
audio,0,1.0,4.0,1-4Hz,94,ersp,6.85475660808698e-05,6.85475660808698e-05
audio,0,1.0,4.0,1-4Hz,95,ersp,6.071647279660643e-05,6.071647279660643e-05
audio,0,1.0,4.0,1-4Hz,96,ersp,1.426435843472277e-05,1.426435843472277e-05
audio,0,1.0,4.0,1-4Hz,97,ersp,6.079888056795274e-05,6.079888056795274e-05
audio,0,1.0,4.0,1-4Hz,98,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,99,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,100,ersp,8.066449602154945e-05,8.066449602154945e-05
audio,0,1.0,4.0,1-4Hz,101,ersp,5.202425759731519e-05,5.202425759731519e-05
audio,0,1.0,4.0,1-4Hz,102,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,103,ersp,4.171972495870795e-05,4.171972495870795e-05
audio,0,1.0,4.0,1-4Hz,104,ersp,8.040239642320736e-07,8.040239642320736e-07
audio,0,1.0,4.0,1-4Hz,105,ersp,8.362872320478514e-05,8.362872320478514e-05
audio,0,1.0,4.0,1-4Hz,106,ersp,0.00010409327347426231,0.00010409327347426231
audio,0,1.0,4.0,1-4Hz,107,ersp,0.0002464331201749187,0.0002464331201749187
audio,0,1.0,4.0,1-4Hz,108,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,109,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,110,ersp,3.139714280657375e-05,3.139714280657375e-05
audio,0,1.0,4.0,1-4Hz,111,ersp,2.8725767673914966e-05,2.8725767673914966e-05
audio,0,1.0,4.0,1-4Hz,112,ersp,9.992212077187534e-05,9.992212077187534e-05
audio,0,1.0,4.0,1-4Hz,113,ersp,2.1252462422761896e-05,2.1252462422761896e-05
audio,0,1.0,4.0,1-4Hz,114,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,115,ersp,3.0412069542884614e-07,3.0412069542884614e-07
audio,0,1.0,4.0,1-4Hz,116,ersp,2.507532204406043e-05,2.507532204406043e-05
audio,0,1.0,4.0,1-4Hz,117,ersp,3.860462406304304e-05,3.860462406304304e-05
audio,0,1.0,4.0,1-4Hz,118,ersp,0.00021510557674634466,0.00021510557674634466
