sample_idx,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
0,3,5,5,6,6,7,5,2,4,4,12,0,3,12,11,2,19,10,21,10,7,7,15,26,20,2
1,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
2,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
3,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
4,3,5,5,6,6,9,0,11,4,4,12,9,3,12,11,2,19,10,21,10,7,7,15,26,20,2
5,1,1,5,6,6,9,0,11,4,4,12,9,3,12,16,2,19,10,21,10,7,7,15,26,20,2
6,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
7,3,5,5,2,1,7,4,2,3,4,12,14,3,12,11,2,19,10,21,10,7,7,15,26,20,2
8,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
9,1,1,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
10,1,1,3,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
11,3,5,5,6,6,9,0,11,4,4,12,9,3,12,11,2,19,10,21,10,7,7,15,26,20,2
12,1,1,3,0,2,7,10,10,5,5,14,10,8,12,16,2,19,10,21,10,7,7,20,26,20,15
13,3,5,5,2,1,7,4,2,3,3,1,14,1,1,1,7,5,15,16,17,9,13,9,26,20,8
14,3,5,5,2,1,7,4,2,3,3,1,14,1,1,1,7,5,15,16,14,11,20,9,20,2,8
15,3,5,5,2,1,7,4,2,3,3,1,14,1,1,1,7,5,10,16,10,7,7,15,26,20,2
16,3,5,5,2,1,7,4,2,3,3,1,14,1,12,1,2,19,10,16,10,7,7,15,26,20,2
17,3,5,5,3,1,9,4,11,4,4,12,9,3,12,8,2,19,10,21,10,7,7,15,26,20,2
18,3,5,5,3,1,4,4,11,4,4,12,9,3,12,8,2,19,10,21,10,7,7,15,26,20,2
19,3,5,5,6,8,4,1,11,4,4,12,12,3,12,11,2,19,10,21,10,7,7,15,26,20,2
20,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
21,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
22,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
23,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
24,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
25,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
26,3,5,5,6,6,9,4,11,4,4,12,9,3,12,11,2,19,10,21,10,7,7,15,26,20,2
27,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
28,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
29,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
30,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
31,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
32,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
33,3,5,5,6,6,9,0,11,4,4,12,4,3,12,11,2,19,10,21,10,7,7,15,26,20,2
34,4,2,2,7,5,8,4,6,2,2,5,8,15,0,16,2,19,10,21,10,7,7,15,26,20,2
35,3,5,5,2,1,6,4,4,0,0,6,3,7,12,8,2,19,10,21,10,7,7,15,26,20,2
