k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator
5,0.5069311618804931,0.4474894404411316,0.5554730296134949,50,0.8,kmeans
6,0.4939348101615906,0.3540564477443695,0.6478275656700134,50,0.8,kmeans
7,0.49660421695028034,0.303340882062912,0.7445215582847595,50,0.8,kmeans
8,0.504422090947628,0.30642667412757874,0.7335000038146973,50,0.8,kmeans
9,0.4688913689719306,0.28373515605926514,0.7218001484870911,50,0.8,kmeans
10,0.4769583076238632,0.30882784724235535,0.7075573205947876,50,0.8,kmeans
11,0.4925133260813626,0.2987212836742401,0.7826576828956604,50,0.8,kmeans
12,0.5017406990130743,0.2876642346382141,0.9079880714416504,50,0.8,kmeans
