sample_idx,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
200,7,0,0,2,4,5,6,14,4,12,2
201,0,2,1,11,8,10,5,1,9,0,12
202,7,1,8,7,1,5,6,11,4,12,9
203,7,0,0,2,4,9,6,14,4,12,2
204,9,7,6,12,6,11,15,10,5,9,1
205,7,0,0,2,4,5,6,14,1,12,2
206,9,7,6,12,6,9,7,10,5,1,1
207,7,0,0,2,4,9,7,5,1,1,3
208,5,1,8,7,1,14,9,11,4,3,14
209,7,0,0,2,4,5,6,14,4,12,2
210,5,4,2,6,1,14,6,2,4,3,14
211,9,0,6,12,6,9,7,14,1,1,2
212,9,0,6,12,6,9,7,14,1,1,3
213,7,0,0,2,4,5,6,5,1,2,3
214,9,7,6,12,6,11,15,10,5,9,1
215,9,7,6,12,6,11,15,10,5,9,1
216,6,2,7,11,0,10,12,1,0,0,5
217,9,7,6,12,6,9,7,10,5,9,1
218,9,7,6,12,6,9,7,10,5,9,1
219,9,0,6,12,6,9,7,14,1,1,2
220,9,0,6,2,4,9,7,14,1,1,2
221,7,0,0,2,4,9,7,14,1,1,2
222,9,7,6,12,6,9,7,10,5,9,1
223,7,1,8,7,1,5,6,11,4,12,9
224,9,7,6,12,6,11,15,10,5,9,1
225,9,0,6,12,6,9,7,14,1,1,2
226,9,7,6,12,6,11,15,10,5,9,1
227,9,7,6,12,6,11,7,10,5,9,1
228,9,0,6,12,6,9,7,14,5,1,2
229,9,7,6,12,6,9,7,10,5,9,1
230,7,0,0,2,4,5,6,14,1,12,2
231,9,0,6,12,6,9,7,14,1,16,3
232,9,7,6,12,6,11,15,10,5,9,1
233,7,0,0,2,4,5,6,14,1,1,2
234,7,0,0,2,4,9,7,14,1,1,2
235,7,0,0,2,4,9,7,14,1,1,2
236,7,0,0,2,4,5,6,14,1,12,2
237,7,0,0,2,4,9,7,14,1,1,2
238,9,0,6,2,4,9,7,14,1,1,2
239,7,1,8,7,1,5,6,11,4,12,9
240,7,1,8,7,1,5,6,11,4,12,9
241,7,0,0,2,4,5,6,14,1,12,2
242,7,0,0,2,4,9,7,14,1,1,2
243,7,10,0,9,4,5,6,5,1,12,19
244,7,1,0,7,1,5,6,11,4,12,19
245,7,0,0,2,4,5,6,14,4,12,2
246,9,0,6,12,4,9,7,14,1,1,2
247,9,7,6,12,6,9,7,14,5,1,2
248,9,7,6,12,6,9,7,10,5,9,1
249,9,0,6,12,6,9,7,14,1,1,2
250,7,0,0,2,4,9,7,14,1,1,2
251,9,7,6,12,6,11,15,10,5,9,1
252,9,7,6,12,6,9,7,10,5,9,1
253,9,0,6,12,6,9,7,14,1,1,2
254,7,0,0,2,4,5,6,14,1,12,2
255,9,7,6,12,6,9,7,10,5,9,1
256,9,0,6,12,6,9,7,14,5,1,2
257,9,0,6,12,6,9,7,14,1,1,2
258,9,0,6,12,6,9,7,14,5,1,2
259,9,7,6,12,6,9,7,10,5,9,1
260,7,1,8,7,1,5,6,11,4,12,9
261,7,0,0,2,4,5,6,14,1,12,2
262,7,0,0,2,4,5,6,14,1,12,2
263,7,0,0,2,4,9,7,14,1,1,2
264,9,0,6,2,4,9,7,14,1,1,2
265,9,0,6,12,6,9,7,14,1,1,2
266,7,0,0,2,4,5,6,14,4,12,2
267,8,5,10,9,12,4,1,7,15,17,8
268,1,10,5,9,2,1,1,5,15,2,19
269,9,0,0,2,4,9,7,14,1,1,2
270,5,1,8,7,1,14,9,11,14,4,9
271,7,1,8,7,1,5,6,11,14,4,9
272,1,10,5,9,2,5,1,5,15,2,19
273,1,10,5,9,2,1,1,7,15,2,19
274,1,10,5,9,2,5,1,0,12,2,3
275,1,10,5,9,2,1,1,7,15,2,19
276,7,1,8,7,1,14,6,11,4,12,19
277,5,1,8,7,1,14,9,11,14,4,9
278,7,1,8,7,1,5,6,11,4,12,9
279,7,10,0,2,4,5,6,5,15,12,19
280,7,0,0,2,4,5,6,14,4,12,2
281,5,1,8,7,1,14,9,11,14,4,9
282,1,10,5,9,2,5,1,5,15,2,19
283,1,10,5,9,2,5,1,5,15,2,19
284,4,3,3,4,9,3,14,12,11,18,15
285,0,7,1,11,8,11,15,10,9,9,12
286,7,1,8,7,1,5,6,11,15,12,19
287,7,1,8,7,1,14,6,11,4,12,9
288,1,10,5,9,2,1,1,7,15,2,0
289,8,5,10,5,12,4,13,13,7,17,18
290,1,10,5,9,2,1,1,5,15,2,19
291,1,10,5,9,2,1,1,5,15,2,19
292,1,10,5,9,2,1,1,5,15,2,3
293,3,6,9,1,5,7,10,9,2,10,18
294,7,0,0,2,4,5,6,5,1,2,3
295,7,0,0,2,4,5,6,5,1,2,3
296,0,7,1,11,8,11,15,10,9,9,1
297,7,0,0,2,4,9,7,14,1,1,2
298,1,0,0,2,4,5,6,5,1,2,3
299,7,0,0,2,4,9,7,0,1,1,3
300,9,0,6,12,6,9,7,14,5,1,2
301,7,0,0,2,4,5,6,5,1,2,3
302,1,10,5,9,2,1,1,5,15,2,19
303,8,5,10,5,12,4,13,13,7,10,18
304,4,3,3,4,9,3,3,12,13,16,15
305,1,10,5,9,2,1,1,5,15,2,19
306,4,3,3,4,9,3,3,12,13,16,15
307,5,1,8,7,1,14,9,11,14,4,9
308,5,1,8,7,1,14,9,11,14,4,9
309,5,1,8,7,1,14,9,11,14,4,9
310,5,1,8,7,1,14,9,11,14,4,9
311,5,1,8,7,1,14,9,11,4,4,9
312,8,5,10,5,12,4,1,13,7,17,0
313,8,5,10,5,12,4,13,13,7,17,8
314,1,10,5,9,2,1,3,5,15,2,3
315,1,10,5,9,2,1,3,5,13,16,3
316,1,10,5,9,2,1,1,5,15,2,19
317,4,10,5,4,2,3,3,12,13,16,15
318,3,6,9,1,5,7,10,9,2,8,0
319,9,7,6,12,6,11,15,10,5,9,1
320,5,4,2,6,1,14,9,2,14,3,14
321,5,1,8,7,1,14,9,11,14,4,14
322,9,0,6,2,4,9,7,14,1,1,2
323,4,3,6,4,9,3,3,12,13,16,3
