cluster_id,n_total,n_unknown,entropy_bits,purity,top_region,top_proportion,top_3_json
0,207,116,3.3684449384266033,0.26373626373626374,middletemporal,0.264,"[[""middletemporal"", 0.264], [""inferiortemporal"", 0.198], [""superiortemporal"", 0.121]]"
1,72,7,3.0844244257387334,0.2,parsopercularis,0.2,"[[""parsopercularis"", 0.2], [""rostralmiddlefrontal"", 0.2], [""insula"", 0.123]]"
2,119,45,3.959247524954784,0.14864864864864866,superiortemporal,0.149,"[[""superiortemporal"", 0.149], [""lateraloccipital"", 0.122], [""inferiortemporal"", 0.095]]"
5,204,93,3.6286581996623912,0.1891891891891892,insula,0.189,"[[""insula"", 0.189], [""postcentral"", 0.135], [""supramarginal"", 0.108]]"
6,216,93,3.6904163270747405,0.21138211382113822,middletemporal,0.211,"[[""middletemporal"", 0.211], [""inferiortemporal"", 0.114], [""supramarginal"", 0.098]]"
7,26,15,0.0,1.0,lateraloccipital,1.0,"[[""lateraloccipital"", 1.0]]"
8,133,45,3.691362757886992,0.20454545454545456,superiortemporal,0.205,"[[""superiortemporal"", 0.205], [""lateralorbitofrontal"", 0.136], [""rostralmiddlefrontal"", 0.125]]"
9,262,142,3.784773706301894,0.15833333333333333,middletemporal,0.158,"[[""middletemporal"", 0.158], [""superiortemporal"", 0.1], [""insula"", 0.092]]"
10,34,30,1.5,0.5,middletemporal,0.5,"[[""middletemporal"", 0.5], [""supramarginal"", 0.25], [""superiortemporal"", 0.25]]"
11,91,87,1.0,0.5,inferiortemporal,0.5,"[[""inferiortemporal"", 0.5], [""middletemporal"", 0.5]]"
12,364,193,3.9044594322632697,0.15204678362573099,postcentral,0.152,"[[""postcentral"", 0.152], [""middletemporal"", 0.14], [""inferiortemporal"", 0.105]]"
13,237,184,2.787386372435071,0.39622641509433965,middletemporal,0.396,"[[""middletemporal"", 0.396], [""inferiortemporal"", 0.151], [""superiorfrontal"", 0.094]]"
15,130,95,2.762575237258259,0.37142857142857144,insula,0.371,"[[""insula"", 0.371], [""inferiortemporal"", 0.143], [""supramarginal"", 0.143]]"
