method,group,n_left_out,ari,degenerate
kmeans,EL030,77,0.5862099504805132,False
kmeans,EL033,74,0.6300093774677942,False
kmeans,EL034,55,0.6069054418562367,False
kmeans,EL035,40,0.8920574825954974,False
kmeans,EL036,26,0.6803973946448998,False
kmeans,EL037,51,0.5979149671155144,False
kmeans,EL038,72,0.5173019754221094,False
kmeans,EL040,30,0.890109049114381,False
kmeans,EL042,103,0.6709151433021006,False
kmeans,EL043,74,0.6397417789783335,False
kmeans,EL045,81,0.6127799614280992,False
kmeans,EL046,86,0.6828524884259519,False
kmeans,EL048,15,0.8810475773336546,False
kmeans,PAT_2868,6,0.7636623628146895,False
kmeans,PAT_3066,28,0.7392095291277035,False
kmeans,PAT_3390,18,0.655742425024099,False
kmeans,PAT_3455,36,0.5794843990271161,False
kmeans,PAT_3780,47,0.8361384491675979,False
kmeans,PAT_3965,80,0.6529485747187089,False
kmeans,PAT_3975,67,0.5407264600706739,False
kmeans,PAT_5515,12,0.6746399586627445,False
kmeans,PAT_5533,41,0.7456593463144815,False
kmeans,PAT_6619,144,0.7862634410567998,False
kmeans,PAT_6684,72,0.8841500509552702,False
kmeans,PAT_6704,46,0.4865609744892579,False
kmeans,PAT_6854,143,0.8650970745754185,False
kmeans,PAT_6953,156,0.6161349259496365,False
hierarchical,EL030,77,0.5594521936463979,False
hierarchical,EL033,74,0.4421902022135116,False
hierarchical,EL034,55,0.4866065958089703,False
hierarchical,EL035,40,0.6032348814645944,False
hierarchical,EL036,26,0.5408469022996251,False
hierarchical,EL037,51,0.5189782004823493,False
hierarchical,EL038,72,0.6212910371171666,False
hierarchical,EL040,30,0.5196475979726084,False
hierarchical,EL042,103,0.6480830980162783,False
hierarchical,EL043,74,0.6241211557423956,False
hierarchical,EL045,81,0.4699674750463359,False
hierarchical,EL046,86,0.5732293060929023,False
hierarchical,EL048,15,0.5985543846740229,False
hierarchical,PAT_2868,6,0.736377375425799,False
hierarchical,PAT_3066,28,0.3898414068725756,False
hierarchical,PAT_3390,18,0.4730042108734187,False
hierarchical,PAT_3455,36,0.5469177842093685,False
hierarchical,PAT_3780,47,0.5503122662829726,False
hierarchical,PAT_3965,80,0.5461406042462967,False
hierarchical,PAT_3975,67,0.46180008269606326,False
hierarchical,PAT_5515,12,0.571793241214124,False
hierarchical,PAT_5533,41,0.4710051080610961,False
hierarchical,PAT_6619,144,0.5762843973288014,False
hierarchical,PAT_6684,72,0.4025834342914525,False
hierarchical,PAT_6704,46,0.5788428469153141,False
hierarchical,PAT_6854,143,0.5564811423945797,False
hierarchical,PAT_6953,156,0.5491243658258926,False
cnmf,EL030,77,0.5023454258152736,False
cnmf,EL033,74,0.468344016189974,False
cnmf,EL034,55,0.5323208350207121,False
cnmf,EL035,40,0.7358766807800325,False
cnmf,EL036,26,0.5958907293421674,False
cnmf,EL037,51,0.47078124741923033,False
cnmf,EL038,72,0.4899010158202137,False
cnmf,EL040,30,0.8670942476918837,False
cnmf,EL042,103,0.5396498446909028,False
cnmf,EL043,74,0.44782938651972537,False
cnmf,EL045,81,0.49447976274554706,False
cnmf,EL046,86,0.4782223889275392,False
cnmf,EL048,15,0.7486837547348199,False
cnmf,PAT_2868,6,0.5565891169134226,False
cnmf,PAT_3066,28,0.6264541442588083,False
cnmf,PAT_3390,18,0.5230291683421892,False
cnmf,PAT_3455,36,0.4713778371800033,False
cnmf,PAT_3780,47,0.5393560443346896,False
cnmf,PAT_3965,80,0.5663008272096646,False
cnmf,PAT_3975,67,0.4069908506857285,False
cnmf,PAT_5515,12,0.531100859223817,False
cnmf,PAT_5533,41,0.6959925352328579,False
cnmf,PAT_6619,144,0.7811000162427111,False
cnmf,PAT_6684,72,0.5690613110513093,False
cnmf,PAT_6704,46,0.4507789954513628,False
cnmf,PAT_6854,143,0.7370611103647109,False
cnmf,PAT_6953,156,0.5186420610957235,False
