method,method_label,space,home,silhouette,null_mean,null_sd,z,n_null
kmeans,k-means,dB,False,0.03780273163219836,0.06926967363144122,0.002075909009981828,-15.158150886159655,50
kmeans,k-means,unit-norm,True,0.0713868742405137,0.06048938852228277,0.0024390289379193773,4.467960813751994,50
hierarchical,Ward,dB,False,0.02947382563786218,0.03862219427340908,0.0037597995160156203,-2.4332065038514923,50
hierarchical,Ward,unit-norm,True,0.041977292957701334,0.034877575678769625,0.007644856178754691,0.9286920660014585,50
cnmf,convex NMF,dB,False,0.026747316529967022,0.03626601689854288,0.004294882045904926,-2.216289124319892,50
cnmf,convex NMF,unit-norm,True,0.05655842803807763,0.03336292035533616,0.0036991516807216547,6.2704938009506925,50
