sample_idx,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
55,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,19
56,0,4,2,0,5,8,5,10,5,12,4,13,13,7,17,8
57,0,4,2,0,5,8,5,10,5,12,4,13,13,7,17,8
58,3,2,4,7,4,7,0,0,2,4,9,6,14,1,1,2
59,4,4,1,2,8,1,10,5,9,2,5,1,5,15,2,19
60,4,2,1,2,8,7,0,0,2,4,5,6,14,1,12,2
61,4,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
62,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,19
63,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
64,0,4,1,2,8,1,10,5,9,2,1,3,5,13,2,3
65,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
66,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
67,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
68,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
69,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
70,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
71,4,1,5,7,2,7,0,0,2,4,9,6,14,4,12,2
72,4,1,5,7,2,7,0,0,2,4,5,6,14,1,12,2
73,4,1,5,6,2,7,1,8,7,1,5,6,11,4,12,9
74,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
75,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,14
76,2,1,5,6,6,5,4,2,6,7,8,2,2,3,3,14
77,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
78,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
79,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
80,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
81,4,2,1,2,8,7,0,0,2,4,5,6,5,1,12,2
82,4,4,1,2,8,7,0,0,2,4,5,6,5,1,12,19
83,4,4,1,2,8,7,0,0,2,4,5,6,5,1,12,19
84,4,4,1,2,8,7,0,0,2,4,5,6,5,1,12,19
85,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,14
86,2,5,3,3,6,2,8,4,10,3,2,8,8,6,3,14
87,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,14
88,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,14
89,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,14
90,3,2,4,7,4,9,4,2,6,7,8,2,2,3,3,2
91,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,0
92,0,4,1,2,8,1,10,5,9,2,1,1,7,15,8,0
93,0,4,2,0,0,3,6,9,1,2,7,1,7,2,8,0
94,0,4,2,0,0,3,6,9,1,5,7,10,7,2,8,0
95,0,4,2,0,0,3,6,9,1,5,7,10,7,2,8,0
96,0,4,2,0,0,3,6,9,1,5,7,10,7,2,8,0
97,3,2,1,7,8,7,0,0,2,4,5,7,0,12,1,3
98,4,4,1,2,8,7,0,0,2,2,5,1,0,12,2,3
99,0,4,1,2,8,7,10,0,2,2,5,1,0,12,2,3
100,0,2,1,2,8,7,0,0,2,2,5,3,0,12,2,3
101,0,4,1,2,8,1,10,0,2,2,5,1,0,12,2,3
102,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,19
103,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,0
104,0,4,1,2,8,1,10,5,9,2,1,1,7,12,2,0
105,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,0
106,3,2,4,7,4,9,7,6,12,6,9,7,0,5,1,2
107,3,2,4,7,4,9,0,0,2,4,9,7,0,12,1,2
108,3,2,4,7,4,7,0,0,2,4,9,7,0,12,1,2
109,4,1,5,6,2,7,1,0,2,1,5,6,0,12,4,9
110,4,1,5,6,2,7,0,0,2,4,5,6,0,12,1,9
111,3,2,4,7,4,9,0,0,2,4,9,7,14,1,1,2
112,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
113,0,0,2,0,0,3,6,9,1,5,7,10,9,2,8,0
114,0,4,2,0,0,3,6,9,1,5,7,10,7,2,8,0
115,4,1,5,6,2,7,1,0,7,1,5,6,11,4,12,9
116,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
117,3,2,4,7,4,9,7,6,12,6,9,7,0,12,1,3
118,0,0,6,4,8,4,3,3,4,2,3,3,0,12,2,3
119,0,0,6,4,1,4,3,3,4,2,3,3,0,12,16,3
120,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,0
121,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,0
122,0,4,1,2,8,1,10,5,9,2,1,1,0,12,2,3
123,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,3
124,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
125,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
126,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
127,3,2,4,7,4,9,0,6,2,6,9,7,0,12,1,2
128,3,2,4,7,4,7,0,0,2,4,9,7,0,12,1,2
129,3,2,4,7,4,7,0,0,2,4,9,7,0,12,1,2
130,3,2,4,7,4,9,7,6,12,6,11,7,10,5,9,1
131,3,2,4,7,4,9,0,6,12,6,9,7,0,12,1,2
132,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
133,3,2,4,7,4,9,7,6,12,6,9,7,0,12,1,1
134,0,4,1,2,8,7,0,0,2,2,5,1,0,12,2,3
135,0,2,1,2,8,7,0,0,2,2,5,1,0,12,2,3
136,0,4,1,2,8,7,0,0,2,2,5,1,0,12,2,3
137,4,1,1,2,8,7,0,0,2,4,5,6,5,1,12,19
138,4,1,5,6,2,7,1,0,7,1,5,6,11,4,12,9
139,4,1,5,6,2,7,1,8,7,1,5,6,11,4,12,9
140,4,1,5,6,2,7,1,8,7,1,5,6,11,4,12,9
141,4,1,1,2,8,7,0,0,2,4,5,6,5,1,12,19
142,4,1,5,6,2,7,0,0,2,4,5,6,14,4,12,2
143,0,2,1,2,8,7,0,0,2,2,5,3,0,12,2,3
144,0,4,1,2,8,7,10,0,2,2,5,1,0,12,2,3
145,0,4,1,2,8,7,10,0,2,2,5,1,0,12,2,3
146,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
147,3,2,4,7,4,7,0,0,2,4,5,7,0,12,1,2
148,3,2,4,7,4,9,0,0,2,4,9,7,0,12,1,3
149,0,0,1,2,8,4,0,0,2,2,3,3,0,12,2,3
150,0,0,1,2,8,1,10,5,9,2,1,1,0,12,2,3
151,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,0
152,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,0
153,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,0
154,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
155,4,4,1,2,8,7,0,0,2,4,5,6,5,1,12,19
156,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
157,4,1,5,6,2,5,4,2,6,7,8,2,2,3,13,11
158,4,1,5,6,2,5,4,2,6,7,8,2,2,3,4,11
159,2,5,3,3,6,2,8,4,3,13,2,4,4,6,14,7
160,2,5,3,3,6,2,8,4,3,13,2,4,4,6,14,7
161,2,5,3,3,6,2,8,4,3,13,2,4,4,6,14,7
162,2,5,3,3,6,2,8,4,3,13,2,4,4,6,14,7
163,2,5,3,3,6,2,8,4,3,13,2,4,4,6,14,7
164,4,1,5,6,2,5,4,2,6,7,8,2,2,3,13,11
165,4,1,5,6,2,5,4,2,6,7,8,2,2,3,13,11
166,3,2,4,7,4,9,0,6,2,4,9,7,14,1,1,2
167,4,1,1,7,4,7,0,0,2,4,5,6,14,4,12,2
168,4,1,1,2,8,7,0,0,2,4,5,6,0,4,12,2
169,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
170,3,2,1,7,4,7,0,0,2,4,5,6,14,1,1,2
171,4,2,1,7,4,7,0,0,2,4,5,6,14,4,1,2
172,4,1,5,7,2,7,0,0,2,4,5,6,14,4,12,2
173,4,1,5,6,2,7,1,0,2,1,5,6,11,4,12,9
174,4,1,5,6,2,7,1,8,7,1,14,6,11,4,12,9
175,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
176,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
177,3,2,1,7,4,7,0,0,2,4,5,6,14,1,1,2
178,4,1,1,2,8,7,0,0,2,4,5,6,0,4,12,2
179,4,1,5,7,2,7,0,0,2,4,9,6,14,4,1,2
180,4,1,5,6,2,7,0,0,2,4,5,6,14,4,12,2
181,4,1,5,7,2,7,0,0,2,4,9,6,14,4,1,2
182,3,2,4,7,4,9,7,6,12,6,9,7,14,5,1,2
183,4,1,5,7,2,7,0,2,2,4,9,2,14,4,1,2
184,4,1,1,2,8,7,0,0,2,4,5,6,5,4,12,19
185,4,1,5,6,2,7,1,8,7,1,14,6,11,4,12,9
186,4,1,5,6,2,5,4,2,6,1,14,9,11,14,4,14
187,4,1,5,6,2,5,1,2,6,1,14,9,11,4,4,9
188,4,1,5,6,2,7,1,8,7,1,14,6,11,4,12,9
189,4,1,5,6,2,5,4,2,6,7,14,2,2,4,3,14
190,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
191,4,1,5,7,2,7,0,0,2,4,5,6,14,4,12,2
192,4,1,5,7,2,7,0,0,2,4,5,6,14,4,12,2
193,4,4,1,2,8,7,1,8,7,2,5,1,7,15,2,19
194,4,1,5,6,2,7,1,8,7,1,5,6,11,4,4,9
195,4,1,5,6,2,7,1,8,7,1,14,9,11,4,4,9
196,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
197,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
198,4,1,5,6,2,7,1,8,7,1,5,6,11,4,12,9
199,3,2,6,7,4,7,0,0,2,4,3,3,0,12,1,3
200,4,1,5,6,2,7,0,0,2,4,5,6,14,4,12,2
201,1,3,0,1,7,0,2,1,11,8,10,5,1,9,0,12
202,4,1,5,6,2,7,1,8,7,1,5,6,11,4,12,9
203,4,2,4,7,4,7,0,0,2,4,9,6,14,4,12,2
204,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
205,4,1,5,7,2,7,0,0,2,4,5,6,14,1,12,2
206,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
207,3,2,1,2,8,7,0,0,2,4,9,7,5,1,1,3
208,4,1,5,6,2,5,1,8,7,1,14,9,11,4,3,14
209,4,1,5,7,2,7,0,0,2,4,5,6,14,4,12,2
210,4,1,5,6,2,5,4,2,6,1,14,6,2,4,3,14
211,3,2,4,7,4,9,0,6,12,6,9,7,14,1,1,2
212,3,2,4,7,4,9,0,6,12,6,9,7,14,1,1,3
213,3,2,1,2,8,7,0,0,2,4,5,6,5,1,2,3
214,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
215,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
216,1,3,0,5,3,6,2,7,11,0,10,12,1,0,0,5
217,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
218,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
219,3,2,4,7,4,9,0,6,12,6,9,7,14,1,1,2
220,3,2,4,7,4,9,0,6,2,4,9,7,14,1,1,2
221,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
222,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
223,4,1,5,6,2,7,1,8,7,1,5,6,11,4,12,9
224,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
225,3,2,4,7,4,9,0,6,12,6,9,7,14,1,1,2
226,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
227,3,2,4,7,4,9,7,6,12,6,11,7,10,5,9,1
228,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
229,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
230,4,2,1,7,4,7,0,0,2,4,5,6,14,1,12,2
231,3,2,4,7,4,9,0,6,12,6,9,7,14,1,16,3
232,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
233,3,2,1,7,4,7,0,0,2,4,5,6,14,1,1,2
234,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
235,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
236,4,2,1,2,8,7,0,0,2,4,5,6,14,1,12,2
237,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
238,3,2,4,7,4,9,0,6,2,4,9,7,14,1,1,2
239,4,1,5,6,2,7,1,8,7,1,5,6,11,4,12,9
240,4,1,5,6,2,7,1,8,7,1,5,6,11,4,12,9
241,4,2,1,7,4,7,0,0,2,4,5,6,14,1,12,2
242,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
243,4,4,1,2,8,7,10,0,9,4,5,6,5,1,12,19
244,4,1,1,2,8,7,1,0,7,1,5,6,11,4,12,19
245,4,1,1,2,2,7,0,0,2,4,5,6,14,4,12,2
246,3,2,4,7,4,9,0,6,12,4,9,7,14,1,1,2
247,3,2,4,7,4,9,7,6,12,6,9,7,14,5,1,2
248,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
249,3,2,4,7,4,9,0,6,12,6,9,7,14,1,1,2
250,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
251,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
252,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
253,3,2,4,7,4,9,0,6,12,6,9,7,14,1,1,2
254,4,2,1,2,8,7,0,0,2,4,5,6,14,1,12,2
255,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
256,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
257,3,2,4,7,4,9,0,6,12,6,9,7,14,1,1,2
258,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
259,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
260,4,1,5,6,2,7,1,8,7,1,5,6,11,4,12,9
261,4,2,1,7,4,7,0,0,2,4,5,6,14,1,12,2
262,4,1,1,2,8,7,0,0,2,4,5,6,14,1,12,2
263,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
264,3,2,4,7,4,9,0,6,2,4,9,7,14,1,1,2
265,3,2,4,7,4,9,0,6,12,6,9,7,14,1,1,2
266,4,1,5,6,2,7,0,0,2,4,5,6,14,4,12,2
267,0,4,2,0,5,8,5,10,9,12,4,1,7,15,17,8
268,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
269,3,2,4,7,4,9,0,0,2,4,9,7,14,1,1,2
270,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
271,4,1,5,2,2,7,1,8,7,1,5,6,11,14,4,9
272,4,4,1,2,8,1,10,5,9,2,5,1,5,15,2,19
273,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,19
274,0,4,1,2,8,1,10,5,9,2,5,1,0,12,2,3
275,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,19
276,4,1,1,2,2,7,1,8,7,1,14,6,11,4,12,19
277,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
278,4,1,5,6,2,7,1,8,7,1,5,6,11,4,12,9
279,4,4,1,2,8,7,10,0,2,4,5,6,5,15,12,19
280,4,1,5,6,2,7,0,0,2,4,5,6,14,4,12,2
281,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
282,4,4,1,2,8,1,10,5,9,2,5,1,5,15,2,19
283,4,4,1,2,8,1,10,5,9,2,5,1,5,15,2,19
284,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,15
285,3,2,4,1,7,0,7,1,11,8,11,15,10,9,9,12
286,4,4,1,2,8,7,1,8,7,1,5,6,11,15,12,19
287,4,1,5,6,2,7,1,8,7,1,14,6,11,4,12,9
288,0,4,2,0,8,1,10,5,9,2,1,1,7,15,2,0
289,0,4,2,0,0,8,5,10,5,12,4,13,13,7,17,18
290,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
291,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
292,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,3
293,0,0,2,4,0,3,6,9,1,5,7,10,9,2,10,18
294,4,4,1,2,8,7,0,0,2,4,5,6,5,1,2,3
295,0,4,1,2,8,7,0,0,2,4,5,6,5,1,2,3
296,3,2,4,1,7,0,7,1,11,8,11,15,10,9,9,1
297,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
298,3,4,1,2,8,1,0,0,2,4,5,6,5,1,2,3
299,3,2,4,7,4,7,0,0,2,4,9,7,0,1,1,3
300,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
301,3,2,1,2,8,7,0,0,2,4,5,6,5,1,2,3
302,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
303,0,4,2,0,0,8,5,10,5,12,4,13,13,7,10,18
304,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
305,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
306,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
307,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
308,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
309,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
310,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
311,4,1,5,6,2,5,1,8,7,1,14,9,11,4,4,9
312,0,4,2,0,5,8,5,10,5,12,4,1,13,7,17,0
313,0,4,2,0,5,8,5,10,5,12,4,13,13,7,17,8
314,0,4,1,2,8,1,10,5,9,2,1,3,5,15,2,3
315,0,4,1,2,8,1,10,5,9,2,1,3,5,13,16,3
316,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
317,0,0,6,4,1,4,10,5,4,2,3,3,12,13,16,15
318,0,0,2,0,0,3,6,9,1,5,7,10,9,2,8,0
319,3,2,4,1,7,9,7,6,12,6,11,15,10,5,9,1
320,4,1,5,6,2,5,4,2,6,1,14,9,2,14,3,14
321,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,14
322,3,2,4,7,4,9,0,6,2,4,9,7,14,1,1,2
323,3,2,4,7,4,4,3,6,4,9,3,3,12,13,16,3
324,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
325,0,0,2,0,0,3,6,9,1,5,7,10,9,2,8,0
326,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
327,0,4,1,2,8,1,10,5,9,2,1,1,7,15,17,19
328,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,15
329,1,3,0,1,7,0,2,1,11,8,10,5,1,9,0,12
330,0,0,2,0,0,3,6,9,1,5,7,10,9,2,8,0
331,0,4,2,0,0,3,6,9,1,5,7,10,9,2,8,0
332,3,2,1,2,8,7,0,0,2,4,5,7,0,12,1,3
333,4,4,1,2,8,7,0,0,2,2,5,1,0,12,2,3
334,0,2,1,2,8,7,0,0,2,4,5,3,0,12,2,3
335,1,3,0,1,7,0,2,1,8,8,0,14,6,11,18,6
336,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
337,3,2,1,2,8,7,0,0,2,4,5,7,14,1,1,3
338,0,0,1,2,8,1,10,5,9,2,1,3,0,13,2,3
339,3,2,6,4,1,4,0,0,2,4,3,3,0,12,16,3
340,3,2,4,7,4,9,0,6,2,4,9,7,0,12,1,3
341,0,4,1,2,8,1,10,5,9,2,1,3,0,12,2,3
342,0,0,6,4,0,3,6,5,1,2,7,3,7,2,8,0
343,0,0,2,0,0,3,6,9,1,5,7,10,9,2,10,10
344,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,6
345,0,0,6,4,1,4,3,3,4,9,7,14,12,2,18,15
346,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
347,4,4,1,2,8,7,1,8,7,2,5,1,7,15,2,19
348,0,4,2,0,8,1,10,5,9,2,4,1,7,15,2,19
349,4,4,2,0,5,8,5,10,5,12,4,13,13,7,17,8
350,4,4,2,0,5,8,5,10,5,12,4,13,13,7,17,8
351,4,4,1,2,5,1,1,8,7,2,4,1,7,15,17,19
352,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
353,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
354,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
355,3,2,4,7,4,9,7,6,12,6,9,7,14,5,1,2
356,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
357,3,2,4,7,4,9,0,6,2,4,9,7,14,1,1,2
358,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
359,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
360,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
361,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
362,4,1,5,7,2,7,0,2,6,7,8,2,14,3,3,2
363,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,14
364,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,14
365,3,2,4,7,4,9,0,6,12,6,9,7,14,1,1,2
366,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
367,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
368,4,1,5,6,2,7,1,0,2,1,5,6,14,4,12,2
369,4,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
370,0,0,6,4,1,4,3,3,8,9,0,14,6,11,18,6
371,1,0,6,4,1,4,3,3,8,9,0,14,6,11,18,6
372,1,0,6,4,1,4,3,3,8,9,0,14,6,11,18,6
373,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,6
374,3,0,6,4,1,4,3,3,4,9,3,14,12,11,18,6
375,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,6
376,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
377,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
378,3,2,4,7,4,9,7,6,12,6,11,7,10,5,9,1
379,3,0,6,4,1,4,3,3,4,9,3,3,12,13,16,6
380,3,2,4,7,4,9,0,6,2,6,9,7,14,1,1,2
381,3,2,4,7,4,9,0,6,2,6,9,7,14,1,1,2
382,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
383,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
384,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
385,3,2,4,7,4,9,7,6,12,6,9,7,10,5,16,1
386,4,1,5,6,2,5,4,2,6,7,8,2,2,3,13,11
387,4,1,5,6,2,5,4,2,6,7,8,2,2,3,13,11
388,2,5,5,6,6,5,4,4,3,13,2,4,4,6,14,7
389,3,2,4,7,4,9,0,6,12,6,9,7,14,1,1,2
390,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
391,1,3,0,1,7,0,2,1,8,8,0,12,6,0,5,5
392,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
393,4,1,1,2,2,7,0,0,2,4,5,6,14,4,12,2
394,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
395,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
396,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
397,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
398,3,2,4,7,4,9,7,6,12,6,11,7,10,5,9,1
399,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
400,3,2,4,1,4,9,7,6,12,6,11,15,10,5,9,1
401,3,3,4,1,7,0,7,1,11,8,11,15,10,9,9,1
402,3,2,4,1,7,9,7,6,12,6,11,15,10,5,9,1
403,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
404,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
405,3,2,1,2,8,4,0,0,2,4,3,3,0,12,16,3
406,3,2,4,7,4,9,0,6,2,6,9,7,14,5,1,2
