sample_idx,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
407,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
408,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
409,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
410,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
411,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
412,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
413,4,1,5,6,2,7,0,0,2,4,5,6,14,4,12,2
414,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
415,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
416,2,5,3,3,6,5,4,4,3,13,2,4,4,6,14,7
417,2,1,5,6,2,5,4,4,3,13,2,4,4,6,13,7
418,4,1,5,6,2,5,4,2,6,7,8,2,2,3,13,11
419,4,1,5,6,2,5,4,2,6,7,8,2,2,3,13,11
420,1,0,6,1,7,0,2,1,8,8,0,14,6,11,5,6
421,4,1,5,6,2,7,0,0,2,1,5,6,14,4,12,2
422,3,2,4,1,4,9,7,6,12,6,11,15,10,5,9,1
423,3,2,4,1,4,9,7,6,12,6,11,15,10,5,9,1
424,1,3,0,5,3,6,9,7,0,0,6,0,15,16,15,4
425,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,2
426,3,2,4,7,4,9,0,2,6,7,8,2,14,3,1,2
427,3,2,4,7,4,9,0,6,12,6,9,2,14,3,1,2
428,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,14
429,2,5,3,3,6,2,8,11,10,3,13,8,8,8,7,17
430,2,5,3,3,6,2,8,11,10,3,13,8,8,8,7,17
431,2,5,3,3,6,2,8,11,10,3,13,8,8,8,7,17
432,2,5,3,3,6,2,8,11,10,3,13,8,8,6,7,17
433,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,14
434,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
435,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
436,3,2,4,7,4,9,7,6,12,6,9,7,14,5,1,2
437,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
438,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
439,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
440,3,2,6,4,1,4,3,3,4,9,3,14,12,11,18,6
441,0,4,2,0,0,3,6,9,1,5,7,10,7,2,8,0
442,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
443,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
444,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
445,4,1,1,2,2,7,0,0,2,4,5,6,14,4,12,2
446,3,2,4,7,4,9,7,6,12,6,11,7,10,5,9,1
447,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
448,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
449,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
450,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
451,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
452,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
453,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
454,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
455,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
456,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
457,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
458,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
459,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
460,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
461,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
462,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
463,3,2,4,7,4,9,0,0,2,4,9,7,14,1,1,2
464,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
465,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
466,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
467,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
468,4,2,4,7,4,7,0,0,2,4,9,6,14,1,1,2
469,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
470,1,3,0,5,3,6,9,7,0,0,6,0,15,0,15,4
471,1,3,0,5,3,6,9,7,0,0,6,0,15,0,15,4
472,1,3,0,1,7,0,2,1,11,8,10,12,1,9,0,5
473,1,3,0,5,7,0,2,1,11,8,10,12,1,0,0,5
474,1,3,0,5,7,0,2,1,11,8,10,12,1,0,0,5
475,1,3,0,5,3,6,9,7,0,0,6,0,15,0,15,4
476,1,3,0,1,7,0,2,1,8,8,0,12,6,0,5,6
477,1,3,0,5,3,6,9,7,0,0,6,0,15,0,15,4
478,3,2,4,7,4,9,4,2,6,7,8,2,2,3,13,11
479,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
480,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
481,3,2,4,7,2,5,4,2,6,7,8,2,2,3,13,11
482,4,1,5,6,2,5,4,2,6,7,8,2,2,3,13,11
483,2,1,5,6,2,5,4,2,6,7,8,2,2,3,13,11
484,2,5,3,3,6,2,4,4,3,7,8,4,4,6,13,11
485,4,1,5,6,2,5,4,2,6,7,8,2,2,3,13,11
486,3,2,4,1,7,0,7,1,11,8,11,15,1,9,9,12
487,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
488,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
489,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
490,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
491,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
492,0,0,6,4,1,4,3,3,4,2,3,3,0,12,2,3
493,4,1,1,2,2,7,1,8,7,1,14,9,11,15,4,9
494,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
495,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
496,1,3,0,1,7,0,2,1,11,8,10,12,1,0,0,5
497,3,2,4,7,4,9,0,2,6,7,8,2,14,3,1,2
498,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,14
499,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
500,3,2,4,1,7,0,7,1,11,8,11,15,10,9,9,1
501,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
502,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
503,3,2,4,1,4,9,7,6,12,6,11,15,10,5,9,1
504,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
505,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
506,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
507,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
508,3,2,4,1,7,0,7,1,11,8,11,15,10,9,9,1
509,1,3,0,1,7,0,2,1,11,8,10,5,1,9,0,12
510,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
511,3,2,4,1,7,0,7,1,11,8,11,15,10,9,9,12
512,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,3
513,0,4,2,0,0,8,5,10,5,12,4,13,13,7,10,18
514,0,4,2,0,0,8,5,10,5,12,4,13,13,7,10,18
515,3,0,6,4,1,4,3,3,4,9,3,3,12,13,16,3
516,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,3
517,3,2,4,7,4,9,7,6,12,6,9,7,10,5,9,1
518,3,2,4,7,4,9,7,6,12,6,9,7,14,5,1,2
519,3,2,1,2,8,7,0,0,2,4,5,7,5,1,1,3
520,0,4,2,0,0,8,5,10,5,12,4,13,13,7,10,18
521,3,2,1,2,8,7,0,0,2,4,9,7,5,1,1,3
522,0,4,1,2,8,1,10,5,9,10,1,3,5,13,16,3
523,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,3
524,3,2,4,7,4,9,0,6,12,6,9,7,5,13,16,3
525,0,4,1,2,8,1,10,5,9,2,1,3,5,13,16,3
526,3,2,4,7,4,9,7,6,12,6,9,7,10,13,16,1
527,3,2,6,7,4,4,3,6,4,9,3,3,5,13,16,3
528,0,4,1,2,8,1,10,5,9,10,1,3,5,13,16,3
529,0,4,6,4,1,1,10,5,9,10,1,3,5,13,16,18
530,3,2,4,7,4,9,0,6,2,4,9,7,5,1,16,3
531,3,2,1,2,8,1,0,5,9,4,9,3,5,1,16,3
532,0,4,1,2,8,1,10,5,9,4,1,3,5,1,16,3
533,0,2,6,4,1,4,3,3,4,9,3,3,5,13,16,3
534,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
535,0,0,2,0,0,3,6,9,1,5,7,10,9,2,10,18
536,0,4,1,2,8,1,10,5,9,2,1,3,5,13,16,3
537,0,0,1,2,8,1,10,5,9,9,1,3,5,13,16,3
538,3,0,6,4,1,4,3,3,4,9,3,3,12,13,16,3
539,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,3
540,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,18
541,3,2,4,7,4,9,0,6,12,4,9,7,14,1,1,2
542,3,2,4,7,4,9,0,6,2,4,9,7,14,1,1,2
543,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
544,4,4,1,2,8,7,0,0,2,4,5,6,5,1,12,19
545,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,18
546,0,4,1,2,8,1,10,5,9,2,1,3,5,13,16,3
547,4,4,1,2,8,1,10,5,9,2,1,1,7,15,2,19
548,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
549,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
550,4,1,5,6,2,7,0,0,2,4,5,6,14,4,12,2
551,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
552,4,1,5,6,2,5,4,2,6,1,14,9,2,14,3,14
553,4,1,5,7,2,7,0,0,2,4,9,6,14,4,1,2
554,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,14
555,3,2,4,7,4,9,0,6,12,6,9,7,14,5,1,2
556,0,4,1,2,8,1,10,5,9,2,1,3,5,13,16,3
557,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
558,4,1,5,6,2,5,4,2,6,7,14,9,2,14,4,9
559,4,1,5,6,2,5,4,2,6,7,8,2,2,3,13,11
560,4,1,5,6,2,5,4,2,6,7,8,2,2,3,13,11
561,2,5,3,3,6,2,4,4,3,13,2,4,4,6,14,7
562,4,1,5,6,2,5,4,2,6,7,8,2,2,3,13,11
563,0,4,1,2,8,1,10,5,9,2,1,3,5,13,2,3
564,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,6
565,0,0,2,0,0,3,6,9,1,5,7,10,9,2,10,10
566,0,0,2,0,0,3,6,9,1,5,7,10,9,2,10,10
567,4,2,4,7,4,7,0,0,2,4,9,6,14,4,12,2
568,4,1,5,7,2,7,0,0,2,4,9,6,14,4,12,2
569,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
570,3,2,4,7,4,7,0,0,2,4,9,7,0,1,1,3
571,3,0,6,4,1,4,3,3,4,9,3,3,12,13,16,3
572,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,15
573,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,6
574,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,6
575,3,2,6,7,1,4,3,3,4,9,3,3,12,12,16,3
576,3,2,6,7,4,4,3,3,4,9,3,3,0,12,1,3
577,3,0,6,4,1,4,3,3,4,9,3,14,12,11,18,15
578,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,15
579,0,0,2,0,0,3,6,9,1,5,7,10,9,2,10,10
580,4,1,5,7,2,7,0,0,2,4,9,6,14,4,1,2
581,0,0,1,2,8,1,10,5,9,2,3,3,0,12,2,3
582,0,4,1,2,8,1,10,5,9,2,1,1,0,12,2,3
583,0,0,6,4,1,4,6,3,1,2,7,3,7,2,8,0
584,0,0,6,4,1,4,3,3,4,9,7,14,12,11,18,15
585,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
586,0,0,6,4,1,4,6,3,1,9,7,14,12,2,18,15
587,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,6
588,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,15
589,0,0,6,4,1,4,3,3,4,9,7,14,9,11,18,15
590,0,0,6,4,1,3,6,9,1,5,7,14,9,11,18,10
591,3,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
592,0,0,1,2,8,4,10,5,4,2,3,3,0,12,2,3
593,0,0,6,4,1,4,3,3,4,9,3,3,12,13,18,15
594,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,6
595,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,6
596,0,0,6,4,0,3,6,9,1,5,7,10,9,2,10,10
597,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
598,0,2,1,2,8,7,0,0,2,4,5,3,0,12,2,3
599,3,2,4,7,4,9,0,0,2,4,9,7,0,12,1,3
600,0,0,6,4,1,4,3,3,4,9,3,3,12,13,18,15
601,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,6
602,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,15
603,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,6
604,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,6
605,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,6
606,0,4,1,2,8,7,10,0,2,2,5,1,0,12,2,3
607,3,2,6,4,1,4,3,3,4,9,3,3,0,12,16,3
608,4,1,1,2,8,7,1,0,2,4,5,6,0,4,12,19
609,0,2,1,2,8,7,0,0,2,4,3,3,0,12,16,3
610,0,0,2,0,0,3,6,9,1,5,7,10,9,2,8,0
611,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,14
612,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,9
613,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
614,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
615,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
616,0,0,2,0,0,3,6,9,1,5,7,10,9,2,8,0
617,0,0,2,0,0,3,6,9,1,5,7,10,9,2,8,0
618,0,0,2,0,0,3,6,9,1,5,7,10,9,2,8,0
619,0,4,1,2,8,7,0,0,2,4,5,6,0,1,2,3
620,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
621,4,1,5,6,2,5,1,8,7,1,14,9,11,4,4,9
622,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
623,3,2,1,2,8,7,0,0,2,4,5,6,0,1,1,3
624,0,2,1,2,8,7,0,0,2,4,5,3,0,12,2,3
625,3,2,4,7,4,9,0,0,2,4,9,7,0,12,1,3
626,0,0,6,4,1,4,3,3,4,9,3,3,12,13,18,15
627,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,0
628,0,4,2,0,0,3,6,5,1,2,7,1,7,15,8,0
629,0,4,2,2,0,3,6,9,1,2,7,1,7,2,8,0
630,0,4,2,0,0,3,6,9,1,5,7,10,7,2,8,0
631,0,4,2,0,0,3,6,9,1,5,7,10,9,2,8,0
632,0,0,2,4,0,3,6,9,1,5,7,10,9,2,8,0
633,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,15
634,0,0,6,4,1,4,3,3,4,9,3,14,12,12,18,15
635,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,15
636,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
637,0,0,2,0,0,3,6,9,1,5,7,10,9,2,8,0
638,0,0,2,0,0,3,6,9,1,5,7,10,9,2,8,10
639,4,1,5,6,2,7,0,0,2,4,5,6,14,4,12,2
640,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,3
641,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
642,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
643,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
644,0,4,1,2,8,1,10,5,9,2,1,3,5,1,2,3
645,3,2,4,7,4,9,3,6,12,6,3,7,0,12,1,3
646,0,0,1,2,8,1,10,5,9,2,1,3,0,12,2,3
647,0,0,2,4,0,3,6,9,1,5,7,10,9,2,8,10
648,0,0,1,4,8,1,10,5,9,2,1,3,7,15,2,15
649,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,0
650,0,0,2,4,0,3,6,9,1,5,7,10,9,2,8,0
651,0,0,2,0,0,3,6,9,1,5,7,10,9,2,8,0
652,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,3
653,0,4,2,0,0,3,6,9,1,5,7,10,7,2,8,0
654,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
655,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,15
656,0,0,6,4,1,4,3,3,4,9,7,14,12,13,18,15
657,0,0,6,4,1,4,3,3,4,9,7,14,12,11,18,15
658,3,2,4,7,4,9,0,0,2,4,9,7,14,1,1,3
659,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
660,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
661,0,0,6,4,8,1,10,5,9,2,1,3,12,13,16,15
662,0,4,2,0,0,1,10,5,9,2,1,1,7,15,8,0
663,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
664,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,15
665,0,0,6,4,0,3,6,9,1,5,7,10,9,2,18,10
666,4,1,1,2,8,7,0,0,2,4,5,6,0,1,12,2
667,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,19
668,0,4,1,2,8,1,10,5,9,2,1,3,0,12,2,3
669,0,0,6,4,8,1,10,5,9,2,1,1,7,15,8,0
670,0,0,6,4,1,4,6,3,1,9,7,3,12,2,8,0
671,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
672,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,15
673,0,0,6,4,1,4,3,3,4,9,3,3,12,13,18,15
674,0,0,6,4,1,4,3,3,4,9,7,14,9,11,18,15
675,4,1,1,2,8,7,0,0,2,4,5,6,0,1,12,2
676,4,1,1,2,8,7,0,0,2,4,5,6,0,4,12,19
677,4,1,1,2,8,7,1,8,7,1,5,6,11,4,12,9
678,4,1,1,2,8,7,1,0,7,1,5,6,11,4,12,19
679,4,4,1,2,8,7,10,0,2,4,5,6,5,4,12,19
680,0,4,2,0,0,3,6,9,1,5,7,1,7,2,8,0
681,4,2,4,7,4,7,0,0,2,4,9,6,14,1,1,2
682,3,2,1,2,8,7,0,0,2,4,5,7,0,12,1,3
683,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,3
684,3,2,4,7,4,9,7,6,12,6,11,15,10,5,9,1
685,3,2,4,7,4,9,7,6,12,6,3,15,10,5,16,1
686,0,4,2,0,0,3,6,9,1,5,7,10,7,2,8,0
687,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,0
688,0,0,2,0,0,3,6,9,1,5,7,10,9,2,8,0
689,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
690,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
691,4,1,5,6,2,5,4,2,6,1,14,9,2,14,3,14
692,4,1,5,6,2,5,1,8,7,1,14,9,11,4,4,9
693,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
694,3,2,1,7,8,7,0,0,2,4,5,6,0,1,1,2
695,0,0,6,4,1,1,10,5,9,2,1,3,7,12,2,15
696,0,0,6,4,0,3,6,9,1,5,7,10,9,2,8,0
697,0,0,6,4,1,3,6,3,1,5,7,14,9,2,18,15
698,0,0,6,4,1,3,6,9,1,5,7,14,9,2,18,15
699,0,0,2,0,0,3,6,9,1,5,7,10,9,2,8,10
700,0,0,6,4,1,4,3,3,4,9,3,14,12,11,18,15
701,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
702,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
703,0,4,1,2,8,1,10,5,9,2,1,3,5,13,2,3
704,4,1,5,6,2,7,0,0,2,4,5,6,14,4,12,2
705,3,2,4,7,4,9,0,6,12,6,9,7,14,1,1,3
706,3,2,1,2,8,7,0,0,2,4,5,7,5,1,1,3
707,4,4,2,0,5,8,5,10,5,11,12,13,16,17,11,16
708,3,2,4,7,4,9,0,0,2,4,9,7,14,1,1,2
709,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
710,4,1,4,7,4,7,0,0,2,4,5,6,14,1,12,2
711,4,1,1,2,8,7,1,0,7,1,5,6,5,4,12,19
712,4,4,1,2,5,8,5,10,5,12,4,13,13,7,17,8
713,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,11
714,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,9
715,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
716,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
717,3,2,4,7,4,9,0,6,2,4,9,3,0,13,16,3
718,0,4,2,0,5,8,5,10,5,12,4,13,13,7,17,8
719,4,1,5,7,2,7,0,2,6,7,8,2,14,4,3,2
720,4,4,1,2,8,1,10,5,9,4,5,6,5,15,12,19
721,0,2,1,2,8,1,10,5,9,10,1,3,5,13,16,3
722,0,4,2,0,5,8,5,10,5,11,12,13,16,17,11,16
723,4,1,5,6,2,7,1,0,2,1,5,6,14,4,12,2
724,4,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
725,0,4,2,0,5,8,5,10,5,12,4,13,13,7,17,8
726,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
727,3,2,1,7,8,7,0,0,2,4,5,7,0,1,1,2
728,4,4,1,2,8,7,0,0,2,4,5,6,5,1,12,19
729,4,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
730,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
731,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
732,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
733,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
734,3,2,4,7,4,7,0,0,2,4,9,7,14,1,1,2
735,4,4,1,2,8,1,1,8,7,2,5,1,5,15,12,19
736,4,4,1,2,8,1,1,8,7,1,5,1,5,15,12,19
737,4,4,1,2,8,1,1,8,7,1,5,1,5,15,12,19
738,4,4,1,2,8,7,1,8,7,1,5,6,5,15,12,19
739,4,4,1,2,8,7,1,0,2,4,5,6,5,15,12,19
740,4,2,1,2,8,7,0,0,2,4,5,6,5,1,12,2
741,4,1,1,2,8,7,0,0,2,4,5,6,5,1,12,2
742,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
743,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
744,0,4,1,2,8,1,10,5,9,2,1,3,5,1,2,3
745,0,4,1,2,8,1,10,5,9,2,1,1,5,15,2,19
746,4,1,5,6,2,5,4,2,6,7,8,2,2,3,3,14
747,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,14
748,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
749,4,1,5,2,2,7,1,0,2,4,5,6,11,4,12,9
750,4,1,5,6,2,7,0,0,2,4,5,6,14,4,12,2
751,4,1,1,2,8,7,0,0,2,4,5,6,5,1,12,19
752,4,1,1,2,2,7,0,0,2,4,5,6,14,1,12,2
753,3,2,4,7,4,9,0,6,12,6,9,7,14,1,1,3
754,3,2,4,7,4,9,7,6,12,6,9,7,10,5,1,1
755,4,1,1,2,8,7,1,0,2,4,5,6,5,4,12,19
756,4,4,1,2,8,7,1,0,2,4,5,6,5,4,12,19
757,4,4,1,2,8,7,0,0,2,4,5,6,5,1,12,19
758,4,2,1,2,8,7,0,0,2,4,5,6,5,1,12,2
759,4,2,1,2,8,7,0,0,2,4,5,6,14,1,12,2
760,4,1,1,2,8,7,0,0,2,4,5,6,14,1,12,2
761,4,2,1,2,8,7,0,0,2,4,5,6,14,1,12,2
762,4,1,1,2,8,7,0,0,2,4,5,6,14,1,12,2
763,4,1,5,6,2,7,1,0,7,1,5,6,11,4,12,9
764,3,2,1,2,8,7,0,0,2,4,5,6,5,1,2,3
765,3,2,1,7,8,7,0,0,2,4,5,7,14,1,1,2
766,0,0,1,2,8,1,10,5,9,2,3,3,0,12,2,3
767,4,1,1,2,8,7,0,0,2,4,5,6,5,1,12,2
768,4,1,1,2,8,7,1,0,7,1,5,6,11,4,12,19
769,4,1,1,2,2,7,0,0,2,4,5,6,14,4,12,2
770,4,1,5,6,2,7,1,8,7,1,5,6,11,4,12,9
771,4,4,1,2,8,1,10,5,9,2,1,1,5,15,17,19
772,4,1,5,6,5,5,1,8,7,1,14,9,11,14,17,8
773,4,4,1,2,5,1,10,5,9,12,4,1,7,15,17,19
774,0,4,2,0,0,3,6,9,1,5,7,10,7,2,8,0
775,4,4,1,2,8,1,10,5,9,2,1,1,7,15,17,19
776,4,4,1,2,8,7,1,8,7,1,5,6,11,4,12,19
777,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,19
778,4,1,1,2,8,7,0,0,2,4,5,6,5,1,12,19
779,4,4,1,2,8,7,0,0,2,4,5,6,5,1,12,19
780,4,2,1,2,8,7,0,0,2,4,5,6,14,1,12,2
781,4,2,1,2,8,7,0,0,2,4,5,6,5,1,12,2
782,4,1,1,2,2,7,1,0,7,1,5,6,11,4,12,19
783,4,4,1,2,8,1,1,8,7,1,5,1,11,15,4,19
784,4,4,1,2,5,1,10,5,9,12,4,1,7,15,17,8
785,4,4,2,0,5,8,5,10,5,12,4,13,13,7,17,8
786,0,4,2,0,5,8,5,10,5,12,4,13,13,7,17,8
787,0,4,2,0,5,8,5,10,5,12,4,13,13,7,17,8
788,0,4,2,0,5,8,5,10,5,12,4,13,13,7,17,8
789,4,1,1,2,8,7,1,8,7,1,5,1,11,15,4,9
790,4,4,1,2,8,7,10,0,9,2,5,1,7,15,2,19
791,4,4,1,2,8,1,10,5,9,2,5,1,7,15,2,19
792,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,19
793,0,4,1,2,5,1,10,5,9,12,4,1,7,15,17,19
794,0,4,2,0,5,8,5,10,5,12,4,1,13,7,17,8
795,0,4,2,0,5,8,5,10,5,12,4,1,13,7,17,8
796,0,4,1,2,8,1,10,5,9,2,4,1,7,15,17,19
797,0,4,1,2,8,1,10,5,9,2,1,1,7,15,2,19
798,0,4,1,2,8,1,10,5,9,2,5,1,5,15,2,19
799,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
800,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,3
801,0,0,6,4,1,4,3,3,4,9,3,3,12,13,16,15
802,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
803,4,1,5,6,2,5,1,8,7,1,14,9,11,14,4,9
804,4,1,5,6,2,5,1,8,7,13,14,9,11,14,4,9
805,4,1,5,6,2,5,1,8,7,13,14,9,11,14,4,9
806,4,1,5,6,2,5,1,8,7,13,14,9,11,14,4,9
807,4,1,5,6,2,5,1,8,7,13,14,9,11,14,4,9
808,3,2,4,7,4,7,0,0,2,4,9,7,0,1,1,2
809,4,1,1,2,2,7,1,0,2,4,5,6,0,12,12,9
810,0,0,6,4,1,4,3,3,4,9,3,3,0,12,18,15
811,3,2,4,1,7,0,7,1,12,8,11,15,10,5,9,1
812,0,4,1,2,8,1,10,5,9,10,1,11,3,10,6,13
813,4,4,1,2,8,1,10,5,9,10,1,11,3,10,6,19
814,0,4,1,2,8,1,10,5,9,10,1,11,3,10,6,19
815,0,4,1,2,8,1,10,5,9,10,1,11,3,10,6,13
