k,row_fold,col_fold,var_explained,feature_set,method,method_label,space,scheme,n,p
8,3,1,0.5395990314861563,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
8,3,2,0.5340392202879714,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
8,3,3,0.5337278296263331,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,0,0,0.5305753519880356,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,0,1,0.5682966151528714,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,0,2,0.5478628389548827,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,0,3,0.5465685003647095,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,1,0,0.5409313986417223,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,1,1,0.5757292182644754,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,1,2,0.5633305948527223,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,1,3,0.5617298171309775,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,2,0,0.5385009131582227,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,2,1,0.5607154735123846,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,2,2,0.553595680159495,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,2,3,0.5563329379916566,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,3,0,0.5147194316066649,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,3,1,0.5461088080249423,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,3,2,0.5354487067582893,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
9,3,3,0.5369259383777931,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
10,0,0,0.5369830505176281,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
10,0,1,0.5524896939310098,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
10,0,2,0.5503115664458185,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
10,0,3,0.5515910175651283,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
10,1,0,0.5493309043866135,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
10,1,1,0.5742474686441623,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
10,1,2,0.5584044178914449,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
10,1,3,0.5680130329352131,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
10,2,0,0.5351820696065286,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
10,2,1,0.5631561865018362,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
10,2,2,0.553705276249072,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
10,2,3,0.557752008411436,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
10,3,0,0.5194878719788121,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
10,3,1,0.5414354947289904,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
