feature_set,scheme,method_label,k,mean,std,count
concat_bands5,home,convex NMF,5,0.429539656760631,0.01892409741253123,16
concat_bands5,home,convex NMF,6,0.4575760048451856,0.01688857231209959,16
concat_bands5,home,convex NMF,7,0.4822661282571312,0.02068598370896027,16
concat_bands5,home,convex NMF,8,0.5032089898818654,0.01895619669040952,16
concat_bands5,home,convex NMF,9,0.5240157006999431,0.0176715108807893,16
concat_bands5,home,convex NMF,10,0.540215244682307,0.01830741652819325,16
concat_bands5,home,convex NMF,11,0.5463391332852529,0.01744433997095922,16
concat_bands5,home,convex NMF,12,0.5516577544619673,0.015794014216578764,16
concat_bands5,home,convex NMF,13,0.5547059862265938,0.01593581747151871,16
concat_bands5,home,convex NMF,14,0.5526948802869934,0.016593458809871484,16
concat_bands5,home,convex NMF,15,0.5527385516539769,0.01467874834751718,16
concat_bands5,home,convex NMF,16,0.5508863700312582,0.013442928253421152,16
concat_bands5,home,convex NMF,17,0.5459862431572696,0.014050021788113837,16
concat_bands5,home,convex NMF,18,0.5439407040456832,0.014260029534761355,16
concat_bands5,home,convex NMF,19,0.5423726984796904,0.013717479731652472,16
concat_bands5,home,convex NMF,20,0.5381959202430758,0.014602453236072573,16
concat_bands5,home,convex NMF,21,0.5319716100606974,0.01358312915370172,16
concat_bands5,home,convex NMF,22,0.5302144697785626,0.0135779205465211,16
concat_bands5,home,convex NMF,23,0.5268133408377466,0.015530838721532464,16
concat_bands5,home,convex NMF,24,0.5234472993263651,0.014308411758113461,16
concat_bands5,home,convex NMF,25,0.5191692638924692,0.012063363866149594,16
concat_bands5,home,convex NMF,26,0.5155148672572711,0.010624981104840236,16
concat_bands5,home,convex NMF,27,0.5116921461720416,0.01147783169387146,16
concat_bands5,home,convex NMF,28,0.5080441514582618,0.01369279662955488,16
concat_bands5,home,convex NMF,29,0.5057616011004465,0.011654863395383701,16
concat_bands5,home,convex NMF,30,0.5009073685316664,0.01309314846862172,16
concat_bands5z,home,convex NMF,5,0.4218291711838065,0.014997098893316128,16
concat_bands5z,home,convex NMF,6,0.4589448256166795,0.01604410577039311,16
concat_bands5z,home,convex NMF,7,0.47445659274962626,0.017202586173744813,16
concat_bands5z,home,convex NMF,8,0.4918437109025875,0.018965313329778404,16
concat_bands5z,home,convex NMF,9,0.5082024242719252,0.016104428937774636,16
concat_bands5z,home,convex NMF,10,0.5193384928622178,0.01582460407247328,16
concat_bands5z,home,convex NMF,11,0.5288828446155189,0.012831939140505852,16
concat_bands5z,home,convex NMF,12,0.5337626096751218,0.012689691637542272,16
concat_bands5z,home,convex NMF,13,0.5352643592866294,0.013198904769808192,16
concat_bands5z,home,convex NMF,14,0.5369864640296721,0.015191734616683314,16
concat_bands5z,home,convex NMF,15,0.5336483480418888,0.01463205284926296,16
concat_bands5z,home,convex NMF,16,0.5342936002443202,0.01375592345532611,16
concat_bands5z,home,convex NMF,17,0.5323542869465917,0.014027159590483559,16
concat_bands5z,home,convex NMF,18,0.5306879946421413,0.01314672175635595,16
concat_bands5z,home,convex NMF,19,0.5289957325686786,0.011584103300154412,16
concat_bands5z,home,convex NMF,20,0.5283572756053817,0.013338058265436485,16
concat_bands5z,home,convex NMF,21,0.5262696082087616,0.013545588556589242,16
concat_bands5z,home,convex NMF,22,0.5243942422648797,0.013990853592789076,16
concat_bands5z,home,convex NMF,23,0.5210227153611188,0.012324570569462677,16
concat_bands5z,home,convex NMF,24,0.51711867771094,0.01340154070478918,16
concat_bands5z,home,convex NMF,25,0.5144114007089108,0.010974883250306497,16
concat_bands5z,home,convex NMF,26,0.5118724183593512,0.011399063723342694,16
concat_bands5z,home,convex NMF,27,0.5083078035573549,0.010898085650489234,16
concat_bands5z,home,convex NMF,28,0.5047138800508464,0.010720011849479804,16
concat_bands5z,home,convex NMF,29,0.5038496500176771,0.01067461286596034,16
concat_bands5z,home,convex NMF,30,0.5003117182294066,0.012757901177994784,16
concat_hg,home,convex NMF,5,0.5091808854691755,0.016447544256073636,16
concat_hg,home,convex NMF,6,0.5331412235626496,0.015676063521309215,16
concat_hg,home,convex NMF,7,0.5459994073016314,0.01482655888600602,16
concat_hg,home,convex NMF,8,0.5474515035309007,0.01470753065780195,16
concat_hg,home,convex NMF,9,0.5485857640587404,0.015702583177226802,16
concat_hg,home,convex NMF,10,0.5483774941089583,0.014885387455220306,16
concat_hg,home,convex NMF,11,0.5452653721523986,0.012592956277491008,16
concat_hg,home,convex NMF,12,0.5434001666525572,0.012736330113694483,16
concat_hg,home,convex NMF,13,0.5398614255661325,0.013590069045497543,16
concat_hg,home,convex NMF,14,0.5372525185598478,0.013294531552026945,16
concat_hg,home,convex NMF,15,0.5312499180988484,0.010422719990310325,16
concat_hg,home,convex NMF,16,0.5270019936072498,0.01137653182039915,16
concat_hg,home,convex NMF,17,0.5235592909992222,0.011182427876155919,16
concat_hg,home,convex NMF,18,0.5205015658506686,0.012600967267667946,16
concat_hg,home,convex NMF,19,0.5173977127864412,0.01185755674204922,16
concat_hg,home,convex NMF,20,0.5125644075786463,0.012169650859702992,16
concat_hg,home,convex NMF,21,0.5064190408042368,0.011584905626451807,16
concat_hg,home,convex NMF,22,0.503788130506682,0.011297375602641558,16
concat_hg,home,convex NMF,23,0.4967739328884462,0.011765461534128009,16
concat_hg,home,convex NMF,24,0.4941304079326596,0.010723807615177503,16
concat_hg,home,convex NMF,25,0.4917251236778767,0.011083403304768931,16
concat_hg,home,convex NMF,26,0.48677836904722066,0.008497912100598182,16
concat_hg,home,convex NMF,27,0.4834172968095773,0.010462531370990527,16
concat_hg,home,convex NMF,28,0.48047096876711176,0.010046243938351834,16
concat_hg,home,convex NMF,29,0.47841304244945093,0.008837210397957875,16
concat_hg,home,convex NMF,30,0.47334254935306386,0.012056320275901105,16
concat_rawds,home,convex NMF,5,0.3819086602790364,0.010954407693313508,16
concat_rawds,home,convex NMF,6,0.40186320834722256,0.009946868702296916,16
concat_rawds,home,convex NMF,7,0.41850442381071756,0.009639087854081947,16
concat_rawds,home,convex NMF,8,0.4383652810965232,0.008608417283795858,16
concat_rawds,home,convex NMF,9,0.44477885182664956,0.008118755267527708,16
concat_rawds,home,convex NMF,10,0.45019787832147473,0.010282122111647444,16
concat_rawds,home,convex NMF,11,0.45391343119532396,0.008485854110702185,16
concat_rawds,home,convex NMF,12,0.4581180309565183,0.006576253064925269,16
concat_rawds,home,convex NMF,13,0.4552487451621103,0.007654274647668166,16
concat_rawds,home,convex NMF,14,0.4541457124654912,0.007582085571508113,16
