feature_set,scheme,method_label,k,mean,std,count
concat_rawds,home,convex NMF,7,0.4217030205039313,0.020863443000507423,16
concat_rawds,home,convex NMF,8,0.42925696751887754,0.018036989016797577,16
concat_rawds,home,convex NMF,10,0.44138588007148283,0.01905851502510177,16
concat_rawds,home,convex NMF,12,0.4480526746500805,0.01563975191166266,16
concat_rawds,home,convex NMF,14,0.4487643523739646,0.015579139710771371,16
concat_rawds,home,convex NMF,16,0.44520702927431954,0.01516518360260141,16
concat_rawds,home,convex NMF,18,0.44085689223248203,0.014228798537739134,16
concat_rawds,home,convex NMF,20,0.4350394864280001,0.013499539892436076,16
concat_rawds,home,k-means,2,0.19245235055529403,0.017763170591992967,16
concat_rawds,home,k-means,3,0.2450658753268269,0.021437133841253328,16
concat_rawds,home,k-means,4,0.2809884646024182,0.02187631947737396,16
concat_rawds,home,k-means,5,0.3033403291744505,0.020296066270096075,16
concat_rawds,home,k-means,6,0.31635007724590924,0.019374961182024055,16
concat_rawds,home,k-means,7,0.3284997105864541,0.019590196464313182,16
concat_rawds,home,k-means,8,0.34075659826002846,0.019082786433104234,16
concat_rawds,home,k-means,10,0.362359191516342,0.01833412702287214,16
concat_rawds,home,k-means,12,0.37772738372161074,0.020445321742008183,16
concat_rawds,home,k-means,14,0.388565977517973,0.020066609238710044,16
concat_rawds,home,k-means,16,0.4026516311629864,0.020187889549612682,16
concat_rawds,home,k-means,18,0.41502645209412814,0.01997243399930049,16
concat_rawds,home,k-means,20,0.42672895114665255,0.01834806064791169,16
concat_rawds,unit-norm,Ward,2,0.18239056931900605,0.013475942453327356,16
concat_rawds,unit-norm,Ward,3,0.22950439776199139,0.015908914319857224,16
concat_rawds,unit-norm,Ward,4,0.2560238809685851,0.014597254210183291,16
concat_rawds,unit-norm,Ward,5,0.27298479305435686,0.01463333322465168,16
concat_rawds,unit-norm,Ward,6,0.28665146491549026,0.01387347659184793,16
concat_rawds,unit-norm,Ward,7,0.30033694405145567,0.014832990530098273,16
concat_rawds,unit-norm,Ward,8,0.31294016958630666,0.015927202855304513,16
concat_rawds,unit-norm,Ward,10,0.3344163241569369,0.015439644913114304,16
concat_rawds,unit-norm,Ward,12,0.3532014970419742,0.013736395788830066,16
concat_rawds,unit-norm,Ward,14,0.36855681091755843,0.014968957894300836,16
concat_rawds,unit-norm,Ward,16,0.3815630730915943,0.013390046159676748,16
concat_rawds,unit-norm,Ward,18,0.39424970507455903,0.014363926212065666,16
concat_rawds,unit-norm,Ward,20,0.4069478789849248,0.01390770782045663,16
concat_rawds,unit-norm,convex NMF,2,0.25728032344877744,0.018048044051784253,16
concat_rawds,unit-norm,convex NMF,3,0.31788764566263483,0.02071048182444613,16
concat_rawds,unit-norm,convex NMF,4,0.36159889748660917,0.01931442061946277,16
concat_rawds,unit-norm,convex NMF,5,0.39352802513366597,0.020128612573519954,16
concat_rawds,unit-norm,convex NMF,6,0.4079171210673189,0.01830371996232541,16
concat_rawds,unit-norm,convex NMF,7,0.4217030205039313,0.020863443000507423,16
concat_rawds,unit-norm,convex NMF,8,0.42925696751887754,0.018036989016797577,16
concat_rawds,unit-norm,convex NMF,10,0.44138588007148283,0.01905851502510177,16
concat_rawds,unit-norm,convex NMF,12,0.4480526746500805,0.01563975191166266,16
