method,method_label,space,home,silhouette,null_mean,null_sd,z,n_null
kmeans,k-means  (BSF),dB,True,0.0707477819479713,0.0654497628659323,0.00104874843164951,5.051753997577922,10
kmeans,k-means  (BSF),unit-norm,False,-0.0532371348942572,0.060278501602729254,0.004753955963763847,-23.87814219614958,10
hierarchical,Ward,dB,True,0.04734244933903347,0.032087647361909985,0.003202650466621548,4.763180414507008,10
hierarchical,Ward,unit-norm,False,-0.08061734662251975,0.03248330766528202,0.006662256898607572,-16.9763273931151,10
cnmf,convex NMF,dB,False,0.009821317157207925,0.03226712558839635,0.001988128838193303,-11.289916427944322,10
cnmf,convex NMF,unit-norm,True,0.045598943461248764,0.034218605588456505,0.00483951904875813,2.351543150907231,10
