k,row_fold,col_fold,var_explained,feature_set,method,method_label,space,scheme,n,p
11,1,3,0.5314512926143016,concat_hg,kmeans,k-means,dB,home,1693,900
11,2,0,0.5002137148871802,concat_hg,kmeans,k-means,dB,home,1693,900
11,2,1,0.516910802732985,concat_hg,kmeans,k-means,dB,home,1693,900
11,2,2,0.4817422216946695,concat_hg,kmeans,k-means,dB,home,1693,900
11,2,3,0.5231984917073887,concat_hg,kmeans,k-means,dB,home,1693,900
11,3,0,0.4792323090937701,concat_hg,kmeans,k-means,dB,home,1693,900
11,3,1,0.49784998858044927,concat_hg,kmeans,k-means,dB,home,1693,900
11,3,2,0.4817557013283985,concat_hg,kmeans,k-means,dB,home,1693,900
11,3,3,0.48268767280194824,concat_hg,kmeans,k-means,dB,home,1693,900
12,0,0,0.48206367312994647,concat_hg,kmeans,k-means,dB,home,1693,900
12,0,1,0.5112331085243249,concat_hg,kmeans,k-means,dB,home,1693,900
12,0,2,0.4926756621162388,concat_hg,kmeans,k-means,dB,home,1693,900
12,0,3,0.5091089214719848,concat_hg,kmeans,k-means,dB,home,1693,900
12,1,0,0.5198980389840844,concat_hg,kmeans,k-means,dB,home,1693,900
12,1,1,0.541293821646653,concat_hg,kmeans,k-means,dB,home,1693,900
12,1,2,0.5253336333551166,concat_hg,kmeans,k-means,dB,home,1693,900
12,1,3,0.5263846731009926,concat_hg,kmeans,k-means,dB,home,1693,900
12,2,0,0.5137307454869491,concat_hg,kmeans,k-means,dB,home,1693,900
12,2,1,0.5043165250087978,concat_hg,kmeans,k-means,dB,home,1693,900
12,2,2,0.4934120260940791,concat_hg,kmeans,k-means,dB,home,1693,900
12,2,3,0.5168447052457512,concat_hg,kmeans,k-means,dB,home,1693,900
12,3,0,0.48782042468720044,concat_hg,kmeans,k-means,dB,home,1693,900
12,3,1,0.49887961491333077,concat_hg,kmeans,k-means,dB,home,1693,900
12,3,2,0.4860354883041317,concat_hg,kmeans,k-means,dB,home,1693,900
12,3,3,0.5072170868672898,concat_hg,kmeans,k-means,dB,home,1693,900
13,0,0,0.4921134932155623,concat_hg,kmeans,k-means,dB,home,1693,900
13,0,1,0.5200923927782243,concat_hg,kmeans,k-means,dB,home,1693,900
13,0,2,0.4938811037924207,concat_hg,kmeans,k-means,dB,home,1693,900
13,0,3,0.5114036902066439,concat_hg,kmeans,k-means,dB,home,1693,900
13,1,0,0.533827015993052,concat_hg,kmeans,k-means,dB,home,1693,900
13,1,1,0.5532339509048712,concat_hg,kmeans,k-means,dB,home,1693,900
13,1,2,0.529930841840732,concat_hg,kmeans,k-means,dB,home,1693,900
13,1,3,0.5416270489631142,concat_hg,kmeans,k-means,dB,home,1693,900
13,2,0,0.4972526086406873,concat_hg,kmeans,k-means,dB,home,1693,900
