method,group,n_left_out,ari,degenerate
kmeans,EL030,96,0.974159134099581,False
kmeans,EL033,74,0.8609977177152467,False
kmeans,EL034,58,0.8083157142483336,False
kmeans,EL035,110,0.8854377183806356,False
kmeans,EL036,48,0.9609190738880731,False
kmeans,EL037,92,0.9590785650840843,False
kmeans,EL038,72,0.9153933039549099,False
kmeans,EL040,123,0.9209808353115647,False
kmeans,EL042,108,0.84730888827706,False
kmeans,EL043,74,0.7738820255677167,False
kmeans,EL045,92,0.7333429330299508,False
kmeans,EL046,80,0.9471600782008853,False
kmeans,PAT_2868,34,0.8585349445848256,False
kmeans,PAT_3066,152,0.9697129561091242,False
kmeans,PAT_3390,96,0.8381386206361059,False
kmeans,PAT_3415,18,0.8602835434994628,False
kmeans,PAT_3455,95,0.8351911739675488,False
kmeans,PAT_3780,116,0.7151992877552349,False
kmeans,PAT_3965,169,0.9126277155625411,False
kmeans,PAT_3975,155,0.6287270949961492,False
kmeans,PAT_5515,150,0.921994730772048,False
kmeans,PAT_5533,169,0.707127739018878,False
kmeans,PAT_6619,144,0.9752747451656938,False
kmeans,PAT_6684,123,0.9429678032850993,False
kmeans,PAT_6704,141,0.8612367947444273,False
kmeans,PAT_6854,184,0.8208613952947109,False
kmeans,PAT_6953,173,0.8723422138199057,False
hierarchical,EL030,96,0.6441839155584637,False
hierarchical,EL033,74,0.762883804596088,False
hierarchical,EL034,58,0.6287055571625288,False
hierarchical,EL035,110,0.3912652253000129,False
hierarchical,EL036,48,0.5954338712636847,False
hierarchical,EL037,92,0.8937793508650351,False
hierarchical,EL038,72,0.7239589576969182,False
hierarchical,EL040,123,0.44252065571198324,False
hierarchical,EL042,108,0.6516209031965023,False
hierarchical,EL043,74,0.6658822727796437,False
hierarchical,EL045,92,0.39973421239916956,False
hierarchical,EL046,80,0.6620421461754968,False
hierarchical,PAT_2868,34,0.6870218723463739,False
hierarchical,PAT_3066,152,0.6858631081635266,False
hierarchical,PAT_3390,96,0.7212463695903455,False
hierarchical,PAT_3415,18,1.0,False
hierarchical,PAT_3455,95,0.7354194614619172,False
hierarchical,PAT_3780,116,0.836347938935056,False
hierarchical,PAT_3965,169,0.5891649633602927,False
hierarchical,PAT_3975,155,0.6502253983398777,False
hierarchical,PAT_5515,150,0.4051264713887475,False
hierarchical,PAT_5533,169,0.42303245544453905,False
hierarchical,PAT_6619,144,0.3259273536213673,False
hierarchical,PAT_6684,123,0.7404256006288992,False
hierarchical,PAT_6704,141,0.6448658574259996,False
hierarchical,PAT_6854,184,0.6198339452563549,False
hierarchical,PAT_6953,173,0.31390156958316945,False
cnmf,EL030,96,0.3047167129606614,False
cnmf,EL033,74,0.6181829601893476,False
cnmf,EL034,58,0.47292290513748647,False
cnmf,EL035,110,0.3988540817347373,False
cnmf,EL036,48,0.44771185622733267,False
cnmf,EL037,92,0.4410435030995292,False
cnmf,EL038,72,0.47259004037710495,False
cnmf,EL040,123,0.49742805016812747,False
cnmf,EL042,108,0.40711076548475644,False
cnmf,EL043,74,0.46574653836328295,False
cnmf,EL045,92,0.6226544648731333,False
cnmf,EL046,80,0.43114162237247644,False
cnmf,PAT_2868,34,0.8112743960802349,False
cnmf,PAT_3066,152,0.8431528691292375,False
cnmf,PAT_3390,96,0.510225647964802,False
cnmf,PAT_3415,18,0.4913837589010178,False
cnmf,PAT_3455,95,0.4017608971693456,False
cnmf,PAT_3780,116,0.4670764103867942,False
cnmf,PAT_3965,169,0.4224320662719574,False
cnmf,PAT_3975,155,0.5494028385644183,False
cnmf,PAT_5515,150,0.4358062650371232,False
cnmf,PAT_5533,169,0.4059320011973663,False
cnmf,PAT_6619,144,0.7046352256650231,False
cnmf,PAT_6684,123,0.49686476038118665,False
cnmf,PAT_6704,141,0.5255586093583423,False
cnmf,PAT_6854,184,0.46544070993261616,False
cnmf,PAT_6953,173,0.5714882620713824,False
