feature_set,scheme,method_label,k,mean,std,count
concat_bands5,home,Ward,5,0.341451442861241,0.014654233623636166,16
concat_bands5,home,Ward,6,0.35824860045503937,0.016852780856635677,16
concat_bands5,home,Ward,7,0.37093166538902256,0.016862080034407534,16
concat_bands5,home,Ward,8,0.38087028841979464,0.016466588951350152,16
concat_bands5,home,Ward,9,0.3901370543958139,0.015330035288417766,16
concat_bands5,home,Ward,10,0.3971489770551605,0.01535293917686683,16
concat_bands5,home,Ward,11,0.40630196471846786,0.014989840834782189,16
concat_bands5,home,Ward,12,0.4146516160260203,0.01684615760158579,16
concat_bands5,home,Ward,13,0.4219494275556401,0.018203423509826053,16
concat_bands5,home,Ward,14,0.43001084174454224,0.01813783065537318,16
concat_bands5,home,Ward,15,0.43804824127547853,0.018009218887579004,16
concat_bands5,home,Ward,16,0.4455508055228914,0.016719523430206443,16
concat_bands5,home,Ward,17,0.45375624554984195,0.01632722653437133,16
concat_bands5,home,Ward,18,0.4611272601266647,0.016421713683378192,16
concat_bands5,home,Ward,19,0.4685171075447473,0.016197045785614386,16
concat_bands5,home,Ward,20,0.4744746922635994,0.016856760816620957,16
concat_bands5,home,Ward,21,0.4802047778116546,0.015720044322101584,16
concat_bands5,home,Ward,22,0.48673532786582197,0.015014865850061666,16
concat_bands5,home,Ward,23,0.4922359930421108,0.015399465191661918,16
concat_bands5,home,Ward,24,0.49837354965306724,0.01430490008160585,16
concat_bands5,home,Ward,25,0.5051994731804412,0.015624235703449065,16
concat_bands5,home,Ward,26,0.5088954221802056,0.0162306033529365,16
concat_bands5,home,Ward,27,0.5137335310488291,0.01653094162061662,16
concat_bands5,home,Ward,28,0.5172263893141231,0.016738814260140494,16
concat_bands5,home,Ward,29,0.5205121225813979,0.01681266755625306,16
concat_bands5,home,Ward,30,0.524143629559364,0.01616519436524005,16
concat_bands5z,home,Ward,5,0.33667351796474965,0.019028424389552327,16
concat_bands5z,home,Ward,6,0.35246002406359855,0.017449395240944077,16
concat_bands5z,home,Ward,7,0.36575828580609276,0.018695532977809067,16
concat_bands5z,home,Ward,8,0.37859574564221304,0.020872061636880202,16
concat_bands5z,home,Ward,9,0.3891539082287671,0.0205149948911278,16
concat_bands5z,home,Ward,10,0.39941885270361205,0.019078986364163174,16
concat_bands5z,home,Ward,11,0.4072284706307357,0.0191189285927898,16
concat_bands5z,home,Ward,12,0.41676322181958986,0.017511213177825117,16
concat_bands5z,home,Ward,13,0.425745205371518,0.017766559653897996,16
concat_bands5z,home,Ward,14,0.43415660964919,0.01795622683385773,16
concat_bands5z,home,Ward,15,0.44363706950337195,0.016984476798311082,16
concat_bands5z,home,Ward,16,0.45216866747432627,0.017161947625282524,16
concat_bands5z,home,Ward,17,0.4593337935663896,0.017379173379453574,16
concat_bands5z,home,Ward,18,0.4692024572913896,0.019136201887185122,16
concat_bands5z,home,Ward,19,0.47555754037965525,0.018008886323024057,16
concat_bands5z,home,Ward,20,0.4821171133693771,0.017661615862077578,16
concat_bands5z,home,Ward,21,0.49048431392564884,0.018324086425770488,16
concat_bands5z,home,Ward,22,0.4962284815909014,0.020105224666413794,16
concat_bands5z,home,Ward,23,0.5014372519731928,0.02003579975367901,16
concat_bands5z,home,Ward,24,0.5047282896927839,0.0187787055748159,16
concat_bands5z,home,Ward,25,0.5105900222088162,0.017977760803042822,16
concat_bands5z,home,Ward,26,0.5152071114494905,0.01749035713423046,16
concat_bands5z,home,Ward,27,0.51963243869897,0.017140187351274004,16
concat_bands5z,home,Ward,28,0.5235508338563754,0.01715132468598886,16
concat_bands5z,home,Ward,29,0.5287678982121577,0.017516713005782628,16
concat_bands5z,home,Ward,30,0.5334896307480473,0.017195931473745114,16
concat_hg,home,Ward,5,0.3896228523672246,0.01999790011525185,16
concat_hg,home,Ward,6,0.40920981991095723,0.020807980146137273,16
concat_hg,home,Ward,7,0.4315371114176039,0.01938591091614729,16
concat_hg,home,Ward,8,0.44931007248713134,0.019472033686212014,16
concat_hg,home,Ward,9,0.4677211543103859,0.022154159301583706,16
concat_hg,home,Ward,10,0.4811544714710043,0.020753923841547374,16
concat_hg,home,Ward,11,0.49315686768793454,0.01881102086900981,16
concat_hg,home,Ward,12,0.5025160017570466,0.01749282709726717,16
concat_hg,home,Ward,13,0.5103072080008182,0.01829452704073425,16
concat_hg,home,Ward,14,0.5165328845970161,0.01849344843525966,16
concat_hg,home,Ward,15,0.5234997455436351,0.018529606931355205,16
concat_hg,home,Ward,16,0.5305275945812379,0.01792422725939453,16
concat_hg,home,Ward,17,0.5351219158096416,0.017969692029473204,16
concat_hg,home,Ward,18,0.5404539810026847,0.017132341107073824,16
concat_hg,home,Ward,19,0.5454015125254776,0.0169810758490128,16
concat_hg,home,Ward,20,0.5505933867978546,0.017503924608118632,16
concat_hg,home,Ward,21,0.5547549964961997,0.017707884229848606,16
concat_hg,home,Ward,22,0.560004384626036,0.01695764559600939,16
concat_hg,home,Ward,23,0.5640490123042454,0.017560308890771856,16
concat_hg,home,Ward,24,0.566745238431016,0.01678549644300949,16
concat_hg,home,Ward,25,0.5693768931906925,0.016178068811153516,16
concat_hg,home,Ward,26,0.5723661257179528,0.015703331630554873,16
concat_hg,home,Ward,27,0.5754601592266653,0.014973536126085749,16
concat_hg,home,Ward,28,0.5775188839578242,0.01518510161396633,16
concat_hg,home,Ward,29,0.5799584424126236,0.015179515347517224,16
concat_hg,home,Ward,30,0.5819369968425119,0.014780703315701232,16
concat_rawds,home,Ward,5,0.26953505290858254,0.009892038237559596,16
concat_rawds,home,Ward,6,0.2861130785657542,0.010172894360923192,16
concat_rawds,home,Ward,7,0.2997071634270921,0.011157910434998029,16
concat_rawds,home,Ward,8,0.31412948978301236,0.008825821432043945,16
concat_rawds,home,Ward,9,0.3250264434228053,0.010394126374836082,16
concat_rawds,home,Ward,10,0.337105374675249,0.012956809919374174,16
concat_rawds,home,Ward,11,0.34679550458160097,0.011863275469175014,16
concat_rawds,home,Ward,12,0.35569868338076666,0.012254239851692859,16
concat_rawds,home,Ward,13,0.36213748859006634,0.011746305771592285,16
concat_rawds,home,Ward,14,0.36927490090684223,0.00900118287389407,16
concat_rawds,home,Ward,15,0.37543823296967904,0.007929729648772353,16
concat_rawds,home,Ward,16,0.3806716065958284,0.007637584258498465,16
concat_rawds,home,Ward,17,0.38597819351723417,0.00835126450960626,16
concat_rawds,home,Ward,18,0.39098943993141183,0.008737333416974287,16
concat_rawds,home,Ward,19,0.3957643271400912,0.008062184672915142,16
concat_rawds,home,Ward,20,0.39998042888779317,0.007807396329379083,16
concat_rawds,home,Ward,21,0.40381318314850195,0.008053374646101976,16
concat_rawds,home,Ward,22,0.40995762956138276,0.008221578218717432,16
concat_rawds,home,Ward,23,0.41385404517944124,0.00943054286182399,16
concat_rawds,home,Ward,24,0.41786690307921553,0.009505922970218487,16
concat_rawds,home,Ward,25,0.422169830490395,0.009885699891485753,16
concat_rawds,home,Ward,26,0.42556836974147544,0.009106322904374482,16
concat_rawds,home,Ward,27,0.42964967240394636,0.009304691021290938,16
concat_rawds,home,Ward,28,0.43391660303645874,0.009083503133274934,16
concat_rawds,home,Ward,29,0.43792371166285077,0.008206527463038345,16
concat_rawds,home,Ward,30,0.441839305420317,0.007760774236709272,16
