k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac
5,0.8195707440376282,0.6538586616516113,0.9008272886276245,50,0.8
6,0.7366832494735718,0.5858951807022095,0.8821098804473877,50,0.8
7,0.7643455522400993,0.5786004662513733,0.908924400806427,50,0.8
8,0.7558795362710953,0.5495727062225342,0.9518032670021057,50,0.8
9,0.8008778161472745,0.5949530005455017,0.9697135090827942,50,0.8
10,0.7682438731193543,0.5973594784736633,0.9631896018981934,50,0.8
11,0.7510739835825834,0.5701798796653748,0.9647375345230103,50,0.8
12,0.7252878869573275,0.39968767762184143,1.0,50,0.8
