cluster_id,size,jaccard_stability,n_runs
0,80,0.8703857660293579,50
1,678,0.6400014162063599,50
2,51,0.8109689950942993,50
3,213,0.7373599410057068,50
4,117,0.7814453840255737,50
5,127,0.7617380619049072,50
