sample_idx,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
504,4,5,6,6,7,7,7,7,7,8,9
505,4,5,6,6,7,7,7,7,7,8,9
506,4,5,6,6,7,7,7,7,7,8,9
507,4,5,6,6,7,7,7,7,7,8,9
508,1,1,1,1,1,1,1,1,1,1,1
509,1,1,1,1,1,1,1,1,1,1,1
510,1,1,1,1,1,1,1,1,1,1,1
511,1,1,1,1,1,1,1,1,1,1,1
512,7,8,9,10,11,12,12,13,13,14,15
513,8,9,10,11,12,13,13,14,14,15,16
514,8,9,10,11,12,13,13,14,14,15,16
515,7,8,9,10,11,12,12,13,13,14,15
516,7,8,9,10,11,12,12,13,13,14,15
517,7,8,9,10,11,12,12,13,13,14,15
518,4,5,6,6,7,7,7,7,7,8,9
519,5,6,7,8,9,9,9,10,10,11,12
520,8,9,10,11,12,13,13,14,14,15,16
521,7,8,9,10,11,12,12,13,13,14,15
522,7,8,9,10,11,12,12,13,13,14,15
523,7,8,9,10,11,12,12,13,13,14,15
524,7,8,9,10,11,12,12,13,13,14,15
525,7,8,9,10,11,12,12,13,13,14,15
526,7,8,9,10,11,12,12,13,13,14,15
527,7,8,9,10,11,12,12,13,13,14,15
528,7,8,9,10,11,12,12,13,13,14,15
529,7,8,9,10,11,12,12,13,13,14,15
530,7,8,9,10,11,12,12,13,13,14,15
531,7,8,9,10,11,12,12,13,13,14,15
532,7,8,9,10,11,12,12,13,13,14,15
533,7,8,9,10,11,12,12,13,13,14,15
534,7,8,9,10,11,12,12,13,13,14,15
535,8,9,10,11,12,13,13,14,14,15,16
536,7,8,9,10,11,12,12,13,13,14,15
537,7,8,9,10,11,12,12,13,13,14,15
538,7,8,9,10,11,12,12,13,13,14,15
539,7,8,9,10,11,12,12,13,13,14,15
540,7,8,9,10,11,12,12,13,13,14,15
541,4,5,6,6,7,7,7,7,7,8,9
542,4,5,6,6,7,7,7,7,7,8,9
543,4,5,6,6,7,7,7,7,7,8,9
544,5,6,7,8,9,9,9,9,9,10,11
545,6,7,8,9,10,10,10,11,11,12,13
546,7,8,9,10,11,12,12,13,13,14,15
547,5,6,7,8,9,9,9,9,9,10,11
548,6,7,8,9,10,10,10,11,11,12,13
549,2,3,3,3,4,4,4,4,4,5,6
550,5,6,7,8,9,9,9,10,10,11,12
551,2,3,3,3,4,4,4,4,4,5,6
552,2,3,3,3,4,4,4,4,4,5,6
553,5,6,7,8,9,9,9,10,10,11,12
554,2,3,3,3,3,3,3,3,3,3,4
555,4,5,6,6,7,7,7,7,7,8,9
556,6,7,8,9,10,10,10,11,11,12,13
557,2,3,3,3,4,4,4,4,4,5,6
558,2,3,3,3,4,4,4,4,4,5,6
559,2,3,3,3,3,3,3,3,3,3,4
560,2,3,3,3,3,3,3,3,3,3,4
561,3,4,4,4,5,5,5,5,5,6,7
562,2,3,3,3,3,3,3,3,3,3,4
563,6,7,8,9,10,10,10,11,11,12,13
564,7,8,9,10,11,11,11,12,12,13,14
565,8,9,10,11,12,13,13,14,15,16,17
566,8,9,10,11,12,13,13,14,15,16,17
567,5,6,7,8,9,9,9,10,10,11,12
568,5,6,7,8,9,9,9,10,10,11,12
569,7,8,9,10,11,12,12,13,13,14,15
570,7,8,9,10,11,12,12,13,13,14,15
571,7,8,9,10,11,12,12,13,13,14,15
572,7,8,9,10,11,12,12,13,13,14,15
573,7,8,9,10,11,11,11,12,12,13,14
574,7,8,9,10,11,11,11,12,12,13,14
575,7,8,9,10,11,12,12,13,13,14,15
576,7,8,9,10,11,12,12,13,13,14,15
577,7,8,9,10,11,12,12,13,13,14,15
578,7,8,9,10,11,11,11,12,12,13,14
