cluster_id,size,jaccard_stability,n_runs
0,123,0.7833124399185181,50
1,295,0.6424600481987,50
2,296,0.7145355343818665,50
3,80,0.8890749216079712,50
4,42,0.8783966302871704,50
5,3,1.0,50
6,90,0.7788686752319336,50
7,285,0.6141358613967896,50
8,95,0.8416323065757751,50
9,377,0.5340667366981506,50
10,7,0.9904467463493347,50
