k,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_singletons,min_size,max_size,size_cv
4,0.05424021929502487,88.54392178791745,2.8186140793126646,4,0,160,437,0.4414536659578236
5,0.0526319295167923,76.88869463561323,2.9320038942402236,5,0,70,367,0.5000319977170549
6,0.061131447553634644,69.3288206069251,2.6786959861747532,6,0,32,367,0.6733772006801045
7,0.0615214966237545,63.87787442787098,2.792016067681463,7,0,32,283,0.6165528826547125
8,0.06677213311195374,59.79185937138841,2.740882574549559,8,0,32,283,0.6948216263936599
9,0.07074476033449173,56.079470507635946,2.584997876369104,9,0,30,283,0.804763962218574
10,0.05775824934244156,53.02562557100138,2.5520695188206775,10,0,30,283,0.7454453115125186
11,0.06384718418121338,50.616722267729386,2.460854747262697,11,0,30,283,0.8220694850317909
12,0.06555156409740448,48.37445983657306,2.466476746850225,12,0,30,283,0.8642786932837324
13,0.0677061602473259,46.57635061029469,2.4187137866058603,13,0,30,283,0.9170816692981311
14,0.07073359191417694,45.10684022722797,2.493027197505686,14,0,30,209,0.7563594731925001
15,0.07168925553560257,43.75535991502303,2.5194280646717546,15,0,30,209,0.6609087330756962
16,0.07571528106927872,42.47262912829864,2.457106499783139,16,0,17,209,0.7118977656874006
17,0.0812683254480362,41.38691376515187,2.3517086551641704,17,0,16,209,0.7556841518197137
18,0.08561012893915176,40.38168063091475,2.281655814555538,18,0,16,209,0.8000796610473009
19,0.08965767174959183,39.49527829366253,2.2715404961222223,19,0,13,209,0.8346175870040573
20,0.0903719887137413,38.60978262210365,2.2248556876705146,20,0,13,209,0.8731148094115271
