k,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_singletons,min_size,max_size,size_cv
4,0.14132890105247498,110.10069456195572,2.0212402655078527,4,0,54,597,0.8042695878183612
5,0.13141575455665588,101.1889137055249,2.023419444628457,5,0,54,519,0.8214302961346042
6,0.13647125661373138,95.07990769418988,1.9090685744994642,6,0,32,519,0.9675506270563182
7,0.13456828892230988,90.44506017128963,1.904192055334827,7,0,32,519,1.0935129935931973
8,0.12912213802337646,85.45327289669125,1.8511149314139677,8,0,6,519,1.2259277502767554
9,0.11841992288827896,81.72153175357806,1.9134232326781953,9,0,6,519,1.3050320191538678
10,0.09582296758890152,78.70260968106642,1.89334931028596,10,0,6,474,1.2645117171102878
11,0.08955880999565125,76.03729202831597,1.8838068217065171,11,0,6,474,1.3172851048438474
12,0.07481959462165833,73.69527506039238,2.1576743625652277,12,0,6,275,0.8594471793137562
13,0.08043728768825531,71.02702209007238,2.1034446157756,13,0,6,275,0.9234702262779967
14,0.08332943916320801,68.83467826532653,2.032026404842162,14,0,6,275,0.9905405184458624
15,0.08422283828258514,67.03641596689076,1.9051673399253355,15,1,1,275,1.059500109467982
16,0.0887092724442482,65.34056792760612,1.8752182798858734,16,1,1,275,0.9853746279262525
17,0.07493150234222412,63.83023406234909,1.9281451886813716,17,1,1,140,0.6963421054282568
18,0.0778517946600914,62.57623627882372,1.9298177444842892,18,1,1,140,0.7470664571001179
19,0.08422799408435822,61.552772594614865,1.921124775552969,19,1,1,140,0.7586143262889476
20,0.08468581736087799,60.58013558872333,1.8989662050550116,20,1,1,140,0.7948067191810282
