,1-4Hz,4-8Hz,8-13Hz,13-20Hz,20-30Hz,30-50Hz,50-70Hz,70-100Hz,100-130Hz,130-170Hz,170-220Hz,220-270Hz,270-320Hz,320-360Hz,360-400Hz
audio,-0.011338230961960112,-0.013638786178822566,-0.033499569320934515,-0.07194711927464625,-0.06474891773574347,-0.07458496530470907,-0.022542755381604284,0.002042848938419873,0.011603561542912696,0.03721669336991877,0.04802156661645177,0.06784772361623663,0.07734234620756177,0.060126651391959815,0.06783887725498415
picture,-0.04892841608288831,-0.04556041625748319,-0.020208819873817084,0.025649268372316646,0.06138588612821609,0.07450824372288027,0.06787291674828551,0.09295504731707256,0.10041127624749628,0.07248871438326092,0.08616180951453876,0.06951479675742964,0.0686332617502843,0.07111114048442432,0.06831781763814546
reading,0.047599752804603594,0.04682011744986045,0.04301338406356765,0.03817107022267952,0.004282632873438165,0.0019522384925307844,-0.0350144493075548,-0.07462960898272233,-0.08823123136191618,-0.08706795318144064,-0.1065583910957747,-0.10955710110603853,-0.11655962891476077,-0.10455304138820107,-0.10861024734980727
