condition,band_idx,band_lo,band_hi,band,time_bin,kind,coef[17Networks_1],coef[17Networks_10],coef[17Networks_11],coef[17Networks_12],coef[17Networks_13],coef[17Networks_14],coef[17Networks_15],coef[17Networks_16],coef[17Networks_17],coef[17Networks_2],coef[17Networks_3],coef[17Networks_4],coef[17Networks_5],coef[17Networks_6],coef[17Networks_7],coef[17Networks_8],coef[17Networks_9],importance
audio,-1,70.0,150.0,HG 70-150Hz,0,hg,0.0786615949480847,-0.10064264728383902,-0.023420352577889516,-0.06302627221858349,0.0002743323092078923,0.04457702351042831,-0.09985835941071987,-0.010803345640267824,-0.07359587387851188,-0.00581528965216979,0.10089299275261354,0.15043530304107672,0.02030815332182109,-0.0010855555192165185,0.021385038595101536,0.03367641206178762,-0.07196315435892384,0.05296598241648489
audio,-1,70.0,150.0,HG 70-150Hz,1,hg,0.060967079781654956,-0.05711900393092275,0.0037881324366035502,-0.07144794540051934,0.004287397331185478,0.19270140048874482,-0.04826997947998074,-0.017308743333906713,-0.06636422938972887,-0.1002337944304295,0.0038651093708784666,0.14383185708453836,0.024542139649781376,-0.022229310042988164,0.003635692575804289,-0.0408628767406635,-0.01378292597005157,0.05148456573166955
audio,-1,70.0,150.0,HG 70-150Hz,2,hg,0.04072325748605671,-0.08098430921158489,0.038498115535371046,-0.038629755411137105,0.014515324104066496,0.1251788873131233,-0.04957518960589737,-0.021536316252375523,-0.048071272502870854,-0.06562389825262718,0.003113519570391073,0.14811905840363604,-0.016597133177849128,-0.028639539100488224,0.023931764471786177,-0.034281935970300784,-0.010140577399299956,0.046362344339344816
audio,-1,70.0,150.0,HG 70-150Hz,3,hg,0.01858999234907582,-0.06632742960336789,0.03381563013353657,-0.03298664376767781,-0.018060416953616307,0.10631634785542338,0.03512437195470889,-0.019447197625847647,-0.05495584200091379,-0.0899360259738051,0.01792118966895962,0.16092573053244555,-0.0003322751409944547,-0.04991459514160746,0.02429034696953631,-0.03741206751557197,-0.027611115740283684,0.0467039540545513
audio,-1,70.0,150.0,HG 70-150Hz,4,hg,-0.0007656726869399103,-0.08520036670763713,0.01979524797733252,-0.03605680686108672,-0.0406442044795744,0.11119340812691027,0.06789709654726717,-0.030496893073283262,-0.03913572939513645,-0.10583712938455729,-0.023265552702230526,0.12448563720227256,0.02206292166510526,-0.014969549348687739,0.04923795477268621,-0.0062085432777034604,-0.012091818374736737,0.04643203132842045
audio,-1,70.0,150.0,HG 70-150Hz,5,hg,-0.037121787560289075,-0.10296676993787328,-1.219287247806036e-06,-0.0146940950446755,-0.0028529931350790797,0.1212868635768169,0.09435367657812622,-0.03153158476787072,-0.019857733187453305,-0.030675316603458232,-0.03806353063406129,0.10457426868360152,-0.04332547420968298,-0.028362536328019605,0.011510234826502845,0.005488569643940784,0.012239427386722514,0.04111212243478951
audio,-1,70.0,150.0,HG 70-150Hz,6,hg,-0.05050520186279559,0.0044510374114658125,-0.02702798326224777,-0.057506442358803575,-0.016253617272228016,0.10323904512271309,0.1010486543315935,-0.0761588817612222,-0.03690080079574548,0.07295568885788134,-0.042634397240476074,0.10578861247598,-0.036025602174706704,-0.018910022941672766,0.010407369217467962,-0.022674498902949734,-0.01329295884425426,0.04681063616671788
audio,-1,70.0,150.0,HG 70-150Hz,7,hg,-0.045255098229102564,0.007725611563546948,-0.022088595491494997,0.015827997711321228,-0.0017794931406593841,0.10894109650584453,0.020918384669009703,-0.056033156136201905,-0.047937008048066616,0.07825005880697498,-0.050026783168996246,0.048783259354107884,-0.009353506588257454,-0.004321402608808806,-0.024086722089812954,0.020610249416721998,-0.04017489252612641,0.03541843035617968
audio,-1,70.0,150.0,HG 70-150Hz,8,hg,-0.05344640987232995,-0.010523325825267384,-0.0085824576670583,0.01955573533231918,-0.000979346789782737,0.14780899912618725,0.003871012318369198,-0.05218651610197901,-0.02484557608330568,-0.014813112764471491,-0.05786778638243163,0.043482116187055574,-0.019455346342081608,0.025526581687988846,0.007617692775125991,0.023990841496474454,-0.029153101094812197,0.03198270340276708
audio,-1,70.0,150.0,HG 70-150Hz,9,hg,-0.04056939182730554,0.023536286398543774,-0.016701895741865688,0.006165351263748039,-0.03842827744592635,0.1306515098510202,0.016672130633505304,-0.06946620744437215,-0.03181620783189577,0.07387635961979978,-0.05564611907285949,0.025011047505143092,-0.00784560165044514,0.013652987522576942,-0.021113794218936173,0.027416642531586422,-0.03539482009231741,0.03729203709716748
audio,-1,70.0,150.0,HG 70-150Hz,10,hg,-0.06570393572229602,-0.03159866711853507,0.004912030521807872,0.022292556666369513,-0.04023883416301377,0.08554319481509869,0.0261687510310792,-0.08025242419290185,-0.021208150301476818,0.05482539171632325,-0.019561947536781053,0.0026344259940611105,0.05673691678309276,0.014723998230028559,-0.0017413797816717355,0.045316939638578184,-0.05284886657976287,0.036841671223110495
audio,-1,70.0,150.0,HG 70-150Hz,11,hg,-0.09745348668979777,-0.057511491737955785,0.028105332248856797,0.05213457184958851,-0.041862531365880806,-0.014687825616124195,0.07165761296532529,-0.05515545821524493,-0.016617827985564017,0.02940918909417327,-0.03660010887793143,0.015683338884322398,0.08678030647747872,0.03264410018684828,-0.0056311896791227415,0.06395635004131117,-0.05485088158028348,0.044749506087988805
audio,-1,70.0,150.0,HG 70-150Hz,12,hg,-0.09008103879646072,0.003862425606305674,0.06115154826773634,0.003209392199929191,-0.05359091960518748,-0.07098590076434325,0.09141890290619704,-0.03620178235029635,-0.028060936381389668,0.02333541424913623,0.011363186243863057,-0.01042978829836099,0.01620630610641353,0.026871754014991884,0.019724828126807807,0.09578296799946709,-0.06357635952480986,0.04152079126127624
audio,-1,70.0,150.0,HG 70-150Hz,13,hg,-0.07031774879036032,-0.001027911671418051,0.09202612909425084,-0.011375559022999696,-0.10295450964586561,-0.04915078691508416,0.09405983270638692,-0.053870411079115624,-0.07076870124934849,0.10797206140687642,0.014838742381167327,-0.03190550672349404,0.01808741337708991,0.06881595003382909,-0.020576820204362124,0.06713359264765696,-0.05098576634520921,0.05446279078203028
audio,-1,70.0,150.0,HG 70-150Hz,14,hg,-0.05649269448703189,-0.026344873460510815,0.10183842166283257,-0.013919726521589232,-0.05657685139228603,-0.04454886822628233,0.08101474137046244,-0.036298531870927984,-0.05465649730597722,0.04052024869604621,-0.002883854095713932,0.006221706364702423,0.027288600135081314,0.043019484482450965,0.004719643396417755,0.03452748242636637,-0.04742843117404075,0.039900038651101186
audio,-1,70.0,150.0,HG 70-150Hz,15,hg,-0.007368586685939587,-0.008985712368940583,0.15968375342962374,-0.004692437454185057,-0.06006896325934158,-0.01059240458669176,-0.00029628026356183534,-0.03885201528583264,-0.050281320003819976,-0.1690749462313843,0.04303167405221488,0.013067280645282968,0.10872557595504763,0.013223869663024359,0.02713835127723862,0.05620567116289659,-0.07086351004563202,0.04953837366886223
audio,-1,70.0,150.0,HG 70-150Hz,16,hg,0.04421127805702219,-0.017248725883393143,-0.02052203545784725,-0.018757241256309624,-0.019166840893953863,-0.028641883348861634,-0.1172671591803078,0.08564166011350095,-0.04131299697499257,-0.03442873517623174,-0.016811160032558975,0.03569071769293718,0.11475186792790044,0.009758878889995173,0.009538873491179316,0.09918531613201945,-0.0846218141000982,0.046915128506418206
audio,-1,70.0,150.0,HG 70-150Hz,17,hg,0.0293158702676786,-0.005920114217352318,-0.008589840984136931,-0.0196305185811108,-0.006946717457744578,-0.048403860066881604,-0.031181171081282596,0.0825989929571642,-0.014673832743166105,0.026778724686666037,-0.059245635986000196,0.03443047548466307,-0.015843471101480027,0.011313038539997843,-0.023417333253165792,0.0473987775573334,0.002016615978817531,0.02751205829086127
audio,-1,70.0,150.0,HG 70-150Hz,18,hg,0.0425332201937105,-0.02212726746375857,-0.09607801690170456,-0.02286561126572914,0.01488601487634871,0.018727824265156134,-0.015213567016227622,0.010013863077985392,0.04564812676820103,0.05190611101594588,-0.04028820120208437,0.03773122708189497,-0.10285113001307171,0.016686357458926444,-0.015088798757475418,0.001998822961466903,0.07438102492041544,0.037001481484711926
audio,-1,70.0,150.0,HG 70-150Hz,19,hg,0.04718373442550685,-0.0443891793220592,0.04861779231668147,-0.044852066894838095,0.024016254817772385,0.0018351487541252267,-0.08859362359939116,-0.042390322127185916,-0.0015648062270450592,0.09261145975796421,-0.01782083212505035,0.030238174298258758,-0.04038640728990677,0.004111746273844299,-0.00022424717713720024,-0.003398618223850601,0.035005792342311444,0.033367070939584055
audio,-1,70.0,150.0,HG 70-150Hz,20,hg,0.058347579862469946,-0.09281981523786498,0.0933508974576485,-0.02419404424317973,0.031475381413874196,0.01002899067190693,-0.10264974003755596,-0.010100230293947984,-0.02952368439114182,0.07751471052624959,0.033647399166371515,0.0025602195167904614,-0.033675863242350015,-0.012910870111946792,0.020068774573372947,-0.029977600433313264,0.008857894802615496,0.039511982116623524
audio,-1,70.0,150.0,HG 70-150Hz,21,hg,0.041086191189988755,-0.07797163428976496,0.14098767317458358,-0.028208172406480228,0.0463124173884394,0.0035958287756974565,-0.10901598921896438,-0.05622538593217497,0.005634458636418258,0.07525646126061876,0.019838668255144,-0.003206599806991116,-0.03214747195633833,-0.012104421717506308,0.012576998773584753,-0.05287119094309722,0.026462168816842716,0.04373539603191973
audio,-1,70.0,150.0,HG 70-150Hz,22,hg,0.05569253960351492,-0.07354972478004596,0.07675561920358324,0.030410718514149875,-0.028230970305553306,-0.007290043164726196,-0.07326303775883324,-0.06272899174477314,-0.02634483850094154,0.05234246722141185,-0.0015872017068332522,-0.03086032870784107,0.00372056217013073,0.03941186180242481,0.05398719024463114,-0.011574930468658581,0.003109108378359837,0.0371094196633184
audio,-1,70.0,150.0,HG 70-150Hz,23,hg,0.045672800255097665,-0.03796756470587381,0.04283487853909717,0.03833866793642296,-0.040302366843426696,-0.0156902779143854,-0.05662601293089801,-0.06830156312770798,-0.01780717576101803,0.013725109155683998,0.022918257821699258,-0.0034566342092324735,0.060456928444930516,0.04544623113795801,0.021743142975527208,-0.04064316388924821,-0.010341256884626105,0.03425129603134314
audio,-1,70.0,150.0,HG 70-150Hz,24,hg,0.03894850911697069,-0.07051854281942435,0.07281229717997947,0.008816461786827205,-0.01583929154870541,-0.020405839412456002,0.02150359446140001,-0.07947396585271174,0.02390933082751984,-0.004596650633882543,0.012265898632916973,-0.004730903520816446,0.005718583322826334,0.03291144448190723,0.019824948209049807,-0.04920276872069068,0.008056894489289588,0.028796230883374963
audio,-1,70.0,150.0,HG 70-150Hz,25,hg,0.0656168869263196,-0.06245469707494207,0.0382421289553719,-0.008869645008202347,0.006659815355365699,0.009021867117245641,0.023508300941516597,-0.021739050319140422,0.05026461984768734,-0.07902629071856229,-0.017916996520798156,-0.017599762759384654,-0.004167716895956869,0.06202134134565389,-0.010540804945638626,-0.038145340405279664,0.005125344158744473,0.030642388782106483
audio,-1,70.0,150.0,HG 70-150Hz,26,hg,0.036267330653218896,-0.01723532469233119,0.002487849269796768,-0.02626349895667482,0.01940545149165202,0.032889680675575274,0.013679454723503346,-0.01385419843434215,0.06965286572831524,-0.07683967608977849,-0.009450623122845591,0.012113807248865986,-0.006219578306226585,-0.01576161845553259,-0.030868877341198545,0.009190330430123494,0.0008066251778783777,0.023116870046932903
audio,-1,70.0,150.0,HG 70-150Hz,27,hg,0.03943049659277981,-0.03230446057680712,-0.035560825530326495,-0.024497920853092138,0.05976077282822944,0.06871386471623218,-0.0741609321144654,0.03995982311266632,0.052602134565695506,0.011878371112094865,-0.08645737112139806,0.00025551408636252833,0.023298893577891455,-0.010758963853744898,-0.03048655347468732,-0.012174958702994168,0.010502115635563435,0.03604729249735478
audio,-1,70.0,150.0,HG 70-150Hz,28,hg,0.030905855733997074,-0.07629853742264699,0.04920818229723542,-0.039021132355744136,0.0026908101370815814,0.006332004188527656,-0.10685507914524722,0.015866434749665006,0.01877000269205881,0.07210832617539352,-0.026781469613956884,0.028375788431809525,0.014671911401258142,0.025770638534900095,-0.024015854101285546,-0.008589243049614104,0.016861361346568005,0.03312486066923469
audio,-1,70.0,150.0,HG 70-150Hz,29,hg,-0.012801760777828675,-0.04777228090969455,-0.036333726929780576,-0.06889901152084178,-0.014954778882294113,-0.009352425462396655,-0.07321121502188453,-0.03338140123007399,0.005703566657320972,0.10303658311941025,0.07641392029827151,0.11582903665010152,0.007834765893022155,0.10062197040800863,-0.04577036830894553,-0.027718610974258776,-0.039244263008136,0.048169393297192366
picture,-1,70.0,150.0,HG 70-150Hz,0,hg,-0.013945267202118517,-0.0969435329971409,0.11994759347097365,0.023397150497727715,0.012169434028735939,0.053214746801357536,-0.005088513090690156,0.05485891497305372,0.01029891849372507,0.19656163937634685,-0.03100231342148984,-0.031952690424894355,-0.1098570980887745,-0.16955457268389995,-0.09376687184303471,0.09747051500667404,-0.015808052896551687,0.06681398972336407
picture,-1,70.0,150.0,HG 70-150Hz,1,hg,0.10852579966681943,-0.09185919543057788,0.12148501183426166,-0.0088741804213671,-0.08416613361457051,-0.0010969140962926412,0.055204508378671704,-0.022677183741837567,-0.037629623642659774,0.16466495287228972,-0.03270884327023337,-0.0014039770963536506,0.03167439186272776,-0.018422188032420666,-0.05706088204507348,-0.04930043373480597,-0.07635510948857745,0.05665348995467885
picture,-1,70.0,150.0,HG 70-150Hz,2,hg,0.09419295615264493,-0.06489875822079864,0.016336287817057975,-0.023641812168178927,-0.048444099345697364,0.014006535177261947,0.09901003295879601,-0.051566971807720255,-0.055093976176176396,-0.029045298640228343,0.06023138533783463,0.01461445898726053,0.09680637393007123,-0.0053680891199907425,-0.052379995838994976,-0.10067670270409602,0.03591767366095382,0.05071949459080957
picture,-1,70.0,150.0,HG 70-150Hz,3,hg,0.10496660196577644,-0.07351096833420907,-0.010844876167751226,0.018569887688176977,-0.02924410941792099,0.009631693720836974,0.09805233358942661,-0.03786291179183919,-0.0372713112832872,-0.060462787941914065,-0.001940256442473101,-0.030560020653840368,0.0344022646709793,-0.044703940832683565,-0.016994619833344216,-0.06688851987085478,0.14466154093492142,0.04826874383177856
picture,-1,70.0,150.0,HG 70-150Hz,4,hg,0.1767851210676851,-0.10312516718863239,-0.005830757408917634,0.05498018416866273,-0.007518081799132998,-0.029166294941612554,0.0930101776129693,0.02154575985366849,-0.05346709557110409,0.023510095780271217,-0.08333496971146735,-0.07571314557328095,0.03038580243493452,-0.05915226223843712,-0.02860896710949181,-0.010367370318761011,0.05606697094264674,0.05368048374833388
picture,-1,70.0,150.0,HG 70-150Hz,5,hg,0.17717450166805684,-0.0617388982604899,-0.008183027011120775,0.01766450045363507,-0.014320738475862927,-0.021600938932334886,0.07722727623673407,-0.00993213995031588,-0.07757884351168098,0.03127601336903955,-0.09916230860658826,-0.05031162930892434,0.09309944002602229,-0.02588153359462354,-0.025891036538299817,-0.03117760662577431,0.02933696906252754,0.05009161186070771
picture,-1,70.0,150.0,HG 70-150Hz,6,hg,0.1446553708781422,0.0296785755174253,-0.12221210436510815,-0.009117395447891963,0.004378780925766785,-0.045327912989553354,0.07807950170377254,-0.07557982045029579,-0.06670023226887867,0.13826603677667815,-0.07063239661351804,-0.00931582678241639,0.09508719909869366,-0.036112706236819225,-0.023756722254146368,-0.02865501182682266,-0.002735335665028388,0.0576641723412328
picture,-1,70.0,150.0,HG 70-150Hz,7,hg,0.09441321376685315,-0.04065735562802409,-0.036822835717326904,-0.01581314863375911,-9.114941006468462e-05,-0.028675797481804426,0.06148043672716908,-0.05766151549619954,-0.03801870436016275,0.059626595611358676,-0.08818119520662089,-0.019492432942321454,0.05635927605798675,0.027941016823719213,0.02214277752248369,-0.015582227620850025,0.01903304598756342,0.04011721911730987
picture,-1,70.0,150.0,HG 70-150Hz,8,hg,0.08969735488055072,-0.09337205635398554,0.0473311997550386,0.0039670201649929585,0.04024757483813539,-0.03736664806276601,0.04119638242852073,-0.09188883149819212,-0.004894398558824803,0.005880240543932462,-0.03743024349969881,-0.041324698055418496,0.02898678367389932,0.027157879850435326,0.03155643325360628,-0.05980841741499627,0.05006442405477021,0.04306885805222141
picture,-1,70.0,150.0,HG 70-150Hz,9,hg,0.08216400337015449,-0.12909811823813927,0.20036107977075618,0.026621933872305888,0.006848947144193606,-0.0725547064873038,0.006753611110042426,-0.04342807461407105,-0.024699990663079135,-0.012480068479919131,0.006800717897591723,-0.03739621181801742,0.008493289710985131,0.010268639833156654,0.047463425364592186,-0.07148343593372831,-0.004635041839520417,0.04656184094985629
picture,-1,70.0,150.0,HG 70-150Hz,10,hg,0.09509265298242026,-0.006073641155393817,0.09886510887417008,0.03956430110616729,-0.03625654925379478,-0.06323520659221996,0.0169182235950389,-0.10016553415427035,-0.042924249241467684,0.08833225127024981,0.008845389123205843,-0.01090787045211127,0.002658132458369453,-0.035066198928323654,0.005144991858039109,-0.02854523734633712,-0.03224656414374211,0.041814241325607134
picture,-1,70.0,150.0,HG 70-150Hz,11,hg,0.09142617003726253,0.04364573780090598,-0.060862554741266714,0.00827633830554299,-0.010020572211072757,-0.0415076957689519,-0.01536966248064793,-0.12897290482709234,-0.022772771231503994,0.11894552312508339,0.01064472086822056,-0.026259090836018937,0.02647916002780156,0.01623140988651632,0.0019501526154609972,0.009832487779633607,-0.021666448349873555,0.03852137652310918
picture,-1,70.0,150.0,HG 70-150Hz,12,hg,0.044464569311354354,0.034151464795157856,-0.009155572248589363,-0.005683321174437219,-0.07145129690774013,-0.044701616156018545,0.0028145437717492865,-0.06404689813621009,-0.003682972364845323,-0.04819117813128608,0.0809162940846205,0.015787894784392256,-0.050604561850011644,0.037513208117895436,0.011579008982412708,0.06418780834141055,0.0061026247801456,0.03500204905519276
picture,-1,70.0,150.0,HG 70-150Hz,13,hg,0.009496574648862914,-0.04297630143168292,0.08530029788149271,0.01394719373786391,-0.04357809754990686,-0.06161511809367529,-0.030672887495469717,-0.060582913224538994,-0.017321117085505554,-0.005414775082092866,0.09484831697858133,0.01887953379934071,-0.08698519866711849,0.0032091662398891063,0.04532032287716021,0.09462206123988902,-0.016477058773088873,0.04301452557683291
picture,-1,70.0,150.0,HG 70-150Hz,14,hg,-0.009726118526213145,0.00383170872656163,0.10317772602488352,-0.0023671177123544226,-0.052738135944475,-0.07146581536618193,-0.052975003583466906,-0.015512815440125616,-0.006947732151933788,-0.05216147378928335,0.090011669414043,-0.01942333264096602,-0.047853334012899325,0.03260667781362583,0.03467711948089232,0.1253668324215226,-0.05850085471362934,0.04584373339782693
