sample_idx,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
0,1,4,3,4,1,1,5,9,5,2,0,6,15,16,13,2,2
1,3,3,5,2,3,5,9,6,3,10,7,11,11,0,12,13,3
2,3,3,5,2,3,5,9,6,3,10,7,11,11,0,12,13,3
3,3,3,5,2,3,5,9,6,3,10,7,11,11,0,12,13,3
4,1,4,3,4,1,1,5,9,0,3,2,6,1,16,13,4,14
5,1,4,3,1,0,4,2,9,7,9,3,4,1,1,4,5,14
6,3,3,5,2,3,7,3,1,7,9,3,0,11,1,0,5,12
7,3,2,3,1,3,7,3,1,7,9,3,0,1,1,0,5,12
8,3,3,5,2,3,5,9,6,3,10,7,11,11,0,12,13,3
9,3,3,5,2,3,5,9,6,3,10,7,11,11,0,12,13,3
10,3,3,5,2,3,5,3,1,7,7,3,4,11,1,0,5,12
11,3,2,2,1,3,5,3,1,7,7,12,4,13,1,6,5,12
12,2,4,3,1,0,4,2,3,9,1,5,1,6,3,4,8,6
13,1,4,3,1,0,4,2,3,9,1,5,1,0,3,4,8,6
14,2,0,3,1,0,4,2,3,9,1,5,1,0,3,4,8,6
15,1,4,3,1,0,4,2,3,9,1,5,1,0,3,4,8,6
16,1,4,3,1,0,4,2,3,9,1,5,1,0,14,9,8,10
17,2,0,4,5,0,4,2,3,9,1,11,1,0,14,9,8,10
18,2,0,4,1,0,4,7,3,10,1,11,1,0,14,9,8,10
19,1,4,3,1,1,7,3,1,7,9,3,4,13,1,0,5,12
20,3,3,5,2,3,5,9,6,3,10,7,11,11,0,12,13,3
21,3,3,5,2,3,5,9,6,3,10,7,11,11,0,12,13,3
22,3,3,5,2,3,5,9,6,3,10,7,11,11,0,12,13,3
23,3,3,5,2,3,5,9,6,3,10,7,11,11,0,12,13,3
24,3,3,5,2,3,5,9,6,3,10,7,11,11,0,12,13,3
25,3,3,5,2,3,5,9,6,3,10,7,11,11,0,12,13,3
26,3,4,3,4,3,7,3,1,7,9,3,0,13,1,0,5,12
27,3,3,5,2,3,7,3,1,7,9,3,0,11,1,0,5,12
28,3,3,5,2,3,7,3,1,7,9,3,0,11,1,0,5,12
29,3,3,5,2,3,7,3,1,7,9,3,0,11,1,0,5,12
30,3,3,5,2,3,5,9,6,7,10,3,0,11,1,0,5,12
31,3,3,5,2,3,5,9,6,3,10,7,11,11,0,12,13,3
32,3,3,5,2,3,5,9,6,3,10,7,11,11,0,12,13,3
33,3,3,5,2,3,5,9,6,3,10,7,11,11,0,12,13,3
34,1,4,3,4,1,1,5,9,0,3,2,6,1,3,13,4,14
35,2,0,3,1,0,4,2,3,9,1,5,1,0,14,9,8,10
36,1,4,3,1,0,4,2,3,9,1,5,1,0,14,9,8,10
37,2,0,4,5,0,4,2,3,9,1,11,1,0,14,9,8,10
38,2,0,4,5,0,4,7,7,10,1,11,13,0,14,9,3,10
39,2,0,4,5,0,4,7,7,10,1,11,13,0,14,9,8,10
40,1,4,3,4,1,1,7,7,10,8,10,13,12,16,13,3,14
41,1,4,3,4,1,1,5,7,0,3,2,6,1,16,13,4,14
42,1,4,3,4,1,1,5,7,7,8,3,6,1,13,13,1,14
43,1,4,3,1,0,4,2,3,9,1,5,1,0,14,9,8,10
44,2,4,3,1,0,4,2,3,9,1,5,1,0,3,4,8,6
45,1,4,3,1,0,4,2,3,9,1,5,1,0,14,9,8,10
46,2,0,4,1,0,4,2,3,9,1,5,1,0,14,9,8,10
47,2,0,4,1,0,4,2,3,9,1,5,1,0,14,9,8,10
48,1,4,3,1,0,4,2,3,9,1,5,4,0,14,9,1,10
49,1,4,3,1,0,4,3,7,10,1,12,4,0,14,9,1,10
50,1,4,3,1,0,4,3,7,10,1,12,4,0,14,9,1,10
51,1,4,3,4,1,1,5,7,5,2,0,6,15,16,13,2,2
52,1,4,3,4,1,1,5,7,10,8,10,13,12,16,13,3,1
53,1,4,3,4,1,1,5,7,10,8,10,13,12,16,13,3,1
54,1,4,3,4,1,1,5,7,5,2,0,0,15,16,0,2,2
55,1,4,1,4,1,1,5,4,5,2,0,2,15,16,1,2,2
56,1,4,1,4,1,1,5,4,5,2,13,2,14,7,1,2,2
57,1,4,1,4,1,1,5,4,5,2,13,2,14,7,1,10,2
58,1,4,3,1,0,4,2,3,9,3,2,1,0,3,4,8,14
59,1,4,1,4,1,1,5,4,5,2,0,2,15,7,1,2,2
60,1,4,3,1,0,4,2,3,9,1,5,4,13,13,4,1,14
61,1,4,3,1,0,4,2,3,9,1,5,4,13,13,7,1,17
62,3,4,3,1,3,5,3,1,7,1,12,4,13,13,7,1,17
63,3,3,5,2,3,5,3,1,7,7,12,4,13,13,7,1,17
64,3,3,5,2,3,5,3,1,7,7,12,4,13,13,7,1,17
65,3,3,5,2,3,5,3,1,7,7,12,4,13,13,7,1,17
66,1,4,1,6,5,8,0,4,11,4,13,2,14,7,1,10,7
67,1,4,1,4,1,1,5,4,5,2,13,2,14,7,1,10,2
68,1,4,3,1,0,4,2,3,9,3,5,1,6,3,4,8,6
69,1,4,3,1,0,4,2,3,9,3,5,1,6,3,4,8,6
70,1,4,3,1,0,4,2,3,9,3,5,1,6,3,4,8,6
71,1,4,3,1,0,4,2,3,9,1,5,4,0,14,9,8,10
72,1,4,3,1,3,4,3,7,10,8,12,4,0,14,9,1,10
73,1,4,3,1,3,4,3,7,10,8,12,4,0,14,9,1,10
74,1,4,3,1,0,4,2,3,0,3,2,6,1,3,4,4,14
75,1,4,3,1,0,4,2,3,9,1,5,1,0,3,4,8,6
76,1,4,3,1,0,4,2,3,9,1,5,4,0,14,9,8,10
77,1,4,3,4,1,1,5,7,5,2,2,2,15,16,1,2,2
78,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
79,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
80,1,4,3,4,1,1,5,7,7,8,3,0,13,13,7,1,17
81,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
82,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
83,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
84,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
85,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
86,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
87,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
88,3,3,5,2,4,2,8,0,1,5,4,7,13,6,7,1,17
89,3,4,3,1,4,2,8,0,1,1,5,4,13,13,7,1,17
90,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
91,1,4,3,4,1,1,5,7,0,8,2,4,13,13,7,1,17
92,1,4,3,1,0,4,2,3,0,3,2,1,1,3,4,8,14
93,1,4,3,1,1,1,5,9,7,3,3,4,13,13,7,1,17
94,3,3,5,2,4,2,8,0,1,5,4,4,13,13,7,1,17
95,1,4,3,1,0,1,7,7,10,8,10,4,13,13,7,1,17
96,3,3,5,2,4,2,8,0,1,5,4,7,13,6,7,11,17
97,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
98,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
99,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
100,3,3,5,2,4,2,8,0,1,5,4,7,13,6,7,11,17
101,3,3,5,2,4,2,8,0,1,5,4,7,13,13,7,1,17
102,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
103,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
104,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
105,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
106,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
107,1,4,3,4,1,1,5,7,0,3,2,6,1,3,13,4,14
108,1,4,3,4,1,1,5,7,0,3,2,6,1,13,13,1,14
109,1,4,3,1,0,4,2,7,0,1,2,4,13,13,7,1,17
110,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
111,1,4,3,1,1,1,2,7,0,3,2,6,1,3,13,1,14
112,1,4,3,4,1,1,5,7,7,8,3,0,13,13,7,1,17
113,1,4,3,4,1,1,5,7,7,9,3,0,13,13,7,1,17
114,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
115,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
116,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
117,3,4,3,1,4,2,8,0,7,5,3,4,13,13,7,1,17
118,1,4,3,4,1,1,5,7,7,3,3,4,13,13,7,1,17
119,3,3,5,2,4,2,8,0,1,5,4,4,13,13,7,1,17
120,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
121,1,4,3,1,0,4,2,7,0,3,2,4,13,13,4,1,14
122,1,4,3,4,1,1,5,7,7,8,3,4,13,13,7,1,17
123,1,4,3,1,0,4,2,3,9,1,5,4,13,13,7,1,17
124,3,3,3,2,4,2,8,0,1,5,3,4,13,13,7,1,17
125,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
126,3,3,5,2,4,2,8,0,1,5,4,7,4,6,7,11,17
127,3,4,3,1,4,2,8,0,1,5,4,4,13,13,7,1,17
128,1,4,3,1,0,1,2,7,0,3,2,6,1,3,13,8,14
129,3,3,3,1,4,2,8,0,1,5,4,4,13,13,7,1,17
130,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
131,3,3,5,2,4,2,8,0,1,5,4,7,4,6,15,11,8
132,1,4,3,1,4,2,8,0,1,5,3,4,13,13,7,1,17
133,3,3,5,2,4,2,8,0,1,5,4,4,13,13,7,1,17
134,3,3,5,2,4,2,8,0,1,5,4,4,13,13,7,1,17
135,1,4,3,1,0,4,2,3,9,1,5,4,13,13,7,1,17
136,1,4,3,4,1,1,5,7,0,3,2,6,1,16,13,4,14
137,1,4,3,1,1,1,2,7,0,3,2,4,13,13,13,1,14
138,1,4,3,1,0,4,2,3,9,1,5,4,13,13,7,1,17
139,1,4,3,1,0,4,2,7,7,1,5,4,13,13,7,1,17
140,3,3,5,2,4,2,8,0,1,5,4,7,13,6,7,1,17
141,3,4,3,1,1,7,3,1,7,9,3,4,13,13,7,1,17
142,1,4,3,1,0,4,2,3,9,1,5,1,6,3,4,8,6
143,1,4,3,1,0,4,2,3,9,1,5,1,6,3,4,8,6
144,1,4,3,1,0,4,2,3,9,1,5,1,6,3,4,8,6
145,1,4,3,1,0,4,2,3,9,1,5,1,6,3,4,0,6
146,1,4,3,1,0,4,2,9,0,3,2,6,1,3,4,4,14
147,1,4,3,1,0,4,2,9,0,3,2,6,1,3,4,4,14
148,1,4,3,1,0,4,2,3,9,3,2,1,6,3,4,8,6
149,1,4,3,1,0,4,2,3,9,3,5,1,6,3,4,8,6
150,1,4,3,1,0,4,2,9,0,3,2,6,1,3,4,4,14
151,1,4,3,1,0,4,2,9,0,3,2,6,1,3,4,4,14
152,1,4,3,4,1,1,5,9,5,2,3,0,15,16,0,2,12
153,0,1,1,4,1,7,5,4,5,2,0,0,15,16,0,2,2
154,1,4,3,1,0,4,2,3,9,1,5,1,6,3,4,8,6
155,1,4,3,1,0,4,2,3,9,1,5,1,6,3,4,8,6
156,2,0,3,1,0,4,2,3,9,1,5,1,6,10,4,8,6
157,2,0,3,1,0,4,2,3,9,1,5,1,6,10,4,8,6
158,1,4,3,1,0,4,2,3,9,1,5,1,6,3,4,8,6
159,1,4,3,1,0,4,2,3,0,3,2,1,6,3,4,8,6
160,1,4,3,1,0,4,2,3,9,3,5,1,6,3,4,8,6
161,1,4,3,1,0,4,2,3,9,3,5,1,6,3,4,8,6
162,1,4,1,4,1,1,5,4,5,2,0,2,15,16,1,2,2
163,1,4,1,4,1,1,5,4,5,2,0,2,15,16,1,2,2
164,1,4,3,1,0,4,2,3,9,1,5,1,6,3,4,8,6
165,1,4,1,4,1,1,5,4,5,2,0,2,15,16,1,2,2
166,1,4,3,4,1,1,5,9,5,3,2,6,15,16,13,4,2
167,1,4,3,1,1,4,2,9,0,3,2,6,1,3,4,4,14
168,1,4,3,1,1,4,2,9,0,3,2,6,1,3,4,4,14
169,1,4,3,1,0,4,2,9,0,3,2,6,1,3,13,4,14
170,1,1,0,1,0,4,1,9,0,3,2,6,5,4,10,4,5
171,0,1,0,0,2,6,1,5,8,9,6,12,5,4,10,4,5
