sample_idx,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
0,3,3,4,5,5,6,6,6,6,6,7
1,3,3,4,5,5,6,6,6,6,6,7
2,3,3,4,5,5,6,6,6,6,6,7
3,3,3,4,5,5,6,6,6,6,6,7
4,3,3,4,5,5,6,6,6,6,6,7
5,3,3,4,5,5,6,6,6,6,6,7
6,3,3,4,5,5,6,6,6,6,6,7
7,3,3,4,5,5,6,6,6,6,6,7
8,3,3,4,5,5,6,6,6,6,6,7
9,3,3,4,5,5,6,6,6,6,6,7
10,3,3,4,5,5,6,6,6,6,6,7
11,3,3,4,5,5,6,6,6,6,6,7
12,3,3,4,5,5,6,6,6,6,6,7
13,3,3,4,5,5,6,6,6,6,6,7
14,3,3,4,5,5,6,6,6,6,6,7
15,3,3,4,5,5,6,6,6,6,6,7
16,3,3,4,5,5,6,6,6,6,6,7
17,3,3,4,5,5,6,6,6,6,6,7
18,3,3,4,5,5,6,6,6,6,6,7
19,3,3,4,5,5,6,6,6,6,6,7
20,3,3,4,5,5,6,6,6,6,6,7
21,3,3,4,5,5,6,6,6,6,6,7
22,3,3,4,5,5,6,6,6,6,6,7
23,3,3,4,5,5,6,6,6,6,6,7
24,3,3,4,5,5,6,6,6,6,6,7
25,3,3,4,5,5,6,6,6,6,6,7
26,3,3,4,5,5,6,6,6,6,6,7
27,6,6,7,8,8,9,10,11,11,11,12
28,6,6,7,8,9,10,11,12,12,12,13
29,3,3,4,5,5,6,6,6,6,6,7
30,3,3,4,5,5,6,6,6,6,6,7
31,6,6,7,8,8,9,10,11,11,11,12
32,4,4,5,6,6,7,7,8,8,8,9
33,4,4,5,6,6,7,7,8,8,8,9
34,4,4,5,6,6,7,7,8,8,8,9
35,4,4,5,6,6,7,7,8,8,8,9
36,2,2,2,2,2,3,3,3,3,3,4
37,2,2,2,2,2,3,3,3,3,3,4
38,2,2,2,2,2,3,3,3,3,3,4
39,2,2,2,2,2,3,3,3,3,3,4
40,2,2,2,2,2,3,3,3,3,3,4
41,2,2,2,2,2,3,3,3,3,3,4
42,6,6,7,8,8,9,10,11,11,11,12
43,2,2,2,2,2,3,3,3,3,3,4
44,2,2,2,2,2,3,3,3,3,3,4
45,2,2,2,2,2,3,3,3,3,3,4
46,2,2,2,2,2,3,3,3,3,3,4
47,2,2,2,2,2,3,3,3,3,3,4
48,2,2,2,2,2,3,3,3,3,3,4
49,2,2,2,2,2,3,3,3,3,3,4
50,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0
53,6,6,7,8,8,9,10,11,11,11,12
54,6,6,7,8,8,9,10,11,11,11,12
55,6,6,7,8,8,9,10,11,11,11,12
56,2,2,2,2,2,3,3,3,3,3,4
57,2,2,2,2,2,3,3,3,3,3,4
58,6,6,7,8,8,9,10,11,11,11,12
59,2,2,2,2,2,3,3,3,3,3,4
60,6,6,7,8,8,9,10,11,11,11,12
61,6,6,7,8,8,9,10,11,11,11,12
62,2,2,2,2,2,3,3,3,3,3,4
63,6,6,7,8,8,9,10,11,11,11,12
64,6,6,7,8,8,9,10,11,11,11,12
65,6,6,7,8,9,10,11,12,12,12,13
66,6,6,7,8,9,10,11,12,12,12,13
67,6,6,7,8,9,10,11,12,12,12,13
68,6,6,7,8,9,10,11,12,12,12,13
69,6,6,7,8,9,10,11,12,12,12,13
70,6,6,7,8,8,9,10,11,11,11,12
71,6,6,7,8,8,9,10,11,11,11,12
72,6,6,7,8,8,9,10,11,11,11,12
73,6,6,7,8,8,9,10,11,11,11,12
74,6,6,7,8,8,9,10,11,11,11,12
75,7,7,8,9,10,11,12,13,13,14,15
76,7,7,8,9,10,11,12,13,13,14,15
77,6,6,7,8,9,10,11,12,12,12,13
78,6,6,7,8,9,10,11,12,12,12,13
79,6,6,7,8,9,10,11,12,12,12,13
80,9,10,11,12,13,14,15,16,17,18,19
81,9,10,11,12,13,14,15,16,17,18,19
82,9,10,11,12,13,14,15,16,17,18,19
83,9,10,11,12,13,14,15,16,17,18,19
84,9,10,11,12,13,14,15,16,17,18,19
85,7,7,8,9,10,11,12,13,13,14,15
86,7,7,8,9,10,11,12,13,13,14,15
87,7,7,8,9,10,11,12,13,13,14,15
88,7,7,8,9,10,11,12,13,13,14,15
89,7,7,8,9,10,11,12,13,13,14,15
90,7,7,8,9,10,11,12,13,13,14,15
91,2,2,2,2,2,3,3,3,3,3,4
92,2,2,2,2,2,3,3,3,3,3,4
93,2,2,2,2,2,3,3,3,3,3,4
94,2,2,2,2,2,3,3,3,3,3,4
95,2,2,2,2,2,3,3,3,3,3,4
96,2,2,2,2,2,3,3,3,3,3,4
