k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
1,1,1,6,1,1,10,10,10,6,1,1,1,1,10,15,1,1,15,10,15,10,10,26,10,10
1,1,1,6,1,1,10,10,10,6,1,1,1,1,1,1,1,1,1,15,15,10,10,20,10,10
0,0,0,7,0,0,0,1,1,1,14,2,2,14,14,14,14,14,2,14,24,24,24,24,24,24
0,0,0,7,0,0,0,7,1,1,14,7,0,14,14,0,14,14,14,14,14,14,25,15,15,15
0,0,0,0,7,7,7,4,4,10,10,15,15,10,10,15,15,15,10,4,4,4,15,26,4,0
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
4,1,1,3,6,4,6,3,6,3,4,4,4,4,4,4,4,21,21,21,21,21,15,21,21,21
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,7,7,7,7,7
1,1,1,6,1,1,10,10,4,10,1,1,4,8,10,1,15,1,1,15,15,10,10,15,10,10
4,1,1,6,1,1,10,10,4,10,4,4,4,4,4,4,4,4,4,15,15,10,15,15,15,15
1,1,1,6,1,1,10,10,1,1,4,4,4,4,4,4,4,4,4,14,14,23,15,15,15,15
1,1,1,6,1,1,10,10,6,4,4,4,4,4,4,4,4,4,4,15,15,10,10,25,10,10
1,1,1,6,1,1,10,10,10,6,1,1,4,4,9,9,9,9,9,15,15,10,10,9,10,10
1,1,1,6,1,1,10,10,10,6,1,1,8,8,1,1,1,1,1,15,15,1,10,8,10,10
1,1,1,7,0,0,1,10,10,6,1,1,1,1,9,9,9,9,9,9,9,9,15,15,15,15
1,1,1,6,1,1,10,10,10,6,1,1,14,8,1,1,1,1,1,14,14,14,15,15,10,10
1,1,1,6,1,1,10,4,2,5,10,10,7,7,15,7,20,20,20,20,20,20,20,4,20,20
2,2,2,2,2,2,2,5,5,2,2,5,10,15,2,2,2,2,6,6,6,6,6,10,6,6
2,5,5,6,1,1,10,10,8,8,8,8,8,8,8,8,8,8,8,15,15,25,10,8,10,10
2,5,5,6,1,1,10,10,8,8,8,8,8,8,8,1,8,8,1,15,15,1,10,8,10,10
2,5,5,6,1,1,10,10,8,8,8,8,8,8,8,8,8,8,1,15,15,25,10,8,10,10
2,2,2,2,2,2,2,0,0,2,2,0,10,15,2,2,2,2,6,6,6,6,6,10,6,6
2,5,5,5,5,1,10,8,8,2,2,8,8,8,2,2,2,2,6,15,15,6,10,8,6,6
2,2,2,6,2,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,0,0,7,7,7,4,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,3,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,21,21,21,21,21,21,21,21
3,3,3,3,7,7,7,4,7,2,2,7,0,7,15,10,10,10,10,4,4,4,4,0,6,29
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,23,23,7,25,23,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
2,5,5,5,5,8,10,5,8,8,8,8,8,8,8,8,8,8,8,15,8,8,10,8,8,8
3,3,3,3,3,3,3,3,3,2,2,3,3,15,2,2,10,10,6,6,6,6,6,10,6,6
3,3,3,3,3,3,3,3,3,2,2,3,8,8,2,2,10,10,6,15,15,6,10,8,6,6
3,3,3,3,3,3,3,3,3,2,3,3,10,15,2,2,2,2,6,6,6,6,6,10,6,6
3,3,3,3,3,3,3,3,3,2,3,3,3,15,2,2,2,2,6,6,6,6,6,10,6,6
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,6,6,6,6,10,6,6
2,5,3,3,3,3,3,3,8,3,8,8,8,8,8,8,8,8,8,15,15,6,10,8,6,6
2,3,3,3,3,3,3,3,3,2,3,3,8,8,8,8,8,8,8,15,15,25,10,8,6,6
2,5,3,3,3,3,3,3,3,13,8,13,8,13,13,13,13,13,13,13,13,13,13,13,25,25
2,5,5,5,5,8,5,5,8,8,8,8,8,8,8,8,8,8,8,15,15,25,10,8,10,10
4,2,2,2,2,2,2,6,6,2,2,6,10,15,2,2,2,2,6,6,6,6,6,10,6,6
2,2,2,2,2,2,2,2,12,2,2,12,10,15,2,2,2,2,6,6,6,6,6,10,6,6
2,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,5,3,2,2,3,8,13,13,2,13,13,13,13,13,13,13,13,13,13
2,5,5,5,5,8,5,8,8,8,8,8,8,8,8,8,8,8,8,15,8,8,10,8,8,8
0,2,2,2,2,2,2,2,12,2,2,12,10,15,2,2,2,2,6,6,6,6,6,10,6,6
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,21,21,21,21,21,21,21,21
0,2,2,2,2,2,2,2,12,2,2,12,10,15,2,2,2,2,6,6,6,6,6,10,6,6
2,2,2,2,2,2,2,2,12,2,2,12,10,15,2,2,2,2,6,6,6,6,6,10,6,6
2,2,2,2,2,2,2,0,0,2,2,0,10,15,2,2,2,2,6,6,6,6,6,10,6,6
2,5,5,5,5,8,5,8,8,2,8,8,16,16,8,8,8,8,8,8,8,8,8,16,8,8
1,2,1,6,1,1,10,10,8,2,2,10,8,8,1,1,1,1,1,15,15,1,10,8,10,10
2,2,2,2,2,5,2,5,5,2,2,5,10,15,5,5,5,5,5,6,6,5,6,8,6,5
2,2,2,2,2,2,2,5,0,2,2,5,10,15,2,2,2,2,6,6,6,6,6,10,6,6
2,5,5,6,1,1,10,10,8,8,8,8,8,8,8,1,8,8,1,15,15,25,10,8,10,10
2,5,5,6,1,1,10,10,10,8,8,1,8,8,1,1,1,1,1,15,15,1,10,8,10,10
2,2,2,2,2,5,5,5,5,2,5,5,10,15,2,2,2,2,6,6,6,25,6,10,6,6
2,2,2,2,2,2,5,5,5,2,0,5,10,15,2,2,2,2,6,6,6,6,6,10,6,6
2,5,5,6,1,1,10,8,8,8,8,8,8,8,8,8,8,8,8,15,15,25,10,8,10,10
1,5,5,6,1,1,10,4,4,10,10,15,8,8,10,15,15,15,15,15,15,10,10,8,10,10
1,5,5,6,1,1,10,4,4,10,10,15,8,10,10,15,15,15,15,15,15,10,10,8,10,10
1,5,1,6,1,1,10,10,8,8,8,6,8,8,6,1,6,6,1,15,15,25,10,8,10,10
1,4,4,6,1,1,10,6,6,4,6,6,8,6,6,6,6,6,4,15,15,23,10,8,23,23
2,5,5,5,5,5,5,5,8,2,2,8,8,8,8,8,8,8,8,8,8,6,10,8,6,6
2,5,5,5,5,8,10,8,8,2,8,8,8,8,8,8,8,8,8,15,15,8,10,8,10,10
2,5,5,6,1,1,10,8,8,2,8,8,8,8,8,8,8,8,8,15,15,8,10,8,10,10
2,5,5,5,5,8,5,8,8,8,8,8,16,16,8,8,8,8,8,8,8,8,8,16,8,8
2,5,5,5,5,8,5,8,8,8,8,8,16,16,8,8,8,8,8,8,8,8,8,16,8,8
2,5,5,5,5,8,5,5,0,2,0,0,16,16,8,5,8,8,8,8,8,5,8,5,8,8
2,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,1,1,5,0,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,6,2,2,10,2,12,2,2,12,12,12,12,1,10,10,1,12,12,12,12,8,10,10
0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,10,0,0,0,4,0,0,0,0,0,4
2,2,2,2,2,5,2,5,5,2,2,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5
2,2,5,5,2,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,2,2,5,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,0,7,0,5,0,1,5,1,5,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,1,1,6,1,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,5,7,0,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,1,6,1,1,10,10,5,6,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,1,6,1,1,10,10,5,6,5,5,8,8,1,1,1,1,1,15,15,5,10,5,10,10
1,1,1,6,1,1,10,10,5,6,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5
1,1,1,6,1,5,10,10,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,5,5,5,5,5,5,8,5,8,4,4,4,5,5,5,5,5,5,5,5,25,5,25,25,25
2,5,5,5,5,5,5,8,1,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,5,5,5,8,5,8,8,8,8,8,16,16,5,8,5,5,8,8,8,5,8,16,8,8
2,5,5,5,5,8,5,8,8,8,8,8,16,16,8,8,8,8,8,8,8,5,8,5,8,8
2,1,1,6,1,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,5,14,14,14
4,5,5,5,5,8,9,9,9,9,8,9,16,16,0,8,18,18,0,0,0,0,25,16,8,8
2,5,5,5,5,8,5,8,8,8,8,8,16,16,8,8,8,8,8,8,8,8,8,16,8,8
4,5,5,5,5,8,5,8,8,8,8,8,16,16,8,8,8,8,8,8,8,8,8,16,8,8
2,5,2,7,0,5,2,5,5,1,5,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,2,2,2,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
2,5,5,5,5,8,5,8,8,8,8,8,16,16,0,8,0,0,0,0,0,0,8,16,0,4
2,5,5,5,5,8,5,8,8,8,8,8,16,16,8,8,8,8,8,8,8,5,8,5,8,8
2,2,2,2,2,2,2,2,12,2,2,12,10,15,2,2,10,10,6,6,6,6,6,10,6,6
2,2,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,2,2,5,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,2,2,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,2,2,5,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,2,2,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,2,2,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,2,2,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,0,0,4,6,5,5,6,6,4,4,4,5,5,5,4,5,5,5,5,5,0,25,5,0,4
2,5,2,2,2,5,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,5,5,5,8,5,0,0,0,0,0,16,16,0,5,0,0,0,5,0,0,8,5,0,4
2,5,5,5,5,5,5,8,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,5,5,5,5,5,8,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,5,5,5,5,5,8,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,5,5,5,5,5,1,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,5,5,5,8,5,8,8,8,8,8,16,16,8,8,8,8,8,8,8,8,8,16,8,8
2,5,5,5,5,8,5,8,8,8,8,8,16,16,8,8,8,8,8,8,8,8,8,16,8,8
2,5,5,5,5,8,5,8,8,8,8,8,16,16,8,8,8,8,8,8,8,8,8,16,8,8
2,5,5,5,5,8,5,8,8,8,8,8,16,16,8,8,8,8,8,8,8,8,8,16,8,8
2,2,2,2,2,5,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,0,0,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2,5,5,5,5,8,5,8,8,8,8,8,16,16,8,8,8,8,8,8,8,8,8,16,8,8
2,2,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,5,5,5,8,8,0,0,0,0,0,10,16,8,16,8,8,8,8,16,8,8,16,8,8
2,5,5,5,5,8,8,0,0,0,0,0,16,16,8,16,8,8,8,8,8,8,8,16,8,8
2,2,2,5,2,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,2,2,2,2,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,5,5,5,8,10,10,8,8,8,0,8,8,8,8,8,8,8,15,15,8,10,8,10,10
2,5,5,5,5,2,8,0,0,0,0,0,10,16,2,16,2,2,6,6,6,6,6,10,8,8
2,2,2,2,2,2,2,5,5,2,2,5,5,5,5,5,10,10,5,5,5,5,5,5,5,5
2,2,2,2,2,2,2,5,5,2,2,5,5,5,5,5,10,10,5,5,5,5,5,5,5,5
2,2,2,2,2,2,2,5,5,2,2,5,5,5,5,5,10,10,5,5,5,5,5,5,5,5
2,2,2,2,2,2,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
0,0,0,7,0,0,0,1,1,1,14,14,0,14,14,14,14,14,14,14,14,14,0,14,14,14
0,0,0,0,7,7,7,1,7,7,14,14,0,0,14,14,7,7,14,14,14,14,0,14,14,14
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,14,7,7,7,7,7,7,0,14,14,7
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15
3,3,3,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,14,21,21,21
1,5,1,5,5,8,1,10,8,6,1,8,1,1,9,9,9,9,9,9,9,9,9,9,9,9
1,5,1,1,8,9,1,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9
0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,10,0,0,10,4,4,4,4,0,4,0
0,0,0,0,7,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2,2,2,2,2,2,2,5,2,5,2,10,14,7,15,7,20,20,20,20,20,20,20,4,20,29
0,2,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
1,1,1,6,1,1,10,10,4,10,10,15,15,10,10,15,15,15,15,10,10,10,26,26,26,26
1,1,1,6,1,1,10,4,4,10,10,15,15,10,10,15,15,15,15,10,10,15,26,26,26,26
0,0,0,7,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,9,0,4
0,0,0,0,7,7,7,0,7,7,7,7,0,0,0,10,0,0,10,4,4,4,4,0,4,0
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
4,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
4,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
1,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
1,1,1,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
0,0,0,7,0,0,0,1,1,1,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,0,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
0,0,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
0,0,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,7,18,18,28,7
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
2,5,6,1,8,9,8,0,0,0,0,0,10,9,18,18,18,18,18,18,18,18,18,18,28,28
2,5,6,1,8,2,8,0,0,0,0,0,10,9,2,18,2,2,6,18,6,18,18,18,28,6
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
2,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,4,7,7,7,7,0,0,7,10,7,7,10,4,4,4,4,0,4,0
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,10,7,7,10,4,4,4,4,0,4,7
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,10,7,7,10,4,4,4,4,0,4,0
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,0,0,0,7,6,7,4,6,4,7,7,0,0,7,10,7,7,10,4,4,4,4,0,4,29
4,0,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,0,6,0,7,7,7,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,7,18,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,0,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
0,0,0,0,7,7,7,7,7,7,7,7,9,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,6,0,7,7,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,0,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,0,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,0,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,7,7,7,7,7
4,0,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,0,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,0,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,7,7,7,7,7
1,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,7,7,7,7,7
1,1,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
1,1,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
0,0,0,0,7,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,7,7,7,7,7
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,10,9,9,8,9,9,8,8,18,18,18,18,18,18,18,18,10,8,28,10
2,5,5,5,5,8,5,8,8,8,8,8,16,16,8,8,8,8,8,8,8,8,8,16,8,8
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
4,4,6,1,6,6,8,0,0,0,0,0,10,2,16,16,16,16,16,16,16,16,16,6,16,16
4,4,4,0,7,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,7,18,28,28
4,4,4,6,1,1,10,10,4,10,10,15,7,10,10,15,15,7,15,7,7,10,7,20,10,10
4,4,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
2,2,2,2,2,2,2,5,12,2,2,12,12,12,12,12,12,12,12,2,2,2,2,2,2,22
4,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
2,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
2,5,5,5,5,9,5,8,9,8,9,9,9,9,18,18,18,18,18,18,18,25,18,25,28,28
2,5,6,1,8,9,5,9,9,9,9,9,9,9,18,18,18,18,18,18,18,25,18,18,28,28
2,5,6,1,8,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,28,28
