band,importance
1-4Hz,0.0853046093119602
4-8Hz,0.07871022495735809
8-13Hz,0.08478218207552057
13-20Hz,0.1655045412605426
20-30Hz,0.08735414888591293
30-50Hz,0.058119840036104875
50-70Hz,0.05926787502865273
70-100Hz,0.06909752024593736
100-130Hz,0.06870117179545865
130-170Hz,0.04369494513040239
170-220Hz,0.04600740100240356
220-270Hz,0.045368548847720985
270-320Hz,0.029547506773355568
320-360Hz,0.03661172662044371
360-400Hz,0.041927758028225764
