,t00,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29
audio,0.10226489481495236,0.32874390208151383,0.14824096679334486,0.0036330308278411877,-0.03838985517637399,-0.012643799753598474,-0.06882953733197,-0.10497213557275586,-0.12670511073902438,-0.06648258026441753,-0.053590030662743184,-0.11576299553913837,-0.14988676376351112,0.019620755604829444,0.12561362810969845,0.24536711546645248,0.24766205077935446,0.2103732873152836,0.13624181499926638,0.20458763319493442,0.13527900531493625,0.020972290386346376,-0.02965554521211372,-0.08619173984637994,-0.1781634352116495,-0.21343000985352842,-0.12238991561884624,-0.0794364033815121,-0.06115050080690008,-0.08069509053399006
picture,-0.25290228023523836,-0.26863206256327965,-0.025811829586609703,0.1319812328600352,0.09738081770136355,0.06230101002587548,0.11888763215307732,0.21379765501026446,0.21050946726014483,0.21461549111027528,0.20571142267385045,0.22987144791206127,0.27181261974179743,0.20571617148589083,0.17359831277846963,0.10944246655726918,0.14324492129054592,0.19144997174393863,0.2151820438991038,0.1285757916480474,0.1476470370783693,0.22319912819701554,0.20079935606784552,0.1580540691643101,0.24038864681712563,0.27644788809990706,0.2134450739871146,0.1935018551509222,0.2451994354652989,0.2847700461715152
reading,0.1156632171236905,-0.05552990090289807,-0.09987304545611975,-0.10655569377062753,-0.04533682071607844,-0.03866249325070836,-0.03755193397263509,-0.08277027350250035,-0.06257618762400209,-0.11460478311393917,-0.11806297452595328,-0.0866438892924366,-0.09191529346291821,-0.17739774030151578,-0.23808181598975586,-0.284766367722044,-0.3131627216847919,-0.32078660719067165,-0.2793402183140555,-0.2667386633356167,-0.22554180778137176,-0.19221798083358801,-0.13360361204825083,-0.05422884723880033,-0.04433019913884984,-0.04405786678458396,-0.06837787012521176,-0.08753163414708184,-0.1429357998181673,-0.15816137142152076
