band,importance
1-4Hz,0.054347708692863
4-8Hz,0.0711304615043479
8-13Hz,0.09772101339053647
13-20Hz,0.08728072076189114
20-30Hz,0.05762966418508671
30-50Hz,0.05568743686465158
50-70Hz,0.07882785298160978
70-100Hz,0.09185725688144894
100-130Hz,0.1118050016576261
130-170Hz,0.06230330354967156
170-220Hz,0.04880742959373873
220-270Hz,0.04573514510821895
270-320Hz,0.04546751829388564
320-360Hz,0.045410233552527705
360-400Hz,0.04598925298189579
