k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4
0,1,1,1,1,1,5,1,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
1,1,4,1,8,3,3,3,3,3,5,10,4,5,8,5,5,15,15,5,4,5,4,4,4,4
1,1,1,1,1,1,1,1,12,10,1,1,1,1,1,1,1,1,1,1,18,18,4,18,4,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,0,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,4,4,4,4
4,4,0,4,8,8,10,10,10,4,4,10,4,10,10,10,10,14,14,15,14,23,14,14,14,10
0,0,0,4,8,8,10,10,10,12,12,12,12,12,12,12,20,12,12,12,14,12,14,14,14,10
0,5,4,5,8,8,10,10,10,12,4,0,4,12,0,8,8,8,12,8,14,12,14,12,28,10
0,0,0,4,2,8,10,10,10,10,10,14,14,2,14,14,14,14,19,23,14,19,14,19,19,23
2,0,0,4,2,8,10,10,10,10,10,14,4,2,14,14,14,14,14,23,23,23,23,14,14,23
2,0,0,4,2,8,10,10,10,10,10,14,14,2,14,14,14,14,14,23,14,23,14,14,14,10
2,0,0,4,2,2,2,10,2,10,10,14,14,2,14,14,14,14,14,23,23,23,23,14,14,23
0,3,4,3,8,3,8,8,8,8,14,8,8,14,7,7,7,21,21,14,21,25,26,3,3,26
2,0,0,4,2,2,2,8,8,10,10,14,14,14,14,14,14,7,7,23,7,7,26,26,26,26
2,0,0,4,2,2,2,2,2,10,10,14,14,2,14,14,14,7,7,23,7,7,23,26,26,7
3,3,3,7,3,0,0,0,0,0,0,15,15,17,17,17,17,7,7,17,7,7,17,17,17,7
2,0,0,4,2,8,10,10,10,4,4,14,4,2,14,14,14,14,14,23,14,15,14,15,10,10
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,14,17,14,17,17,10
0,1,1,5,8,8,8,8,8,8,14,8,8,14,7,7,7,21,21,14,21,25,26,25,25,26
3,3,3,3,3,0,0,0,0,0,0,15,15,17,3,3,3,3,17,3,17,17,17,17,17,17
2,2,0,4,2,2,2,2,2,2,10,14,14,2,14,14,14,14,14,23,23,23,23,14,14,23
2,0,0,4,2,2,2,2,2,10,10,14,14,2,14,14,14,7,7,23,7,7,23,26,26,7
2,0,0,4,2,2,2,2,2,10,10,14,14,2,14,14,14,14,14,23,23,23,23,14,14,23
2,0,0,4,2,2,2,2,2,10,10,14,14,2,14,14,14,14,14,23,23,23,23,14,14,23
2,0,0,4,2,2,2,2,2,10,10,14,14,2,14,14,14,14,14,23,23,23,23,14,14,23
2,0,0,4,2,8,10,10,2,10,10,14,14,2,14,14,14,14,14,23,23,23,23,14,14,23
4,4,6,4,2,8,10,10,12,10,10,14,14,2,14,14,14,14,14,23,23,23,23,14,14,23
4,4,4,3,8,8,10,3,3,12,12,10,12,10,10,10,10,15,12,15,12,12,12,3,3,28
3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,0,0,4,8,8,10,10,10,4,4,14,4,12,14,14,8,14,14,23,14,23,14,14,14,10
2,4,6,4,2,2,2,2,2,6,10,14,14,2,14,14,14,14,14,23,23,23,23,14,14,23
0,5,5,5,5,5,5,10,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
2,0,0,7,2,2,2,2,2,10,10,14,14,2,14,14,14,7,7,23,7,7,23,26,26,7
2,0,0,4,2,0,0,0,10,10,10,14,14,2,14,14,14,8,8,23,14,7,14,8,26,10
2,0,0,4,2,2,2,10,10,10,10,14,14,15,14,14,14,14,14,23,23,23,23,14,14,23
2,0,0,4,8,8,10,10,10,10,10,14,14,2,14,14,14,14,14,23,23,23,23,14,14,23
2,0,0,4,2,2,2,2,2,2,10,14,14,2,14,14,14,7,7,23,7,7,23,26,26,7
2,0,0,4,2,2,2,2,2,10,10,14,14,2,14,14,14,14,14,23,23,23,23,14,14,23
2,0,0,4,2,2,2,2,2,10,10,14,14,2,14,14,14,14,14,23,23,23,23,14,14,23
2,0,0,4,2,2,2,10,2,10,10,14,14,2,14,14,14,14,14,23,23,23,23,14,14,23
4,4,6,6,6,6,6,6,6,6,6,10,6,10,10,10,10,15,6,15,14,15,6,14,14,10
4,4,4,4,8,8,10,10,10,4,4,4,4,15,15,15,15,4,15,4,14,15,14,15,10,10
4,4,6,4,2,8,10,10,10,4,4,10,4,10,10,10,10,14,15,15,14,15,14,14,14,10
3,3,3,3,3,0,0,0,0,4,0,0,15,0,0,8,8,8,8,8,8,8,8,8,8,8
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,8,5,10,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
3,3,5,3,3,0,0,5,10,4,4,0,4,0,0,8,8,8,8,8,8,8,8,8,8,8
0,0,0,5,0,8,8,8,8,8,14,8,8,14,7,7,7,21,21,14,21,25,26,25,25,26
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,4,5,8,3,8,8,8,8,14,8,8,14,7,7,7,21,21,14,21,25,26,25,25,26
0,5,5,5,8,5,8,8,8,5,8,8,8,14,7,7,7,19,21,14,21,25,26,19,25,26
2,2,0,7,4,2,2,2,2,8,10,14,14,14,14,14,14,7,7,23,7,7,26,26,26,7
0,5,4,5,8,8,10,10,10,4,4,10,4,10,10,8,10,15,15,15,14,12,14,12,28,10
0,5,4,5,8,8,8,8,8,8,14,8,8,14,7,7,7,21,21,14,21,25,26,25,25,26
0,5,5,5,8,5,8,8,8,8,14,8,8,14,7,7,7,21,21,14,21,25,26,25,25,26
0,5,4,5,8,3,3,3,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,26
1,1,3,7,0,1,1,0,0,7,5,1,0,5,8,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,13,13,3,13,13,18,13
1,1,4,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,1,1,7,4,1,8,8,8,8,14,8,8,14,7,7,7,7,21,23,21,25,26,25,25,14
1,1,1,1,0,1,8,8,8,7,14,8,8,14,7,7,7,21,21,14,21,25,26,25,25,14
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,4,17,17,17,14,15,10,10
3,3,3,3,3,0,0,7,7,7,7,0,7,0,0,8,8,8,8,8,8,8,8,8,8,8
3,3,3,7,3,0,0,0,0,3,5,15,0,5,8,5,5,5,3,3,5,0,3,0,5,5
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
1,1,3,1,1,1,8,8,8,8,5,8,0,5,8,5,5,21,3,3,21,25,3,25,5,14
1,1,1,1,1,1,8,8,8,8,5,8,8,5,8,5,5,21,21,5,21,25,5,5,25,14
1,1,1,1,1,3,8,8,8,3,5,8,0,5,8,5,5,5,5,5,5,5,5,5,5,5
0,5,5,5,5,5,5,5,5,7,5,5,0,5,8,5,5,5,5,5,5,5,5,5,5,5
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
1,1,1,1,0,1,8,8,8,7,5,8,8,14,7,7,7,21,21,14,21,25,26,25,25,14
1,1,1,1,0,1,8,8,8,7,5,8,8,5,7,7,7,21,21,14,21,25,8,25,25,14
0,5,5,5,5,5,5,3,3,5,8,5,5,8,5,19,19,19,19,19,8,19,8,19,19,8
1,1,1,1,0,1,1,1,1,7,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,3,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,8,8,3,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
0,5,5,1,0,5,3,3,3,7,3,0,3,0,0,8,8,8,8,8,8,8,8,8,8,8
1,1,1,1,0,1,1,8,8,7,5,8,8,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,8,8,8,8,5,8,0,5,8,5,5,5,21,5,21,25,5,25,5,14
1,1,3,1,3,1,1,0,1,7,5,1,0,5,8,5,5,5,0,5,0,0,5,5,5,5
3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8
4,4,4,1,1,3,3,3,3,3,3,10,3,10,10,10,10,15,3,15,3,3,3,3,3,3
1,1,1,1,1,1,1,1,1,1,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,0,1,1,7,7,7,7,7,7,7,18,18,18,18,18,18,18,18,18,18,18,18
1,1,4,1,1,3,3,3,3,3,3,0,3,5,8,5,5,5,5,5,8,8,8,5,5,8
2,2,2,7,4,2,2,2,2,2,13,14,14,2,14,14,14,7,7,23,7,7,7,26,26,7
1,1,3,7,4,1,6,1,1,0,5,15,0,5,8,6,6,6,22,22,24,24,22,22,22,22
2,2,6,7,4,4,4,4,4,13,13,6,13,6,6,6,6,6,6,6,24,24,6,22,22,22
4,2,6,7,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,24,24,6,22,22,22
2,2,2,2,4,6,6,6,6,2,2,6,2,6,6,6,6,6,6,6,24,24,7,22,22,22
1,2,6,7,4,6,6,6,6,6,6,6,6,6,6,6,6,6,22,6,24,24,22,22,22,22
3,3,3,7,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,24,24,17,22,22,22
3,3,3,7,4,4,4,0,0,0,0,15,15,17,17,17,17,6,17,17,24,24,17,22,22,22
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,8,3,8,3,8,8,8,8,8,8,8
1,1,1,1,1,1,1,1,1,7,5,1,0,5,8,5,5,5,22,22,22,22,22,24,24,24
4,4,6,1,1,6,6,1,6,6,1,1,1,1,1,1,1,14,14,21,23,23,4,4,4,4
4,4,1,1,1,1,10,10,12,12,12,10,8,10,10,10,10,21,21,15,21,25,6,12,28,14
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
1,1,1,1,1,1,8,8,8,7,5,8,8,5,8,5,5,5,5,5,8,5,8,5,5,8
1,1,1,1,1,1,8,8,1,7,5,1,0,5,8,5,5,5,21,5,21,5,22,5,5,5
1,1,1,1,1,1,8,8,8,7,5,8,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,1,5,1,0,5,8,5,5,5,22,22,5,5,22,5,5,5
3,3,3,7,4,4,4,4,4,13,13,13,13,13,13,13,13,7,7,13,24,24,13,22,22,22
0,3,0,3,3,8,10,0,10,4,4,0,4,0,0,8,8,8,8,8,8,8,8,8,8,8
0,5,4,3,8,3,3,3,3,3,3,0,3,0,0,8,8,8,8,8,8,8,8,8,8,8
1,1,4,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3
3,3,3,7,4,3,3,4,3,13,13,3,13,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,1,1,3,5,1,0,5,8,5,5,5,22,22,24,5,22,22,5,22
2,2,2,7,2,2,2,2,2,2,2,2,1,2,2,14,14,7,7,23,24,24,7,22,22,22
1,1,1,1,4,1,1,1,1,13,5,1,0,5,8,5,5,5,5,22,5,5,22,5,5,5
1,1,1,1,1,1,1,1,1,7,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,1,5,1,0,5,8,5,5,5,1,1,24,24,1,22,22,22
3,3,3,7,4,6,6,6,0,0,0,15,15,17,17,17,6,6,22,22,24,24,22,22,22,22
1,3,3,1,1,1,0,0,0,0,0,15,15,17,17,17,17,17,17,17,24,24,17,22,22,22
0,5,4,5,1,5,5,5,5,5,8,5,8,8,7,19,7,21,21,14,21,25,8,19,25,14
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,25,19,19,19,19
1,1,1,1,1,1,8,8,8,8,5,8,8,14,7,7,7,21,21,14,21,25,26,25,25,14
2,2,2,6,4,6,6,2,2,2,13,6,13,6,6,6,6,6,22,22,24,24,7,22,22,22
3,3,3,7,4,6,6,6,6,0,0,6,15,6,6,6,6,6,17,6,24,24,17,22,22,22
4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,24,24,6,22,22,22
4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,24,24,6,22,22,22
4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,24,24,6,22,22,22
1,1,1,1,1,1,1,1,1,1,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,1,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,8,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,1,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,1,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,0,1,1,1,1,7,5,1,0,5,8,5,5,5,18,18,18,18,18,18,18,18
1,1,1,1,0,1,1,1,1,7,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,0,1,8,8,8,7,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,8,1,1,8,14,1,8,14,7,7,7,21,21,5,21,5,5,25,5,5
4,4,6,6,6,6,6,6,6,6,6,10,6,2,10,10,10,14,6,6,6,23,6,14,14,23
4,4,6,6,6,6,6,10,10,4,4,10,4,10,10,10,10,15,15,15,15,15,15,15,10,15
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,3,3,3,3,3,3,3,17,17,17,17
4,4,4,1,1,3,3,3,3,3,5,10,0,10,10,10,10,15,5,15,5,5,5,5,5,3
4,4,6,6,6,6,6,6,6,1,6,1,6,6,6,6,6,6,22,6,24,24,6,22,22,22
1,1,1,1,1,1,1,1,1,7,5,1,8,5,8,5,5,5,5,14,1,1,26,1,25,1
4,4,6,6,8,8,10,10,6,6,6,10,6,10,10,10,10,15,15,15,6,6,6,6,6,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,18,18,1
1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,8,14,7,7,7,21,21,14,21,25,26,25,25,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,7,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,1,1,0,0,1,1,1,1,7,7,1,7,7,18,18,18,18,18,18,18,18,18,18,18,18
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,3,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
1,1,1,1,0,1,1,1,1,3,3,3,0,9,3,3,9,3,5,9,9,9,9,5,5,29
3,3,3,3,3,0,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
3,3,3,3,3,0,0,0,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
2,0,0,0,2,2,2,5,5,10,8,5,5,8,5,19,14,7,7,23,7,7,23,26,26,7
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
2,0,0,4,2,2,2,2,2,10,10,14,14,2,14,14,14,14,14,23,23,23,23,23,23,23
0,5,4,3,5,5,5,5,5,4,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
3,3,4,3,3,0,0,0,10,4,4,0,4,0,0,8,8,8,19,8,14,15,14,19,10,10
0,5,5,3,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
3,3,3,3,3,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17
3,5,5,3,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,26
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,3,3,5,3,3,8,3,5,8,5,19,19,19,3,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
3,2,3,7,4,4,4,5,5,3,8,3,5,8,5,0,0,0,22,22,19,19,22,19,19,24
0,5,4,5,5,5,3,3,3,5,3,5,3,8,3,3,3,3,19,3,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,5,4,5,5,3,3,3,3,3,8,3,3,8,5,19,19,19,3,19,3,19,3,3,19,3
1,1,1,1,0,1,1,1,1,7,5,1,0,5,8,5,5,5,5,5,5,5,5,5,5,5
1,5,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,1,7,4,9,9,9,9,9,5,9,0,9,8,0,5,5,9,0,0,0,5,5,5,29
0,5,5,5,5,1,10,5,12,12,12,12,12,12,12,12,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
2,0,0,4,2,2,2,10,2,10,10,14,14,2,14,14,14,14,14,23,23,23,20,20,20,23
2,0,0,0,0,8,10,7,7,10,7,12,7,12,12,12,12,12,12,12,12,12,18,12,28,28
0,5,4,5,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
3,3,3,3,3,0,0,0,0,0,0,5,15,8,5,19,19,19,19,19,19,19,19,19,19,19
3,3,5,3,3,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
4,4,4,3,3,5,3,3,10,4,4,3,4,3,5,3,10,15,15,3,14,15,14,15,10,10
0,0,0,4,2,5,5,0,10,10,8,14,5,0,14,14,14,8,8,23,14,8,23,23,23,10
3,3,6,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
4,2,2,6,7,9,9,9,9,9,9,6,9,9,6,6,6,9,9,6,9,9,6,9,9,29
4,4,6,3,8,0,0,10,10,4,4,10,4,10,10,10,10,15,15,15,14,15,14,15,10,10
3,3,3,7,4,0,0,0,0,0,0,13,15,13,13,0,0,19,19,0,0,0,0,0,0,7
2,2,5,7,5,5,5,5,5,5,8,5,5,8,5,19,19,7,7,19,7,7,19,26,26,7
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
3,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
0,5,5,5,5,5,5,5,5,5,8,5,5,8,5,19,19,19,19,19,19,19,19,19,19,19
4,4,6,6,6,6,6,6,6,6,6,10,6,10,10,10,10,6,6,6,6,6,6,6,6,6
4,4,4,6,8,3,6,6,6,6,4,10,16,10,10,10,10,15,16,15,16,16,16,16,16,16
4,4,6,6,8,6,6,6,6,6,6,10,6,10,10,10,10,15,15,15,6,6,6,6,6,6
3,3,4,3,3,3,6,6,0,0,0,10,3,16,16,16,16,16,16,16,16,16,16,16,16,16
