cluster_id,size,jaccard_stability,n_runs
0,385,0.532731294631958,50
1,65,0.6702867150306702,50
2,129,0.9228901863098145,50
3,85,0.8909803628921509,50
4,74,0.6644140481948853,50
5,147,0.8358078002929688,50
6,179,0.45107153058052063,50
7,629,0.4626372158527374,50
