band_idx,band_lo,band_hi,band,time_bin,kind,impurity_importance,importance
0,1.0,4.0,1-4Hz,0,ersp,4.1978954335373636e-05,4.1978954335373636e-05
0,1.0,4.0,1-4Hz,1,ersp,1.4924107677535169e-05,1.4924107677535169e-05
0,1.0,4.0,1-4Hz,2,ersp,7.093268750748977e-05,7.093268750748977e-05
0,1.0,4.0,1-4Hz,3,ersp,6.779747222522075e-05,6.779747222522075e-05
0,1.0,4.0,1-4Hz,4,ersp,0.00015258184855329856,0.00015258184855329856
0,1.0,4.0,1-4Hz,5,ersp,6.361605646370785e-05,6.361605646370785e-05
0,1.0,4.0,1-4Hz,6,ersp,0.00020140211124300729,0.00020140211124300729
0,1.0,4.0,1-4Hz,7,ersp,4.307300924469716e-05,4.307300924469716e-05
0,1.0,4.0,1-4Hz,8,ersp,6.890718035982077e-05,6.890718035982077e-05
0,1.0,4.0,1-4Hz,9,ersp,0.00010478496286650882,0.00010478496286650882
0,1.0,4.0,1-4Hz,10,ersp,9.230545534404821e-05,9.230545534404821e-05
0,1.0,4.0,1-4Hz,11,ersp,0.0005877623424520479,0.0005877623424520479
0,1.0,4.0,1-4Hz,12,ersp,0.0004940172673465855,0.0004940172673465855
0,1.0,4.0,1-4Hz,13,ersp,0.00028120543615302556,0.00028120543615302556
0,1.0,4.0,1-4Hz,14,ersp,0.0002049703904212067,0.0002049703904212067
0,1.0,4.0,1-4Hz,15,ersp,0.0008006122063504792,0.0008006122063504792
0,1.0,4.0,1-4Hz,16,ersp,0.0003540305018040769,0.0003540305018040769
0,1.0,4.0,1-4Hz,17,ersp,0.0005610340637523268,0.0005610340637523268
0,1.0,4.0,1-4Hz,18,ersp,0.00044445951381378267,0.00044445951381378267
0,1.0,4.0,1-4Hz,19,ersp,0.00035844950494525634,0.00035844950494525634
0,1.0,4.0,1-4Hz,20,ersp,8.807834487218842e-05,8.807834487218842e-05
0,1.0,4.0,1-4Hz,21,ersp,2.224454210237972e-05,2.224454210237972e-05
