sample_idx,patient_id,condition,task,electrode,file_path,prop_above_pos,prop_below_neg,high_activity,UMAP_1,UMAP_2,cluster_hierarchical_raw,silhouette,contact_name,patient,name,hemi,x,y,z,is_wm
131,EL030,reading,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_EntG_R12_TN.npy,0.027312661498708,0.0021963824289405,True,7.4831915,-1.160265,1,0.16970149,ENTGR12,EL030,ENTGR12,R,54.20787811279297,-16.04013442993164,-27.350830078125,0.0
132,EL030,reading,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_EntG_R13_TN.npy,0.0310335917312661,0.002609819121447,True,7.5044436,-1.202042,1,0.17088921,ENTGR13,EL030,ENTGR13,R,59.3645133972168,-30.16937255859375,-24.71454429626465,0.0
133,EL030,reading,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_EntG_R14_TN.npy,0.0335917312661498,0.0042118863049095,True,7.6840534,-1.9139847,1,0.17880581,ENTGR14,EL030,ENTGR14,R,58.205787658691406,-28.39480972290039,-23.46746826171875,0.0
134,EL030,reading,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_EntG_R15_TN.npy,0.0687596899224806,0.001188630490956,True,7.7921743,-2.1446795,1,0.26482028,ENTGR15,EL030,ENTGR15,R,57.42598724365234,-27.56758689880371,-22.75320625305176,0.0
135,EL030,reading,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_EntG_R16_TN.npy,0.0563307493540051,0.001860465116279,True,7.769913,-2.1402977,1,0.25876728,ENTGR16,EL030,ENTGR16,R,56.7196159362793,-26.964223861694336,-21.855581283569336,0.0
136,EL030,reading,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_EntG_R17_TN.npy,0.0602067183462532,0.0014211886304909,True,7.759313,-2.121039,1,0.2577888,ENTGR17,EL030,ENTGR17,R,56.7196159362793,-26.964223861694336,-21.855581283569336,0.0
137,EL030,reading,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_EntG_R1_TN.npy,0.0378552971576227,0.0010335917312661,True,8.811834,2.154671,1,0.27764443,ENTGR1,EL030,ENTGR1,R,21.182456970214844,-3.006188154220581,-36.05542755126953,0.0
138,EL030,reading,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_EntG_R2_TN.npy,0.036640826873385,0.0010077519379844,True,8.83366,2.1779184,1,0.29074973,ENTGR2,EL030,ENTGR2,R,21.87691116333008,-3.0893733501434326,-37.09763717651367,0.0
139,EL030,reading,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_EntG_R3_TN.npy,0.0426873385012919,0.0009560723514211,True,8.844193,2.1557143,1,0.2825797,ENTGR3,EL030,ENTGR3,R,23.998193740844727,-2.868673801422119,-38.55093002319336,0.0
140,EL030,reading,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_EntG_R4_TN.npy,0.03984496124031,0.001188630490956,True,8.830964,2.146457,1,0.2684086,ENTGR4,EL030,ENTGR4,R,29.632678985595703,-4.412682056427002,-37.0019760131836,0.0
141,EL030,reading,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_EntG_R5_TN.npy,0.0292248062015503,0.0015762273901808,True,8.845039,2.1263793,1,0.23688707,ENTGR5,EL030,ENTGR5,R,29.173858642578125,-5.217162609100342,-36.594486236572266,0.0
142,EL030,reading,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_EntG_R6_TN.npy,0.0227906976744186,0.0014728682170542,True,8.844582,2.1652315,1,0.24215028,ENTGR6,EL030,ENTGR6,R,35.59168243408203,-15.576802253723145,-35.8812370300293,0.0
143,EL030,reading,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pH_R10_TN.npy,0.0671317829457364,0.0022222222222222,True,7.735949,-2.0770314,1,0.2507851,PHR10,EL030,PHR10,R,55.07518768310547,-29.768291473388672,-20.32766342163086,0.0
144,EL030,reading,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pH_R11_TN.npy,0.068656330749354,0.0027390180878552,True,7.76768,-2.1877813,1,0.26221377,PHR11,EL030,PHR11,R,55.58832931518555,-28.27767944335937,-20.61090850830078,0.0
145,EL030,reading,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pH_R12_TN.npy,0.0704392764857881,0.0015762273901808,True,7.82952,-2.2416072,1,0.2548194,PHR12,EL030,PHR12,R,55.99309539794922,-27.642406463623047,-21.031517028808597,0.0
146,EL030,reading,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pH_R8_TN.npy,0.0260981912144702,0.0018087855297157,True,7.622273,-1.3539299,1,0.22392343,PHR8,EL030,PHR8,R,56.08121490478516,-39.2038688659668,-21.457447052001957,0.0
147,EL030,reading,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pH_R9_TN.npy,0.0422480620155038,0.0029715762273901,True,7.7069283,-1.9332153,1,0.23611228,PHR9,EL030,PHR9,R,54.41376495361328,-34.27384567260742,-19.42322158813477,0.0
148,EL030,reading,LM,pHG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pHG_R10_TN.npy,0.0207493540051679,0.0069767441860465,True,3.322037,5.1056695,1,0.23047537,PHGR10,EL030,PHGR10,R,61.01936721801758,-48.07900238037109,-16.235137939453125,0.0
149,EL030,reading,LM,pHG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pHG_R11_TN.npy,0.0676485788113695,0.0130232558139534,True,7.7389355,-2.653611,1,0.24320053,PHGR11,EL030,PHGR11,R,60.24047088623047,-49.44618988037109,-14.926365852355955,0.0
150,EL030,reading,LM,pHG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pHG_R12_TN.npy,0.1599741602067183,0.0133850129198966,True,7.830277,-2.801826,1,0.24279281,PHGR12,EL030,PHGR12,R,58.17194747924805,-50.468292236328125,-12.838595390319824,0.0
151,EL030,reading,LM,pHG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pHG_R13_TN.npy,0.2118087855297157,0.0128423772609819,True,7.8130293,-2.8110745,1,0.22386469,PHGR13,EL030,PHGR13,R,58.25762176513672,-52.14985275268555,-12.63962745666504,0.0
152,EL030,reading,LM,pHG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pHG_R14_TN.npy,0.2120155038759689,0.0066149870801033,True,7.824413,-2.7843313,1,0.22831453,PHGR14,EL030,PHGR14,R,58.00897979736328,-54.46185302734375,-10.769987106323242,0.0
153,EL030,reading,LM,pHG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pHG_R15_TN.npy,0.2132299741602067,0.0060206718346253,True,7.808786,-2.760757,1,0.22991256,PHGR15,EL030,PHGR15,R,58.04582977294922,-55.08034133911133,-10.281335830688477,0.0
154,EL030,reading,LM,pHG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL030\LM\ERSP_matrix\reading\EL030_reading_WM_ERSP_pHG_R3_TN.npy,0.0220671834625323,0.0049354005167958,True,6.9078975,0.0031731566,1,0.19416244,PHGR3,EL030,PHGR3,R,26.55840492248535,-23.491199493408203,-30.958721160888672,0.0
155,EL035,audio,LM,aI,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_aI_R5_TN.npy,0.0362790697674418,0.0004392764857881,True,7.455415,0.8162608,1,0.26455027,AIR5,,,,,,,
156,EL035,audio,LM,PHG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_PHG_R12_TN.npy,0.021266149870801,0.0007235142118863,True,7.208607,0.7725561,1,0.2173958,PHGR12,EL035,PHGR12,R,65.32276916503906,-19.063329696655277,-21.849340438842773,0.0
157,EL035,audio,LM,pI,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_pI_R5_TN.npy,0.0299741602067183,0.0002325581395348,True,6.8742056,1.0748541,1,0.26766068,PIR5,,,,,,,
158,EL035,audio,LM,pI,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_pI_R6_TN.npy,0.0235917312661498,0.0005684754521963,True,6.6663876,1.1615006,1,0.26983026,PIR6,,,,,,,
159,EL035,audio,LM,TTG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_TTG_R1_TN.npy,0.1728682170542635,0.0047545219638242,True,6.694364,1.430529,1,0.24637963,TTGR1,EL035,TTGR1,R,43.86701202392578,-19.84731674194336,-1.491437315940857,0.0
160,EL035,audio,LM,TTG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_TTG_R2_TN.npy,0.1463824289405684,0.0031266149870801,True,6.723692,1.3553785,1,0.26172397,TTGR2,EL035,TTGR2,R,45.675331115722656,-17.692480087280273,-1.7743775844573977,0.0
161,EL035,audio,LM,TTG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_TTG_R3_TN.npy,0.1345736434108527,0.0033850129198966,True,6.660869,1.4201571,1,0.2510338,TTGR3,,,,,,,
162,EL035,audio,LM,TTG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_TTG_R4_TN.npy,0.2178552971576227,0.0054521963824289,True,6.703001,1.4488143,1,0.22949046,TTGR4,EL035,TTGR4,R,55.692649841308594,-14.341768264770508,-8.886629104614258,0.0
163,EL035,audio,LM,TTG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_TTG_R5_TN.npy,0.1638501291989664,0.0093798449612403,True,6.6816907,1.3867098,1,0.23193645,TTGR5,EL035,TTGR5,R,57.7373275756836,-13.593462944030762,-7.418370246887207,0.0
164,EL035,audio,LM,TTG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_TTG_R6_TN.npy,0.0913953488372093,0.0134883720930232,True,6.6480417,1.4017142,1,0.22908801,TTGR6,EL035,TTGR6,R,62.8120002746582,-9.5447416305542,3.5058326721191406,0.0
165,EL035,audio,LM,TTG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\audio\EL035_audio_WM_ERSP_TTG_R7_TN.npy,0.0286304909560723,0.0006459948320413,True,6.5243816,1.1257973,1,0.2290728,TTGR7,EL035,TTGR7,R,66.61156463623047,-9.273241996765137,-1.3699396848678589,0.0
166,EL035,picture,LM,A,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_A_L10_TN.npy,0.0357364341085271,0.0003617571059431,True,7.7135215,-0.38118836,1,0.23569988,AL10,EL035,AL10,L,-56.323486328125,1.925857782363892,-25.11310577392578,0.0
167,EL035,picture,LM,A,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_A_L11_TN.npy,0.0318346253229974,0.0001808785529715,True,7.7222133,-0.236209,1,0.26330364,AL11,EL035,AL11,L,-55.546630859375,3.859715223312378,-26.926448822021484,0.0
168,EL035,picture,LM,A,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_A_L12_TN.npy,0.0379586563307493,0.001266149870801,True,7.6151953,-0.33803818,1,0.28441593,AL12,EL035,AL12,L,-54.76454925537109,4.309704780578613,-27.426855087280277,0.0
169,EL035,picture,LM,A,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_A_L7_TN.npy,0.0201033591731266,0.0004909560723514,True,7.669241,-0.11504609,1,0.29296622,AL7,EL035,AL7,L,-43.19311141967773,-2.3682303428649902,-18.455509185791016,0.0
170,EL035,picture,LM,A,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_A_L8_TN.npy,0.0236950904392764,0.0004392764857881,True,7.4351664,-0.19933754,1,0.28730762,AL8,,,,,,,
171,EL035,picture,LM,A,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_A_L9_TN.npy,0.037312661498708,0.0002325581395348,True,7.5846114,-0.2154004,1,0.27329043,AL9,EL035,AL9,L,-57.533668518066406,-0.8038527369499207,-23.57004165649414,0.0
172,EL035,picture,LM,A,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_A_R10_TN.npy,0.0210077519379844,0.0004134366925064,True,7.9272094,0.8333813,1,0.27854198,AR10,EL035,AR10,R,49.11018753051758,-6.073238372802734,-32.27021789550781,0.0
173,EL035,picture,LM,A,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_A_R11_TN.npy,0.0309560723514211,0.0001808785529715,True,8.06596,0.8238375,1,0.2920968,AR11,EL035,AR11,R,51.40397262573242,-5.221080303192139,-31.838592529296875,0.0
174,EL035,picture,LM,A,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_A_R12_TN.npy,0.0309819121447028,0.0003100775193798,True,7.9970694,0.97054154,1,0.28815064,AR12,EL035,AR12,R,56.6628532409668,-5.044512271881104,-32.883148193359375,0.0
175,EL035,picture,LM,aH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aH_L10_TN.npy,0.027906976744186,0.0004909560723514,True,7.5237436,-0.3803321,1,0.24984044,AHL10,EL035,AHL10,L,-65.72213745117188,-25.059600830078125,-19.176624298095703,0.0
176,EL035,picture,LM,aH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aH_L11_TN.npy,0.0275968992248062,0.0001291989664082,True,7.490232,-0.27895635,1,0.2577842,AHL11,EL035,AHL11,L,-67.84253692626953,-26.14803695678711,-17.021060943603516,0.0
177,EL035,picture,LM,aH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aH_L12_TN.npy,0.0266666666666666,0.0004134366925064,True,7.593424,-0.2838144,1,0.25656435,AHL12,EL035,AHL12,L,-68.17960357666016,-29.425525665283203,-14.704792976379396,0.0
178,EL035,picture,LM,aH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aH_L7_TN.npy,0.0264341085271317,0.0001808785529715,True,7.350281,-0.13016866,1,0.26869017,AHL7,,,,,,,
179,EL035,picture,LM,aH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aH_R10_TN.npy,0.027906976744186,7.751937984496124e-05,True,8.077633,1.0021943,1,0.28039068,AHR10,EL035,AHR10,R,56.41930389404297,-27.339563369750977,-19.6911563873291,0.0
180,EL035,picture,LM,aH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aH_R11_TN.npy,0.0214728682170542,0.0001291989664082,True,8.077698,1.0117391,1,0.2725414,AHR11,EL035,AHR11,R,56.21162796020508,-27.59433937072754,-21.42629623413086,0.0
181,EL035,picture,LM,aH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aH_R12_TN.npy,0.0201291989664082,0.0003359173126614,True,8.04941,0.9624647,1,0.28490153,AHR12,EL035,AHR12,R,64.51608276367188,-27.647912979125977,-19.19632339477539,0.0
182,EL035,picture,LM,aH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aH_R3_TN.npy,0.0212919896640826,0.0,True,7.207185,-0.102566086,1,0.27556467,AHR3,EL035,AHR3,R,33.867828369140625,-20.66605758666992,-18.574893951416016,0.0
183,EL035,picture,LM,aH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aH_R9_TN.npy,0.0406201550387596,0.0003100775193798,True,8.085262,0.93426144,1,0.27025336,AHR9,EL035,AHR9,R,54.33098602294922,-15.772134780883787,-26.71565818786621,0.0
184,EL035,picture,LM,aI,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aI_R4_TN.npy,0.0274677002583979,0.0001033591731266,True,7.483594,1.317,1,0.29100764,AIR4,,,,,,,
185,EL035,picture,LM,aI,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_aI_R5_TN.npy,0.058501291989664,0.0004392764857881,True,7.526108,1.378717,1,0.2817098,AIR5,,,,,,,
186,EL035,picture,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_EntG_R10_TN.npy,0.0698966408268733,0.0003617571059431,True,8.076227,0.86168736,1,0.25762266,ENTGR10,EL035,ENTGR10,R,52.86760330200195,-9.869181632995604,-29.19023704528809,0.0
187,EL035,picture,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_EntG_R11_TN.npy,0.0608527131782945,0.0003359173126614,True,8.011072,0.8741257,1,0.2553682,ENTGR11,EL035,ENTGR11,R,56.721778869628906,-9.412352561950684,-29.534259796142575,0.0
188,EL035,picture,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_EntG_R12_TN.npy,0.041343669250646,0.0006201550387596,True,8.070765,0.9333569,1,0.2864039,ENTGR12,EL035,ENTGR12,R,61.8835563659668,-8.423032760620117,-28.79636573791504,0.0
189,EL035,picture,LM,EntG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_EntG_R9_TN.npy,0.0457881136950904,0.0002325581395348,True,8.117777,0.9030726,1,0.26206818,ENTGR9,EL035,ENTGR9,R,50.60645294189453,-9.835533142089844,-31.49319076538086,0.0
190,EL035,picture,LM,pH,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_pH_R1_TN.npy,0.0216279069767441,0.0,True,7.207891,-0.20176639,1,0.26685143,PHR1,EL035,PHR1,R,33.886375427246094,-31.78984642028809,-12.25022315979004,0.0
191,EL035,picture,LM,PHG,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL035\LM\ERSP_matrix\picture\EL035_picture_WM_ERSP_PHG_R11_TN.npy,0.0270542635658914,0.0001291989664082,True,7.995471,0.93824756,1,0.28802297,PHGR11,EL035,PHGR11,R,62.67105102539063,-22.810375213623047,-22.10074615478516,0.0
