sample_idx,patient_id,condition,task,electrode,file_path,prop_above_pos,prop_below_neg,high_activity,UMAP_1,UMAP_2,cluster_hierarchical_raw,silhouette,contact_name,patient,name,hemi,x,y,z,is_wm
818,PAT_5533,picture,LM,OFD5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\picture\PAT_5533_picture_WM_ERSP_OFD5_TN.npy,0.0020413436692506,0.0623255813953488,True,4.9087296,0.5319789,1,0.11455344,OFD5,PAT_5533,OFD5,R,55.307395935058594,11.376009941101074,2.4044899940490723,0.0
819,PAT_5533,picture,LM,PCD6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\picture\PAT_5533_picture_WM_ERSP_PCD6_TN.npy,0.0213436692506459,0.020594315245478,True,6.095558,0.48776963,1,0.21990496,PCD6,,,,,,,
820,PAT_5533,picture,LM,TPD1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\picture\PAT_5533_picture_WM_ERSP_TPD1_TN.npy,0.028501291989664,0.0005426356589147,True,6.264908,0.29893067,1,0.24437177,TPD1,PAT_5533,TPD1,R,23.775957107543945,4.636188507080078,-41.96932601928711,0.0
821,PAT_5533,picture,LM,TPD2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\picture\PAT_5533_picture_WM_ERSP_TPD2_TN.npy,0.0222997416020671,0.000594315245478,True,6.323529,0.25855607,1,0.23439747,TPD2,PAT_5533,TPD2,R,32.537086486816406,5.962350368499756,-44.215782165527344,0.0
822,PAT_5533,picture,LM,TPD4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\picture\PAT_5533_picture_WM_ERSP_TPD4_TN.npy,0.0219121447028423,0.0005426356589147,True,6.3654995,0.15743046,1,0.22674127,TPD4,PAT_5533,TPD4,R,39.68433380126953,3.4489388465881348,-38.77330780029297,0.0
823,PAT_5533,reading,LM,HAG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_HAG6_TN.npy,0.0716020671834625,0.011266149870801,True,5.0805736,3.8448946,1,0.19824164,HAG6,PAT_5533,HAG6,L,-65.73361206054688,-17.159704208374023,-19.76263427734375,0.0
824,PAT_5533,reading,LM,IPD13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD13_TN.npy,0.0033074935400516,0.0545736434108527,True,4.954579,0.46548453,1,0.18209307,IPD13,PAT_5533,IPD13,R,34.01505279541016,-34.62809371948242,40.440799713134766,0.0
825,PAT_5533,reading,LM,IPD2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD2_TN.npy,0.0302325581395348,0.0029198966408268,True,5.4830647,2.6491878,1,0.26080477,IPD2,PAT_5533,IPD2,R,36.54839324951172,-24.27058219909668,5.0197954177856445,0.0
826,PAT_5533,reading,LM,IPD3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD3_TN.npy,0.0591989664082687,0.0055038759689922,True,5.4791956,2.8172114,1,0.27885005,IPD3,PAT_5533,IPD3,R,34.69090270996094,-24.97086334228516,9.615015029907228,0.0
827,PAT_5533,reading,LM,IPD4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD4_TN.npy,0.0694573643410852,0.0040568475452196,True,5.469467,2.868581,1,0.32079545,IPD4,PAT_5533,IPD4,R,35.29996490478516,-25.74100112915039,11.700372695922852,0.0
828,PAT_5533,reading,LM,IPD5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD5_TN.npy,0.0368217054263565,0.0012144702842377,True,5.5445538,2.7722745,1,0.28646076,IPD5,PAT_5533,IPD5,R,34.22576141357422,-26.995014190673828,14.93425464630127,0.0
829,PAT_5533,reading,LM,IPD6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_IPD6_TN.npy,0.0322222222222222,0.0009043927648578,True,5.5790777,2.702637,1,0.2843623,IPD6,PAT_5533,IPD6,R,34.47336196899414,-28.719879150390625,17.565664291381836,0.0
830,PAT_5533,reading,LM,OFD5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_OFD5_TN.npy,0.0086046511627906,0.0416795865633074,True,4.934895,0.52497417,1,0.19676538,OFD5,PAT_5533,OFD5,R,55.307395935058594,11.376009941101074,2.4044899940490723,0.0
831,PAT_5533,reading,LM,SMD3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_SMD3_TN.npy,0.0304134366925064,0.0056072351421188,True,6.1935587,2.8662357,1,0.30096215,SMD3,,,,,,,
832,PAT_5533,reading,LM,TPD1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\reading\PAT_5533_reading_WM_ERSP_TPD1_TN.npy,0.029250645994832,0.0006976744186046,True,6.235604,0.28370315,1,0.24276248,TPD1,PAT_5533,TPD1,R,23.775957107543945,4.636188507080078,-41.96932601928711,0.0
833,PAT_6684,audio,LM,AG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_AG6_TN.npy,0.00984496124031,0.1219896640826873,True,-3.1878812,1.5995381,0,0.2905359,AG6,PAT_6684,AG6,L,-60.603614807128906,-6.941898345947266,-29.230300903320312,0.0
834,PAT_6684,audio,LM,FMG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_FMG1_TN.npy,0.0312403100775193,0.0017312661498708,True,7.367714,-0.4499057,1,0.19677888,FMG1,,,,,,,
835,PAT_6684,audio,LM,TPG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_TPG6_TN.npy,0.005142118863049,0.0447803617571059,True,-3.1456969,1.4704946,0,0.21138407,TPG6,PAT_6684,TPG6,L,-50.00580596923828,7.954358577728271,-26.771907806396484,0.0
836,PAT_6684,audio,LM,TPG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_TPG7_TN.npy,0.0068992248062015,0.0797932816537467,True,-3.1199799,1.4835802,0,0.27211407,TPG7,PAT_6684,TPG7,L,-52.10121536254883,7.4548492431640625,-31.3695011138916,0.0
837,PAT_6684,audio,LM,TPG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_TPG8_TN.npy,0.0087855297157622,0.1394315245478036,True,-3.1877196,1.589693,0,0.31248364,TPG8,PAT_6684,TPG8,L,-52.31036376953125,5.816751480102539,-22.9888916015625,0.0
838,PAT_6684,audio,LM,TSP3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\audio\PAT_6684_audio_WM_ERSP_TSP3_TN.npy,0.0215762273901808,0.0081136950904392,True,6.323269,1.1169096,1,0.14729106,TSP3,PAT_6684,TSP3,L,-56.89420700073242,-21.292085647583008,2.507345676422119,0.0
839,PAT_6684,picture,LM,AG3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_AG3_TN.npy,0.0204134366925064,0.0019896640826873,True,3.9741182,0.6653949,1,0.20932752,AG3,PAT_6684,AG3,L,-33.05426788330078,-8.156880378723145,-25.214242935180664,0.0
840,PAT_6684,picture,LM,AG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_AG6_TN.npy,0.0662532299741602,0.0065891472868217,True,3.9622097,0.552379,1,0.1159849,AG6,PAT_6684,AG6,L,-60.603614807128906,-6.941898345947266,-29.230300903320312,0.0
841,PAT_6684,picture,LM,FOL1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_FOL1_TN.npy,0.0235142118863049,0.0008268733850129,True,4.162532,1.0303842,1,0.26323938,FOL1,,,,,,,
842,PAT_6684,picture,LM,FOL4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_FOL4_TN.npy,0.0201291989664082,0.0004651162790697,True,4.195164,1.1264136,1,0.2352883,FOL4,,,,,,,
843,PAT_6684,picture,LM,FPG3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_FPG3_TN.npy,0.0206459948320413,0.0010077519379844,True,4.171772,1.0822034,1,0.2538934,FPG3,PAT_6684,FPG3,L,-9.691010475158691,49.102012634277344,-2.432223081588745,0.0
844,PAT_6684,picture,LM,FPG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_FPG4_TN.npy,0.02328165374677,0.0007235142118863,True,4.1885066,1.0545944,1,0.26744086,FPG4,,,,,,,
845,PAT_6684,picture,LM,HAG3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_HAG3_TN.npy,0.0241085271317829,0.001860465116279,True,4.0838733,0.6251803,1,0.23519115,HAG3,PAT_6684,HAG3,L,-39.10469436645508,-18.23856735229492,-25.256467819213867,0.0
846,PAT_6684,picture,LM,HAG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_HAG4_TN.npy,0.0288630490956072,0.0028682170542635,True,4.068783,0.5859383,1,0.24617712,HAG4,,,,,,,
847,PAT_6684,picture,LM,HAG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_HAG7_TN.npy,0.0341085271317829,0.005297157622739,True,3.9942303,0.5038696,1,0.24215919,HAG7,PAT_6684,HAG7,L,-63.43936920166016,-20.16371154785156,-11.814420700073242,0.0
848,PAT_6684,picture,LM,HAG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_HAG8_TN.npy,0.0503617571059431,0.0055297157622739,True,4.0569024,0.58184856,1,0.2708172,HAG8,PAT_6684,HAG8,L,-65.26902770996094,-19.156583786010746,-20.18665885925293,0.0
849,PAT_6684,picture,LM,HPG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_HPG5_TN.npy,0.0204134366925064,0.0017312661498708,True,4.140578,0.69456303,1,0.23964383,HPG5,,,,,,,
850,PAT_6684,picture,LM,HPG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_HPG6_TN.npy,0.0288630490956072,0.0017829457364341,True,4.1025286,0.61204576,1,0.26382113,HPG6,,,,,,,
851,PAT_6684,picture,LM,HPG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_HPG7_TN.npy,0.0268475452196382,0.0017829457364341,True,4.1079717,0.65003943,1,0.26760468,HPG7,,,,,,,
852,PAT_6684,picture,LM,HPG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_HPG8_TN.npy,0.0327648578811369,0.0019896640826873,True,4.029682,0.5568664,1,0.27400178,HPG8,PAT_6684,HPG8,L,-56.0360107421875,-27.710058212280277,-20.54030990600586,0.0
853,PAT_6684,picture,LM,HPG9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_HPG9_TN.npy,0.0378811369509043,0.0040826873385012,True,4.0713167,0.60141265,1,0.25377005,HPG9,PAT_6684,HPG9,L,-63.40741729736328,-29.48248863220215,-19.6693058013916,0.0
854,PAT_6684,picture,LM,IMG18,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_IMG18_TN.npy,0.0283204134366925,0.0075193798449612,True,5.5722933,1.2119268,1,0.25620607,IMG18,PAT_6684,IMG18,L,-28.324787139892575,-51.897911071777344,42.13848876953125,0.0
855,PAT_6684,picture,LM,OFG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_OFG5_TN.npy,0.0212403100775193,0.008656330749354,True,4.439675,0.73116946,1,0.29290625,OFG5,PAT_6684,OFG5,L,-58.30094146728516,-4.048699855804443,17.566198348999023,0.0
856,PAT_6684,picture,LM,TPG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_TPG1_TN.npy,0.0386821705426356,0.0018087855297157,True,3.944339,0.6214308,1,0.20302156,TPG1,PAT_6684,TPG1,L,-31.69149208068848,7.574199676513672,-41.68495559692383,0.0
857,PAT_6684,picture,LM,TPG2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_TPG2_TN.npy,0.0301808785529715,0.0021963824289405,True,4.0052404,0.64256555,1,0.19730756,TPG2,PAT_6684,TPG2,L,-34.1241340637207,6.283232688903809,-41.090606689453125,0.0
858,PAT_6684,picture,LM,TPG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_TPG4_TN.npy,0.0244961240310077,0.0023255813953488,True,3.9556751,0.6758335,1,0.16171049,TPG4,PAT_6684,TPG4,L,-40.63435363769531,4.690392971038818,-38.55721664428711,0.0
859,PAT_6684,picture,LM,TPG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_TPG8_TN.npy,0.0205426356589147,0.0042377260981912,True,3.9980574,0.6127771,1,0.029776502,TPG8,PAT_6684,TPG8,L,-52.31036376953125,5.816751480102539,-22.9888916015625,0.0
860,PAT_6684,picture,LM,TSP2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_TSP2_TN.npy,0.0328423772609819,0.0036175710594315,True,4.175799,0.6895823,1,0.27475482,TSP2,PAT_6684,TSP2,L,-53.719993591308594,-22.205774307250977,2.20065712928772,0.0
861,PAT_6684,picture,LM,TSP5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\picture\PAT_6684_picture_WM_ERSP_TSP5_TN.npy,0.0207235142118863,0.0134366925064599,True,4.176586,0.64891136,1,0.2626826,TSP5,PAT_6684,TSP5,L,-60.70795440673828,-21.00358772277832,-4.459259986877441,0.0
862,PAT_6684,reading,LM,AG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\reading\PAT_6684_reading_WM_ERSP_AG6_TN.npy,0.0015762273901808,0.0468217054263565,True,-2.6266577,2.051677,0,0.19671486,AG6,PAT_6684,AG6,L,-60.603614807128906,-6.941898345947266,-29.230300903320312,0.0
863,PAT_6684,reading,LM,TPG1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\reading\PAT_6684_reading_WM_ERSP_TPG1_TN.npy,0.0285529715762273,0.0294056847545219,True,-2.5357194,2.071467,0,0.009985837,TPG1,PAT_6684,TPG1,L,-31.69149208068848,7.574199676513672,-41.68495559692383,0.0
864,PAT_6684,reading,LM,TPG2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\reading\PAT_6684_reading_WM_ERSP_TPG2_TN.npy,0.0227131782945736,0.0215503875968992,True,-2.557398,2.0605378,0,0.016637,TPG2,PAT_6684,TPG2,L,-34.1241340637207,6.283232688903809,-41.090606689453125,0.0
865,PAT_6684,reading,LM,TPG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\reading\PAT_6684_reading_WM_ERSP_TPG5_TN.npy,0.0086304909560723,0.0441343669250646,True,-2.5804238,2.0663173,0,0.13102572,TPG5,PAT_6684,TPG5,L,-41.48676681518555,3.87848711013794,-37.77017211914063,0.0
866,PAT_6684,reading,LM,TPG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\reading\PAT_6684_reading_WM_ERSP_TPG6_TN.npy,0.0041860465116279,0.0528682170542635,True,-2.586644,2.0457058,0,0.16378556,TPG6,PAT_6684,TPG6,L,-50.00580596923828,7.954358577728271,-26.771907806396484,0.0
867,PAT_6684,reading,LM,TPG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\reading\PAT_6684_reading_WM_ERSP_TPG7_TN.npy,0.0036434108527131,0.0714470284237726,True,-2.6437829,2.1162226,0,0.20994993,TPG7,PAT_6684,TPG7,L,-52.10121536254883,7.4548492431640625,-31.3695011138916,0.0
868,PAT_6684,reading,LM,TPG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6684\LM\ERSP_matrix\reading\PAT_6684_reading_WM_ERSP_TPG8_TN.npy,0.002532299741602,0.0890180878552971,True,-2.6408727,2.0669558,0,0.23014092,TPG8,PAT_6684,TPG8,L,-52.31036376953125,5.816751480102539,-22.9888916015625,0.0
869,PAT_6704,audio,LM,AD12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6704\LM\ERSP_matrix\audio\PAT_6704_audio_WM_ERSP_AD12_TN.npy,0.029250645994832,0.065219638242894,True,0.57611,3.18559,1,-0.060087908,AD12,PAT_6704,AD12,R,63.05988693237305,-16.682025909423828,-23.662485122680664,0.0
870,PAT_6704,audio,LM,IPD5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6704\LM\ERSP_matrix\audio\PAT_6704_audio_WM_ERSP_IPD5_TN.npy,0.0242118863049095,0.0016537467700258,True,6.229504,0.707385,1,0.22218451,IPD5,PAT_6704,IPD5,R,35.27724075317383,-22.783924102783203,8.268158912658691,0.0
871,PAT_6704,audio,LM,POD3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6704\LM\ERSP_matrix\audio\PAT_6704_audio_WM_ERSP_POD3_TN.npy,0.0202325581395348,0.0012919896640826,True,6.0526595,0.5609318,1,0.20617586,POD3,,,,,,,
872,PAT_6704,audio,LM,THD2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6704\LM\ERSP_matrix\audio\PAT_6704_audio_WM_ERSP_THD2_TN.npy,0.0336692506459948,0.0010594315245478,True,6.2372413,0.7178507,1,0.22545712,THD2,PAT_6704,THD2,R,47.86521911621094,-29.904193878173828,-2.8092854022979736,0.0
873,PAT_6704,auditory_naming_eng,LM,AD10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6704\LM\ERSP_matrix\auditory_naming_eng\PAT_6704_auditory_naming_eng_WM_ERSP_AD10_TN.npy,0.3202325581395349,0.3138501291989664,True,-1.6123275,2.1524625,3,0.2643935,AD10,PAT_6704,AD10,R,56.73087310791016,-13.053422927856444,-27.530498504638672,0.0
874,PAT_6704,auditory_naming_eng,LM,AD11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6704\LM\ERSP_matrix\auditory_naming_eng\PAT_6704_auditory_naming_eng_WM_ERSP_AD11_TN.npy,0.327906976744186,0.3185271317829457,True,-1.6070375,2.1050184,3,0.29077432,AD11,PAT_6704,AD11,R,56.1317138671875,-18.06534767150879,-26.682077407836918,0.0
875,PAT_6704,auditory_naming_eng,LM,AD12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6704\LM\ERSP_matrix\auditory_naming_eng\PAT_6704_auditory_naming_eng_WM_ERSP_AD12_TN.npy,0.3463824289405685,0.3390956072351421,True,-1.7205336,2.0004673,3,0.12769593,AD12,PAT_6704,AD12,R,63.05988693237305,-16.682025909423828,-23.662485122680664,0.0
876,PAT_6704,auditory_naming_eng,LM,AD1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_6704\LM\ERSP_matrix\auditory_naming_eng\PAT_6704_auditory_naming_eng_WM_ERSP_AD1_TN.npy,0.3525064599483204,0.2830232558139535,True,6.146281,-0.831926,7,0.021907879,AD1,PAT_6704,AD1,R,26.12546157836914,-6.740637302398682,-28.390527725219727,0.0
