channel,0.5-4.0Hz_dB,4.0-8.0Hz_dB,8.0-12.0Hz_dB,12.0-30.0Hz_dB,30.0-70.0Hz_dB,70.0-150.0Hz_dB
A_L1,-96.70432364919375,-104.42643000426747,-107.33575845690045,-112.88774781628874,-126.8230733931903,-138.23406402912212
A_L2,-97.26251059303357,-105.90652916535281,-107.80947966894729,-112.86958215820849,-126.67936540796791,-139.16588709404704
A_L3,-98.18839596064939,-106.22671788142725,-107.57140875362508,-112.52708914504218,-127.14545077851028,-138.55622464375273
A_L4,-100.51206523041746,-107.04358169597464,-107.0175020080814,-112.84968006691992,-127.71910406313137,-137.69193052534519
A_L5,-100.28980552712851,-106.75386449038889,-105.32475811716792,-113.77464286212759,-130.01904418072414,-140.0236306848667
A_L6,-99.83652931071343,-106.17125459352278,-103.32193124308876,-113.6123677689563,-130.32671616791836,-140.18090076953249
A_L7,-100.32298199150162,-106.0815930851167,-102.11031155001672,-112.56733244187411,-129.39875333868895,-139.85930795565196
A_L8,-100.20126907881304,-105.74774408339857,-100.40176146130477,-110.42261556423067,-129.7932326766385,-140.29778729609947
A_L9,-99.1723041358139,-104.51841177790307,-97.86028655648323,-106.86251342294435,-127.73062172092773,-139.24504979924427
A_L10,-98.36899705196132,-103.67390000899329,-96.79063869504537,-104.65566813093801,-126.01236030716498,-138.23787793190778
A_L11,-99.69067925633838,-105.0576788049191,-99.57524113011671,-106.77068941093874,-126.6432414616506,-138.33251086601564
A_L12,-100.80020935365803,-104.99024676758539,-98.34230583963557,-108.15936739974383,-128.54157310145902,-139.11761151601294
aH_L1,-94.03632025848924,-101.93440879229206,-102.14878544364643,-107.472179739079,-121.74956181685074,-136.2528441966815
aH_L2,-92.22773917936415,-102.36606869984291,-102.24117861236773,-106.6247812704446,-118.97625534007219,-133.81178334472165
aH_L3,-98.68380843982435,-105.7043542674597,-104.24928925140361,-109.12165335081133,-122.16504565609341,-135.8221655685126
aH_L4,-100.23387623592733,-106.9160470057977,-105.56217945481498,-110.909385615869,-125.39802541352337,-139.0643494909482
aH_L5,-102.4340186111508,-108.22411388805958,-105.7425217588894,-112.37416954251566,-128.2621705748719,-139.73012810205597
aH_L6,-103.54946867558772,-108.4967455328819,-104.43563822715092,-112.465876395831,-130.08784547159317,-141.068662602503
aH_L7,-103.98797385963005,-108.12769949664674,-102.63334559350497,-111.68681150471402,-130.30220046446698,-141.3300428497504
aH_L8,-103.49079375383914,-106.97761353554185,-100.4032295164427,-110.06416924144823,-129.07997691986247,-140.66755831942424
aH_L9,-102.09260984539391,-106.11473870528292,-100.6345790713228,-109.06640045744524,-126.6990484577083,-138.16672926719758
aH_L10,-100.00259624212626,-104.54185402585426,-99.551100607328,-107.13194753432418,-124.35282504184534,-136.7640359605544
aH_L11,-99.36787790908025,-104.84558798254864,-100.72600173560144,-106.91171455953871,-124.37711793861544,-136.85956807151751
aH_L12,-101.59587549642147,-105.6996380605232,-99.79726845679872,-108.38736746469188,-127.0921390454334,-138.5585080007926
A_R1,-89.68348994157023,-96.43532596701132,-101.02168052193998,-106.81076440994433,-119.84974363172473,-135.15467586699387
A_R2,-91.6938825171828,-98.3947919059316,-103.64023806307758,-109.82873924361871,-124.09851207419857,-137.48059212148894
A_R3,-93.74542274399342,-100.89794376386007,-105.225397037241,-110.63670290939083,-123.70671402151865,-137.01412191047
A_R4,-95.25359436876602,-102.19647114449613,-105.70180263961979,-111.03083804649835,-123.481851377164,-137.55533333198636
A_R5,-96.78006014314558,-103.46410711370925,-106.66378008365052,-111.87448985545467,-124.48439045445598,-138.36399104775575
A_R9,-97.05017198236956,-100.8878426452446,-104.86761173556295,-111.60860093221144,-129.03354465079443,-140.71754448978774
A_R10,-96.1196757363696,-98.81582463502355,-100.67629523360999,-108.72654771838792,-126.67075626557187,-139.6037037559091
A_R11,-95.9594392672193,-97.34964750612951,-97.12428839003246,-106.51753712707807,-126.36306879829866,-139.58095038171004
A_R12,-97.61599584837889,-99.64196929619874,-97.82545068148485,-106.23044666760615,-126.33120129706717,-139.1350973233788
EntG_R1,-100.63314676932178,-107.62319106444687,-108.3039396233603,-113.29801894494643,-126.53945064729366,-136.91917967167393
EntG_R2,-97.96010882019279,-105.63497634357911,-106.70157007298619,-111.82958930768376,-124.81522151350298,-137.20297876542293
EntG_R3,-96.02813256549351,-103.86901523426127,-106.13652711555144,-109.814437297906,-122.45950789568687,-135.80400484223088
EntG_R4,-96.35165895935708,-101.88684113782537,-104.21487974207344,-107.96032654370853,-122.14247869490305,-135.1704194494561
EntG_R5,-98.9443804476183,-104.27588215203417,-106.63956450432511,-111.78423123884785,-127.44781269419359,-139.09052554576192
EntG_R6,-94.7504364258961,-102.26326957834067,-104.89889977162126,-108.66848767792652,-125.61302661003837,-137.61637550934623
EntG_R7,-96.78531879775781,-100.99988246009696,-104.71992800387747,-109.57508032271726,-127.87090114340715,-140.01427631035796
EntG_R8,-96.8834103306616,-99.62605375777778,-104.1466715291044,-111.21909463324054,-127.87416744760785,-139.2597417854697
EntG_R9,-94.66821646014287,-93.71059698016236,-95.5496663037479,-103.90036961806688,-120.81176294276823,-135.0579797651766
EntG_R10,-92.49185397962378,-97.09577382747578,-97.85580559063314,-103.05417717830929,-120.71929758725146,-135.6983846331389
EntG_R11,-91.7000205930723,-95.82657444574623,-94.64732886765574,-100.87609734983576,-119.67034883480456,-135.59267038551914
EntG_R12,-97.72195522052411,-96.15469475237606,-97.61530663540734,-107.46669502616379,-126.6351668688776,-138.81879161256114
aH_R1,-92.25237853123927,-100.57447049668582,-103.1168384391011,-107.76973363058234,-118.71053882687447,-130.15363169556886
aH_R2,-88.46367953132118,-97.74150980478433,-100.41548296977587,-104.95968908868593,-117.05428887685358,-130.86054116442403
